[s],CH2[V]
-2.0394E-05,3.187E-01
-2.0394E-05,3.267E-01
-2.0388E-05,3.227E-01
-2.0388E-05,3.267E-01
-2.0382E-05,3.227E-01
-2.0382E-05,3.267E-01
-2.0376E-05,3.227E-01
-2.0376E-05,3.267E-01
-2.0370E-05,3.227E-01
-2.0370E-05,3.267E-01
-2.0364E-05,3.227E-01
-2.0364E-05,3.307E-01
-2.0358E-05,3.227E-01
-2.0358E-05,3.307E-01
-2.0352E-05,3.267E-01
-2.0352E-05,3.307E-01
-2.0346E-05,3.267E-01
-2.0346E-05,3.307E-01
-2.0340E-05,3.267E-01
-2.0340E-05,3.307E-01
-2.0334E-05,3.307E-01
-2.0334E-05,3.307E-01
-2.0328E-05,3.267E-01
-2.0328E-05,3.307E-01
-2.0322E-05,3.267E-01
-2.0322E-05,3.347E-01
-2.0316E-05,3.307E-01
-2.0316E-05,3.347E-01
-2.0310E-05,3.307E-01
-2.0310E-05,3.347E-01
-2.0304E-05,3.307E-01
-2.0304E-05,3.347E-01
-2.0298E-05,3.307E-01
-2.0298E-05,3.347E-01
-2.0292E-05,3.307E-01
-2.0292E-05,3.347E-01
-2.0286E-05,3.347E-01
-2.0286E-05,3.387E-01
-2.0280E-05,3.347E-01
-2.0280E-05,3.387E-01
-2.0274E-05,3.347E-01
-2.0274E-05,3.387E-01
-2.0268E-05,3.347E-01
-2.0268E-05,3.387E-01
-2.0262E-05,3.347E-01
-2.0262E-05,3.387E-01
-2.0256E-05,3.347E-01
-2.0256E-05,3.387E-01
-2.0250E-05,3.347E-01
-2.0250E-05,3.387E-01
-2.0244E-05,3.347E-01
-2.0244E-05,3.387E-01
-2.0238E-05,3.347E-01
-2.0238E-05,3.427E-01
-2.0232E-05,3.347E-01
-2.0232E-05,3.427E-01
-2.0226E-05,3.387E-01
-2.0226E-05,3.427E-01
-2.0220E-05,3.347E-01
-2.0220E-05,3.427E-01
-2.0214E-05,3.347E-01
-2.0214E-05,3.427E-01
-2.0208E-05,3.387E-01
-2.0208E-05,3.427E-01
-2.0202E-05,3.427E-01
-2.0202E-05,3.427E-01
-2.0196E-05,3.427E-01
-2.0196E-05,3.427E-01
-2.0190E-05,3.427E-01
-2.0190E-05,3.467E-01
-2.0184E-05,3.427E-01
-2.0184E-05,3.467E-01
-2.0178E-05,3.427E-01
-2.0178E-05,3.467E-01
-2.0172E-05,3.427E-01
-2.0172E-05,3.507E-01
-2.0166E-05,3.427E-01
-2.0166E-05,3.507E-01
-2.0160E-05,3.467E-01
-2.0160E-05,3.507E-01
-2.0154E-05,3.427E-01
-2.0154E-05,3.507E-01
-2.0148E-05,3.467E-01
-2.0148E-05,3.507E-01
-2.0142E-05,3.467E-01
-2.0142E-05,3.507E-01
-2.0136E-05,3.467E-01
-2.0136E-05,3.507E-01
-2.0130E-05,3.507E-01
-2.0130E-05,3.547E-01
-2.0124E-05,3.507E-01
-2.0124E-05,3.547E-01
-2.0118E-05,3.507E-01
-2.0118E-05,3.547E-01
-2.0112E-05,3.507E-01
-2.0112E-05,3.547E-01
-2.0106E-05,3.507E-01
-2.0106E-05,3.547E-01
-2.0100E-05,3.507E-01
-2.0100E-05,3.547E-01
-2.0094E-05,3.507E-01
-2.0094E-05,3.587E-01
-2.0088E-05,3.547E-01
-2.0088E-05,3.587E-01
-2.0082E-05,3.547E-01
-2.0082E-05,3.587E-01
-2.0076E-05,3.547E-01
-2.0076E-05,3.587E-01
-2.0070E-05,3.547E-01
-2.0070E-05,3.587E-01
-2.0064E-05,3.587E-01
-2.0064E-05,3.587E-01
-2.0058E-05,3.587E-01
-2.0058E-05,3.587E-01
-2.0052E-05,3.587E-01
-2.0052E-05,3.627E-01
-2.0046E-05,3.587E-01
-2.0046E-05,3.627E-01
-2.0040E-05,3.587E-01
-2.0040E-05,3.627E-01
-2.0034E-05,3.587E-01
-2.0034E-05,3.667E-01
-2.0028E-05,3.627E-01
-2.0028E-05,3.667E-01
-2.0022E-05,3.627E-01
-2.0022E-05,3.667E-01
-2.0016E-05,3.627E-01
-2.0016E-05,3.667E-01
-2.0010E-05,3.627E-01
-2.0010E-05,3.667E-01
-2.0004E-05,3.627E-01
-2.0004E-05,3.667E-01
-1.9998E-05,3.627E-01
-1.9998E-05,3.667E-01
-1.9992E-05,3.667E-01
-1.9992E-05,3.707E-01
-1.9986E-05,3.667E-01
-1.9986E-05,3.707E-01
-1.9980E-05,3.627E-01
-1.9980E-05,3.707E-01
-1.9974E-05,3.627E-01
-1.9974E-05,3.707E-01
-1.9968E-05,3.667E-01
-1.9968E-05,3.707E-01
-1.9962E-05,3.667E-01
-1.9962E-05,3.707E-01
-1.9956E-05,3.667E-01
-1.9956E-05,3.707E-01
