Model,TBS2074B
Firmware Version,v1.31.16

Point Format,Y,,,
-5.424e-04,-0.246093,0.0930062,-1.96641,0.0537499
-5.408e-04,-0.2375,0.0929187,-1.96594,0.0574999
-5.392e-04,-0.2375,0.0927812,-1.96328,0.0546874
-5.376e-04,-0.260937,0.0925969,-1.96172,0.0324999
-5.360e-04,-0.299218,0.0923844,-1.95703,0.0537499
-5.344e-04,-0.251562,0.0922312,-1.95,0.0521874
-5.328e-04,-0.299218,0.0921625,-1.95,0.0539062
-5.312e-04,-0.244531,0.092025,-1.95,0.0509374
-5.296e-04,-0.242187,0.0919781,-1.94992,0.0549999
-5.280e-04,-0.299218,0.0917719,-1.94992,0.0545312
-5.264e-04,-0.241406,0.0915594,-1.94992,0.0548437
-5.248e-04,-0.242968,0.0915187,-1.94719,0.0599999
-5.232e-04,-0.239062,0.0913531,-1.94547,0.0524999
-5.216e-04,-0.245312,0.0912906,-1.94992,0.0599999
-5.200e-04,-0.246875,0.0910062,-1.94273,0.0543749
-5.184e-04,-0.23125,0.0909875,-1.94031,0.0520312
-5.168e-04,-0.251562,0.0908031,-1.93695,0.0546874
-5.152e-04,-0.229687,0.0907437,-1.93,0.0549999
-5.136e-04,-0.240625,0.0906312,-1.93,0.0529687
-5.120e-04,-0.240625,0.0905156,-1.92992,0.0520312
-5.104e-04,-0.2375,0.0904594,-1.92992,0.0531249
-5.088e-04,-0.299218,0.0902344,-1.92992,0.0535937
-5.072e-04,-0.236718,0.0900937,-1.92992,0.0528124
-5.056e-04,-0.24375,0.08995,-1.92867,0.0529687
-5.040e-04,-0.242187,0.0898437,-1.92602,0.0599999
-5.024e-04,-0.299218,0.0897031,-1.92258,0.0532812
-5.008e-04,-0.299218,0.0894719,-1.92031,0.0529687
-4.992e-04,-0.238281,0.0893156,-1.91469,0.0507812
-4.976e-04,-0.241406,0.0891187,-1.91,0.0521874
-4.960e-04,-0.2375,0.0890437,-1.91,0.0542187
-4.944e-04,-0.241406,0.0889312,-1.91,0.0518749
-4.928e-04,-0.242187,0.0888062,-1.90992,0.0543749
-4.912e-04,-0.254687,0.0885125,-1.90992,0.0514062
-4.896e-04,-0.230468,0.0883969,-1.90992,0.0542187
-4.880e-04,-0.232812,0.088325,-1.90648,0.0521874
-4.864e-04,-0.229687,0.0881187,-1.90594,0.0553124
-4.848e-04,-0.235156,0.0880312,-1.90359,0.0601562
-4.832e-04,-0.299218,0.0877969,-1.90961,0.0549999
-4.816e-04,-0.235937,0.0875906,-1.89531,0.0601562
-4.800e-04,-0.232812,0.0875312,-1.89,0.0542187
-4.784e-04,-0.232812,0.0873844,-1.89,0.0599999
-4.768e-04,-0.229687,0.0871781,-1.89,0.0545312
-4.752e-04,-0.239843,0.0869469,-1.88992,0.0523437
-4.736e-04,-0.227343,0.0867937,-1.88992,0.0529687
-4.720e-04,-0.299218,0.0867125,-1.88898,0.0542187
-4.704e-04,-0.227343,0.0866031,-1.88992,0.0535937
-4.688e-04,-0.2375,0.0863969,-1.88992,0.0526562
-4.672e-04,-0.225781,0.0862562,-1.88336,0.0599999
-4.656e-04,-0.23125,0.0860219,-1.88133,0.0551562
-4.640e-04,-0.223437,0.0858937,-1.87609,0.0504687
-4.624e-04,-0.251562,0.085675,-1.87039,0.0554687
-4.608e-04,-0.2375,0.08545,-1.87,0.0523437
-4.592e-04,-0.217187,0.0853656,-1.87,0.0599999
-4.576e-04,-0.239843,0.0851937,-1.87,0.0526562
-4.560e-04,-0.229687,0.0850781,-1.86992,0.0542187
-4.544e-04,-0.234375,0.0848719,-1.86828,0.0531249
-4.528e-04,-0.229687,0.0847437,-1.8675,0.0521874
-4.512e-04,-0.23125,0.0845625,-1.86992,0.0557812
-4.496e-04,-0.235156,0.0843656,-1.86375,0.0529687
-4.480e-04,-0.232812,0.084175,-1.86148,0.0539062
-4.464e-04,-0.226562,0.0840875,-1.85797,0.0559374
-4.448e-04,-0.216406,0.0837969,-1.85,0.0532812
-4.432e-04,-0.217187,0.0837062,-1.84992,0.0507812
-4.416e-04,-0.2125,0.0835281,-1.85,0.0514062
-4.400e-04,-0.225,0.0833,-1.84992,0.0545312
-4.384e-04,-0.213281,0.0832187,-1.84992,0.0542187
-4.368e-04,-0.296093,0.0829375,-1.84992,0.0529687
-4.352e-04,-0.221093,0.0828594,-1.84555,0.0562499
-4.336e-04,-0.214062,0.0826844,-1.84453,0.0531249
-4.320e-04,-0.216406,0.0826031,-1.84406,0.0539062
-4.304e-04,-0.217968,0.0823469,-1.8418,0.0510937
-4.288e-04,-0.214062,0.0821812,-1.83805,0.0512499
-4.272e-04,-0.217968,0.0820781,-1.83,0.0599999
-4.256e-04,-0.216406,0.0819,-1.83,0.0601562
-4.240e-04,-0.200781,0.081675,-1.83,0.0601562
-4.224e-04,-0.225781,0.0814562,-1.82992,0.0599999
-4.208e-04,-0.217968,0.0813281,-1.82992,0.0543749
-4.192e-04,-0.203906,0.0811281,-1.82867,0.0504687
-4.176e-04,-0.209375,0.0808937,-1.82992,0.0531249
-4.160e-04,-0.211718,0.0807625,-1.82523,0.0510937
-4.144e-04,-0.209375,0.0805812,-1.82438,0.0526562
-4.128e-04,-0.10625,0.0803625,-1.82375,0.0514062
-4.112e-04,-0.100781,0.0803125,-1.82188,0.0553124
-4.096e-04,-0.198437,0.0802437,-1.81688,0.0539062
-4.080e-04,-0.196093,0.0800219,-1.81,0.0599999
-4.064e-04,-0.198437,0.0798406,-1.81,0.0599999
-4.048e-04,-0.189062,0.0796281,-1.80992,0.0556249
-4.032e-04,-0.188281,0.0795375,-1.81,0.0517187
-4.016e-04,-0.2,0.0793375,-1.81,0.0535937
-4.000e-04,-0.179687,0.0792062,-1.80992,0.0528124
-3.984e-04,-0.189062,0.07895,-1.80773,0.0528124
-3.968e-04,-0.190625,0.0788094,-1.80602,0.0528124
-3.952e-04,-0.18125,0.0787656,-1.80375,0.0528124
-3.936e-04,-0.178906,0.0785812,-1.79969,0.0520312
-3.920e-04,-0.167187,0.0784219,-1.79203,0.0562499
-3.904e-04,-0.163281,0.0782437,-1.79,0.0518749
-3.888e-04,-0.170312,0.0781125,-1.79,0.0507812
-3.872e-04,-0.154687,0.0779562,-1.79,0.0599999
-3.856e-04,-0.142187,0.0778219,-1.78992,0.0520312
-3.840e-04,-0.145312,0.0776406,-1.78992,0.0557812
-3.824e-04,-0.157031,0.0776094,-1.78602,0.0565624
-3.808e-04,-0.146875,0.0773781,-1.78383,0.0512499
-3.792e-04,-0.139843,0.0771906,-1.785,0.0539062
-3.776e-04,-0.130468,0.0770656,-1.78352,0.0574999
-3.760e-04,-0.127343,0.0769281,-1.78086,0.0599999
-3.744e-04,-0.126562,0.0767719,-1.76992,0.0524999
-3.728e-04,-0.113281,0.0767,-1.76992,0.0554687
-3.712e-04,-0.100781,0.0764844,-1.77,0.0535937
-3.696e-04,-0.0999995,0.0763344,-1.76992,0.0542187
-3.680e-04,-0.102343,0.0761969,-1.77,0.0532812
-3.664e-04,-0.107031,0.0760437,-1.76992,0.0540624
-3.648e-04,-0.0999995,0.0758219,-1.76914,0.0528124
-3.632e-04,-0.0999995,0.0756719,-1.76734,0.0518749
-3.616e-04,-0.0999995,0.0755531,-1.76555,0.0599999
-3.600e-04,-0.0992183,0.0754531,-1.76305,0.0526562
-3.584e-04,-0.0999995,0.0753594,-1.75898,0.0570312
-3.568e-04,-0.0999995,0.07515,-1.75289,0.0532812
-3.552e-04,-0.0999995,0.0749687,-1.75,0.0520312
-3.536e-04,-0.0992183,0.0748344,-1.75,0.0515624
-3.520e-04,-0.0999995,0.0747875,-1.74992,0.0537499
-3.504e-04,-0.0999995,0.0746312,-1.74992,0.0553124
-3.488e-04,-0.0999995,0.0745312,-1.74992,0.0531249
-3.472e-04,-0.0992183,0.07445,-1.74609,0.0562499
-3.456e-04,-0.0992183,0.0742469,-1.74633,0.0515624
-3.440e-04,-0.0999995,0.0740031,-1.74492,0.0557812
-3.424e-04,-0.0992183,0.0739125,-1.74313,0.0534374
-3.408e-04,-0.0992183,0.0737156,-1.74078,0.0514062
-3.392e-04,-0.0992183,0.0735,-1.73445,0.0543749
-3.376e-04,-0.0992183,0.0735531,-1.73,0.0506249
-3.360e-04,-0.0992183,0.0731969,-1.73,0.0532812
-3.344e-04,-0.0992183,0.0730969,-1.72992,0.0542187
-3.328e-04,-0.0992183,0.0730625,-1.72992,0.0529687
-3.312e-04,-0.0992183,0.0728906,-1.72992,0.0534374
-3.296e-04,-0.0992183,0.0727344,-1.72539,0.0518749
-3.280e-04,-0.0992183,0.0726437,-1.72992,0.0523437
-3.264e-04,-0.0992183,0.0724,-1.72578,0.0521874
-3.248e-04,-0.0992183,0.0723375,-1.72992,0.0535937
-3.232e-04,-0.0992183,0.07225,-1.72344,0.0521874
-3.216e-04,-0.0992183,0.0720781,-1.71883,0.0501562
-3.200e-04,-0.0992183,0.0720781,-1.71188,0.0515624
-3.184e-04,-0.0992183,0.0717562,-1.71,0.0537499
-3.168e-04,-0.0992183,0.0715687,-1.71,0.0529687
-3.152e-04,-0.0992183,0.0715375,-1.70992,0.0549999
-3.136e-04,-0.0992183,0.0714875,-1.71,0.0518749
-3.120e-04,-0.0992183,0.0714562,-1.70992,0.0562499
-3.104e-04,-0.089062,0.0709187,-1.70641,0.0515624
-3.088e-04,-0.0882808,0.0708094,-1.70516,0.0601562
-3.072e-04,-0.0624995,0.0708094,-1.70484,0.0510937
-3.056e-04,-0.0843745,0.0708125,-1.70398,0.0535937
-3.040e-04,-0.00703077,0.0708,-1.70195,0.0567187
-3.024e-04,0.023438,0.0707906,-1.69836,0.0496874
-3.008e-04,0.0585942,0.0708062,-1.6918,0.0599999
-2.992e-04,0.098438,0.0703375,-1.69,0.0542187
-2.976e-04,0.100782,0.0703125,-1.68992,0.0548437
-2.960e-04,0.100782,0.070175,-1.69,0.0557812
-2.944e-04,0.101563,0.0701781,-1.68992,0.0601562
-2.928e-04,0.101563,0.0700969,-1.68992,0.0532812
-2.912e-04,0.110157,0.0700219,-1.68648,0.0560937
-2.896e-04,0.126563,0.0700062,-1.68992,0.0599999
-2.880e-04,0.171875,0.0699594,-1.68438,0.0507812
-2.864e-04,0.225782,0.0699781,-1.68352,0.0545312
-2.848e-04,0.284375,0.0699406,-1.67867,0.0599999
-2.832e-04,0.3125,0.0698344,-1.6718,0.0520312
-2.816e-04,0.340625,0.0695219,-1.67,0.0524999
-2.800e-04,0.411719,0.0691469,-1.67,0.0528124
-2.784e-04,0.501563,0.0690406,-1.66992,0.0599999
-2.768e-04,0.546875,0.0688094,-1.66992,0.0515624
-2.752e-04,0.660938,0.0685719,-1.66992,0.0493749
-2.736e-04,0.767188,0.0684156,-1.66477,0.0543749
-2.720e-04,0.909375,0.0681844,-1.66313,0.0545312
-2.704e-04,1.08047,0.067875,-1.66445,0.0534374
-2.688e-04,1.26094,0.0676062,-1.665,0.0560937
-2.672e-04,1.51641,0.0674562,-1.66352,0.0507812
-2.656e-04,1.80078,0.0671687,-1.66156,0.0562499
-2.640e-04,2.18359,0.0667969,-1.65,0.0526562
-2.624e-04,2.69531,0.0666031,-1.65,0.0553124
-2.608e-04,3.37734,0.0663937,-1.65,0.0599999
-2.592e-04,4.29766,0.0659719,-1.64992,0.0534374
-2.576e-04,5.54141,0.06585,-1.64992,0.0562499
-2.560e-04,7.23672,0.0656906,-1.64992,0.0518749
-2.544e-04,9.44375,0.0652531,-1.64992,0.0520312
-2.528e-04,12.1828,0.0651844,-1.64672,0.0599999
-2.512e-04,15.2891,0.0647719,-1.64367,0.0545312
-2.496e-04,18.432,0.0645937,-1.6425,0.0535937
-2.480e-04,21.3133,0.0644875,-1.63,0.0542187
-2.464e-04,23.5336,0.064175,-1.63242,0.0599999
-2.448e-04,24.8164,0.0639906,-1.63,0.0542187
-2.432e-04,24.9977,0.0638156,-1.62992,0.0601562
-2.416e-04,24.2531,0.0637219,-1.63,0.0493749
-2.400e-04,22.8461,0.0634406,-1.62992,0.0523437
-2.384e-04,21.0352,0.0632969,-1.62992,0.0523437
-2.368e-04,18.9797,0.0630937,-1.62672,0.0531249
-2.352e-04,16.832,0.0630281,-1.62578,0.0526562
-2.336e-04,14.7313,0.0626281,-1.62508,0.0545312
-2.320e-04,12.7008,0.0625875,-1.62445,0.0568749
-2.304e-04,10.7922,0.0623719,-1.625,0.0542187
-2.288e-04,9.01797,0.0619469,-1.6232,0.0539062
-2.272e-04,7.41953,0.0619156,-1.62008,0.0562499
-2.256e-04,6.03906,0.0618281,-1.61336,0.0599999
-2.240e-04,4.89922,0.0617969,-1.60992,0.0524999
-2.224e-04,3.9625,0.0616937,-1.60992,0.0562499
-2.208e-04,3.21484,0.0611719,-1.61,0.0573437
-2.192e-04,2.61172,0.0610969,-1.60992,0.0534374
-2.176e-04,2.14063,0.0610937,-1.60992,0.0524999
-2.160e-04,1.75234,0.0610531,-1.6082,0.0599999
-2.144e-04,1.45547,0.0608062,-1.60461,0.0601562
-2.128e-04,1.21328,0.0606094,-1.60539,0.0599999
-2.112e-04,1.01406,0.0603906,-1.60422,0.0512499
-2.096e-04,0.85,0.0603656,-1.6032,0.0599999
-2.080e-04,0.711719,0.0603375,-1.60133,0.0598437
-2.064e-04,0.617969,0.0603375,-1.59922,0.0548437
-2.048e-04,0.533594,0.0602469,-1.59445,0.0523437
-2.032e-04,0.458594,0.0598,-1.5907,0.0545312
-2.016e-04,0.391407,0.0596094,-1.59,0.0549999
-2.000e-04,0.319532,0.0596125,-1.59,0.0528124
-1.984e-04,0.290625,0.0596125,-1.59,0.0542187
-1.968e-04,0.279688,0.0595969,-1.58992,0.0589062
-1.952e-04,0.236719,0.0595969,-1.58992,0.0560937
-1.936e-04,0.200782,0.0593937,-1.58789,0.0601562
-1.920e-04,0.164063,0.0589656,-1.58523,0.0535937
-1.904e-04,0.10625,0.0588,-1.58234,0.0599999
-1.888e-04,0.098438,0.0588094,-1.58023,0.0548437
-1.872e-04,0.095313,0.0588062,-1.57813,0.0599999
-1.856e-04,0.0960942,0.0588031,-1.57,0.0553124
-1.840e-04,0.0882817,0.0588062,-1.57,0.0599999
-1.824e-04,0.076563,0.0587875,-1.56992,0.0515624
-1.808e-04,0.0625005,0.0586094,-1.56992,0.0549999
-1.792e-04,0.035938,0.0584844,-1.56992,0.0554687
-1.776e-04,-0.0101558,0.0584031,-1.56992,0.0512499
-1.760e-04,-0.0507808,0.0582687,-1.56992,0.0539062
-1.744e-04,-0.0914058,0.0580469,-1.56797,0.0521874
-1.728e-04,-0.0992183,0.0581187,-1.56492,0.0537499
-1.712e-04,-0.0992183,0.0580375,-1.56094,0.0556249
-1.696e-04,-0.0999995,0.0580469,-1.55664,0.0537499
-1.680e-04,-0.0999995,0.0580594,-1.54992,0.0509374
-1.664e-04,-0.0999995,0.0580656,-1.55,0.0553124
-1.648e-04,-0.0992183,0.0580344,-1.55,0.0531249
-1.632e-04,-0.0999995,0.0580281,-1.54992,0.0537499
-1.616e-04,-0.100781,0.0580312,-1.55,0.0521874
-1.600e-04,-0.0999995,0.0580312,-1.54992,0.0599999
-1.584e-04,-0.0999995,0.0580062,-1.54836,0.0599999
-1.568e-04,-0.0999995,0.0580281,-1.54633,0.0553124
-1.552e-04,-0.0999995,0.0580437,-1.54484,0.0556249
-1.536e-04,-0.100781,0.0580844,-1.54273,0.0545312
-1.520e-04,-0.100781,0.0580875,-1.54063,0.0518749
-1.504e-04,-0.0999995,0.0581031,-1.53859,0.0537499
-1.488e-04,-0.102343,0.058125,-1.53477,0.0535937
-1.472e-04,-0.103125,0.0583062,-1.53,0.0601562
-1.456e-04,-0.130468,0.0583625,-1.53,0.0546874
-1.440e-04,-0.140625,0.0584344,-1.53,0.0562499
-1.424e-04,-0.103125,0.0586906,-1.52992,0.0543749
-1.408e-04,-0.149218,0.0588875,-1.52992,0.0568749
-1.392e-04,-0.167968,0.0589594,-1.52992,0.0559374
-1.376e-04,-0.176562,0.0592156,-1.52688,0.0534374
-1.360e-04,-0.180468,0.0594937,-1.5257,0.0526562
-1.344e-04,-0.192187,0.0596375,-1.52242,0.0601562
-1.328e-04,-0.191406,0.0598719,-1.52125,0.0531249
-1.312e-04,-0.195312,0.0602156,-1.51883,0.0542187
-1.296e-04,-0.203906,0.0604937,-1.51,0.0523437
-1.280e-04,-0.207031,0.0607969,-1.51,0.0599999
-1.264e-04,-0.200781,0.0612219,-1.51,0.0559374
-1.248e-04,-0.228906,0.0615937,-1.51,0.0531249
-1.232e-04,-0.214062,0.0619375,-1.51,0.0532812
-1.216e-04,-0.217187,0.0622719,-1.50992,0.0531249
-1.200e-04,-0.299218,0.0626187,-1.50992,0.0535937
-1.184e-04,-0.214843,0.0630219,-1.50664,0.0539062
-1.168e-04,-0.217187,0.0633031,-1.50328,0.0529687
-1.152e-04,-0.224218,0.0636031,-1.50102,0.0553124
-1.136e-04,-0.235937,0.0639562,-1.5,0.0599999
-1.120e-04,-0.241406,0.0641719,-1.49844,0.0540624
-1.104e-04,-0.233593,0.0643781,-1.49297,0.0551562
-1.088e-04,-0.2375,0.0645406,-1.49,0.0539062
-1.072e-04,-0.246875,0.0646469,-1.49,0.0562499
-1.056e-04,-0.236718,0.0646,-1.48992,0.0560937
-1.040e-04,-0.239843,0.0644687,-1.48992,0.0540624
-1.024e-04,-0.244531,0.0643625,-1.48992,0.0570312
-1.008e-04,-0.241406,0.0642781,-1.48945,0.0528124
-9.920e-05,-0.239843,0.0640937,-1.48492,0.0548437
-9.760e-05,-0.299218,0.0636719,-1.4825,0.0554687
-9.600e-05,-0.245312,0.0633406,-1.48078,0.0540624
-9.440e-05,-0.299218,0.06295,-1.47844,0.0553124
-9.280e-05,-0.299218,0.0624344,-1.47602,0.0534374
-9.120e-05,-0.247656,0.0620094,-1.47148,0.0599999
-8.960e-05,-0.2375,0.0613406,-1.47,0.0521874
-8.800e-05,-0.255468,0.0608781,-1.47,0.0545312
-8.640e-05,-0.245312,0.0601844,-1.46992,0.0546874
-8.480e-05,-0.250781,0.0594906,-1.46992,0.0559374
-8.320e-05,-0.240625,0.0589687,-1.46992,0.0537499
-8.160e-05,-0.249218,0.0583312,-1.46555,0.0556249
-8.000e-05,-0.3,0.0575656,-1.46352,0.0599999
-7.840e-05,-0.2625,0.0568437,-1.46086,0.0601562
-7.680e-05,-0.245312,0.0562031,-1.45953,0.0601562
-7.520e-05,-0.25,0.0555812,-1.45891,0.0599999
-7.360e-05,-0.241406,0.0548531,-1.45523,0.0553124
-7.200e-05,-0.252343,0.0542594,-1.44992,0.0553124
-7.040e-05,-0.25625,0.0536312,-1.45,0.0534374
-6.880e-05,-0.245312,0.0529812,-1.45,0.0528124
-6.720e-05,-0.247656,0.0523812,-1.44992,0.0570312
-6.560e-05,-0.246875,0.0517562,-1.44992,0.0562499
-6.400e-05,-0.247656,0.05115,-1.44992,0.0532812
-6.240e-05,-0.246875,0.0506344,-1.44586,0.0599999
-6.080e-05,-0.261718,0.0500844,-1.4425,0.0553124
-5.920e-05,-0.25,0.0495437,-1.44102,0.0570312
-5.760e-05,-0.261718,0.0491094,-1.43977,0.0537499
-5.600e-05,-0.253125,0.0485312,-1.43852,0.0551562
-5.440e-05,-0.25,0.048025,-1.43625,0.0542187
-5.280e-05,-0.269531,0.0475781,-1.43023,0.0521874
-5.120e-05,-0.25,0.0470906,-1.43,0.0599999
-4.960e-05,-0.254687,0.0467094,-1.42992,0.0528124
-4.800e-05,-0.25,0.0462219,-1.43,0.0535937
-4.640e-05,-0.299218,0.0457781,-1.42992,0.0542187
-4.480e-05,-0.26875,0.0453969,-1.42977,0.0517187
-4.320e-05,-0.247656,0.0449906,-1.42563,0.0534374
-4.160e-05,-0.251562,0.0445687,-1.42305,0.0551562
-4.000e-05,-0.249218,0.0442031,-1.4218,0.0540624
-3.840e-05,-0.25625,0.0437906,-1.41883,0.0576562
-3.680e-05,-0.248437,0.04345,-1.41648,0.0553124
-3.520e-05,-0.247656,0.04315,-1.41047,0.0534374
-3.360e-05,-0.245312,0.0427719,-1.41,0.0549999
-3.200e-05,-0.257031,0.0424281,-1.41,0.0560937
-3.040e-05,-0.25625,0.04195,-1.41,0.0534374
-2.880e-05,-0.240625,0.0418281,-1.41,0.0557812
-2.720e-05,-0.249218,0.0413844,-1.40992,0.0539062
-2.560e-05,-0.253125,0.0411625,-1.40719,0.0553124
-2.400e-05,-0.248437,0.0407531,-1.40219,0.0559374
-2.240e-05,-0.267187,0.0405344,-1.4007,0.0564062
-2.080e-05,-0.246875,0.0402344,-1.39875,0.0599999
-1.920e-05,-0.257031,0.0399031,-1.39492,0.0601562
-1.760e-05,-0.249218,0.0397438,-1.39,0.0599999
-1.600e-05,-0.259375,0.0393125,-1.38992,0.0599999
-1.440e-05,-0.261718,0.03905,-1.39,0.0599999
-1.280e-05,-0.260156,0.0388969,-1.39,0.0599999
-1.120e-05,-0.253125,0.0385625,-1.38992,0.0601562
-9.600e-06,-0.257031,0.0383625,-1.38992,0.0601562
-8.000e-06,-0.258593,0.0381438,-1.38633,0.0601562
-6.400e-06,-0.247656,0.0378281,-1.38477,0.3675
-4.800e-06,-0.257031,0.0378063,-1.38203,1.57594
-3.200e-06,-0.251562,0.0374313,-1.37984,2.94547
-1.600e-06,-0.260937,0.0371375,-1.37484,3.89984
2.578e-18,-0.2625,0.0370031,-1.36992,4.25984
1.600e-06,-0.254687,0.0368438,-1.36992,4.26
3.200e-06,-0.259375,0.0365375,-1.36992,4.26016
4.800e-06,-0.260937,0.0363281,-1.37,4.26016
6.400e-06,-0.257812,0.0362406,-1.36992,4.26016
8.000e-06,-0.255468,0.0362563,-1.36984,4.26203
9.600e-06,-0.257812,0.0356813,-1.36695,4.26937
1.120e-05,-0.260937,0.0355625,-1.36484,4.29781
1.280e-05,-0.299218,0.0355188,-1.36313,4.29719
1.440e-05,-0.258593,0.0354281,-1.36156,4.3
1.600e-05,-0.257031,0.0350156,-1.3593,4.3
1.760e-05,-0.264062,0.0348063,-1.35523,4.30016
1.920e-05,-0.298437,0.0347875,-1.35,4.30016
2.080e-05,-0.253906,0.0347906,-1.34992,4.30016
2.240e-05,-0.260937,0.0347594,-1.34992,4.30437
2.400e-05,-0.26875,0.0342594,-1.35,4.31109
2.560e-05,-0.299218,0.0341125,-1.34992,4.31422
2.720e-05,-0.253906,0.03405,-1.35,4.31891
2.880e-05,-0.25625,0.034,-1.34922,4.34
3.040e-05,-0.248437,0.0340031,-1.34727,4.32922
3.200e-05,-0.259375,0.0340219,-1.34281,4.33391
3.360e-05,-0.257031,0.0340125,-1.34031,4.33812
3.520e-05,-0.260937,0.0338375,-1.33609,4.34
3.680e-05,-0.259375,0.0338281,-1.33,4.34
3.840e-05,-0.255468,0.0338438,-1.32992,4.34
4.000e-05,-0.3,0.0337469,-1.32992,4.34
