Model,TBS2074B
Firmware Version,v1.31.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,1.6e-06,,,
Filter Frequency,2e+08,,,
Record Length,2000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,5,0.02,0.5,1
Label,,,,
TIME,CH1,CH2,CH3,CH4
-8.480e-05,-0.25,0.0412813,-1.47,0.0587499
-8.320e-05,-0.257031,0.0412094,-1.47,0.0590624
-8.160e-05,-0.267187,0.0412,-1.46664,0.0599999
-8.000e-05,-0.271875,0.0408875,-1.46375,0.0599999
-7.840e-05,-0.269531,0.0405469,-1.46164,0.0599999
-7.680e-05,-0.299218,0.0404031,-1.45859,0.0598437
-7.520e-05,-0.260937,0.0403938,-1.45633,0.0599999
-7.360e-05,-0.279687,0.0400563,-1.45,0.0599999
-7.200e-05,-0.261718,0.0397094,-1.45,0.0599999
-7.040e-05,-0.272656,0.0396313,-1.45,0.0599999
-6.880e-05,-0.252343,0.0396188,-1.45,0.0599999
-6.720e-05,-0.267968,0.0393625,-1.44992,0.0599999
-6.560e-05,-0.269531,0.0388156,-1.44992,0.0601562
-6.400e-05,-0.259375,0.0388063,-1.44992,0.0599999
-6.240e-05,-0.276562,0.0387781,-1.44633,0.0584374
-6.080e-05,-0.260937,0.0383438,-1.44273,0.0599999
-5.920e-05,-0.253906,0.0380031,-1.44102,0.0599999
-5.760e-05,-0.264843,0.038,-1.43906,0.0596874
-5.600e-05,-0.266406,0.0379906,-1.43625,0.0599999
-5.440e-05,-0.265625,0.0374906,-1.42992,0.0599999
-5.280e-05,-0.282031,0.0372688,-1.43,0.0599999
-5.120e-05,-0.299218,0.0371906,-1.43,0.0598437
-4.960e-05,-0.278125,0.037075,-1.43,0.0599999
-4.800e-05,-0.278125,0.0366938,-1.43,0.0601562
-4.640e-05,-0.285937,0.0364219,-1.42992,0.0599999
-4.480e-05,-0.275,0.0364063,-1.42992,0.0599999
-4.320e-05,-0.271093,0.0362688,-1.4275,0.0599999
-4.160e-05,-0.271875,0.0359531,-1.42422,0.0599999
-4.000e-05,-0.275,0.0356906,-1.42078,0.0599999
-3.840e-05,-0.283593,0.0356063,-1.41602,0.0599999
-3.680e-05,-0.267187,0.0355844,-1.41031,0.0599999
-3.520e-05,-0.271875,0.0349906,-1.41,0.0601562
-3.360e-05,-0.273437,0.0348469,-1.40992,0.0393749
-3.200e-05,-0.264062,0.034825,-1.40992,0.0599999
-3.040e-05,-0.266406,0.0347719,-1.41,0.0601562
-2.880e-05,-0.285156,0.0341469,-1.40992,0.0601562
-2.720e-05,-0.276562,0.0340969,-1.40992,0.0599999
-2.560e-05,-0.280468,0.0340125,-1.40711,0.0593749
-2.400e-05,-0.272656,0.0340094,-1.40508,0.0599999
-2.240e-05,-0.267968,0.0333438,-1.40055,0.0601562
-2.080e-05,-0.26875,0.0332219,-1.39594,0.0599999
-1.920e-05,-0.273437,0.0332094,-1.39,0.0599999
-1.760e-05,-0.277343,0.0331344,-1.39,0.0599999
-1.600e-05,-0.261718,0.0324938,-1.39,0.0598437
-1.440e-05,-0.257031,0.0324344,-1.39,0.0599999
-1.280e-05,-0.28125,0.0323938,-1.39,0.0599999
-1.120e-05,-0.276562,0.0323938,-1.38992,0.0599999
