Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
-7.024400e-06,0.0007
-7.024200e-06,0.0009
-7.024000e-06,0.0003
-7.023800e-06,-0.0001
-7.023600e-06,-0.0001
-7.023400e-06,0.0003
-7.023200e-06,0.0005
-7.023000e-06,0.0011
-7.022800e-06,0.0009
-7.022600e-06,0.0005
-7.022400e-06,-0.0001
-7.022200e-06,-0.0003
-7.022000e-06,-0.0001
-7.021800e-06,0.0009
-7.021600e-06,0.0017
-7.021400e-06,0.0009
-7.021200e-06,0.0001
-7.021000e-06,-0.0003
-7.020800e-06,0.0001
-7.020600e-06,0.0011
-7.020400e-06,0.0011
-7.020200e-06,0.0007
-7.020000e-06,-0.0007
-7.019800e-06,-0.0003
-7.019600e-06,0.0005
-7.019400e-06,0.0013
-7.019200e-06,0.0019
-7.019000e-06,0.0005
-7.018800e-06,-0.0009
-7.018600e-06,-0.0005
-7.018400e-06,0.0003
-7.018200e-06,0.0015
-7.018000e-06,0.0015
-7.017800e-06,-0.0001
-7.017600e-06,-0.0009
-7.017400e-06,-0.0005
-7.017200e-06,0.0009
-7.017000e-06,0.0013
-7.016800e-06,0.0011
-7.016600e-06,0.0003
-7.016400e-06,-0.0005
-7.016200e-06,-0.0001
-7.016000e-06,0.0007
-7.015800e-06,0.0011
-7.015600e-06,0.0013
-7.015400e-06,0.0013
-7.015200e-06,0.0001
-7.015000e-06,-0.0009
-7.014800e-06,-0.0001
-7.014600e-06,0.0005
-7.014400e-06,0.0013
-7.014200e-06,0.0023
-7.014000e-06,0.0011
-7.013800e-06,-0.0003
-7.013600e-06,-0.0007
-7.013400e-06,-0.0001
-7.013200e-06,0.0009
-7.013000e-06,0.0019
-7.012800e-06,0.0017
-7.012600e-06,-0.0003
-7.012400e-06,-0.0019
-7.012200e-06,-0.0003
-7.012000e-06,0.0019
-7.011800e-06,0.0027
-7.011600e-06,0.0017
-7.011400e-06,-0.0001
-7.011200e-06,-0.0015
-7.011000e-06,-0.0005
-7.010800e-06,0.0017
-7.010600e-06,0.0027
-7.010400e-06,0.0009
-7.010200e-06,-0.0009
-7.010000e-06,-0.0017
-7.009800e-06,-0.0003
-7.009600e-06,0.0015
-7.009400e-06,0.0023
-7.009200e-06,0.0017
-7.009000e-06,-0.0001
-7.008800e-06,-0.0013
-7.008600e-06,-0.0005
-7.008400e-06,0.0007
-7.008200e-06,0.0017
-7.008000e-06,0.0017
-7.007800e-06,0.0017
-7.007600e-06,0.0001
-7.007400e-06,-0.0011
-7.007200e-06,-0.0009
-7.007000e-06,0.0011
-7.006800e-06,0.0025
-7.006600e-06,0.0021
-7.006400e-06,0.0005
-7.006200e-06,-0.0009
-7.006000e-06,-0.0011
-7.005800e-06,0.0001
-7.005600e-06,0.0021
-7.005400e-06,0.0027
-7.005200e-06,0.0011
-7.005000e-06,-0.0019
-7.004800e-06,-0.0023
-7.004600e-06,-0.0001
-7.004400e-06,0.0029
-7.004200e-06,0.0035
-7.004000e-06,0.0009
-7.003800e-06,-0.0013
-7.003600e-06,-0.0021
-7.003400e-06,0.0001
-7.003200e-06,0.0021
-7.003000e-06,0.0031
-7.002800e-06,0.0013
-7.002600e-06,-0.0007
-7.002400e-06,-0.0017
-7.002200e-06,-0.0001
-7.002000e-06,0.0017
-7.001800e-06,0.0023
-7.001600e-06,0.0017
-7.001400e-06,0.0001
-7.001200e-06,-0.0011
-7.001000e-06,-0.0007
-7.000800e-06,0.0001
-7.000600e-06,0.0015
-7.000400e-06,0.0019
-7.000200e-06,0.0015
-7.000000e-06,-0.0003
-6.999800e-06,-0.0015
-6.999600e-06,-0.0011
-6.999400e-06,0.0011
-6.999200e-06,0.0025
-6.999000e-06,0.0023
-6.998800e-06,-0.0001
-6.998600e-06,-0.0023
-6.998400e-06,-0.0017
-6.998200e-06,0.0011
-6.998000e-06,0.0027
-6.997800e-06,0.0023
-6.997600e-06,-0.0003
-6.997400e-06,-0.0021
-6.997200e-06,-0.0015
-6.997000e-06,0.0009
-6.996800e-06,0.0027
-6.996600e-06,0.0025
-6.996400e-06,0.0001
-6.996200e-06,-0.0013
-6.996000e-06,-0.0009
-6.995800e-06,0.0005
-6.995600e-06,0.0017
-6.995400e-06,0.0015
-6.995200e-06,0.0005
-6.995000e-06,-0.0005
-6.994800e-06,-0.0005
-6.994600e-06,0.0003
-6.994400e-06,0.0017
-6.994200e-06,0.0013
-6.994000e-06,0.0009
-6.993800e-06,0.0001
-6.993600e-06,-0.0003
-6.993400e-06,-0.0005
-6.993200e-06,-0.0001
-6.993000e-06,0.0015
-6.992800e-06,0.0019
-6.992600e-06,0.0009
-6.992400e-06,-0.0005
-6.992200e-06,-0.0015
-6.992000e-06,-0.0007
-6.991800e-06,0.0015
-6.991600e-06,0.0023
-6.991400e-06,0.0015
-6.991200e-06,-0.0005
-6.991000e-06,-0.0015
-6.990800e-06,-0.0001
-6.990600e-06,0.0021
-6.990400e-06,0.0029
-6.990200e-06,0.0013
-6.990000e-06,-0.0009
-6.989800e-06,-0.0021
-6.989600e-06,-0.0001
-6.989400e-06,0.0021
-6.989200e-06,0.0027
-6.989000e-06,0.0009
-6.988800e-06,-0.0007
-6.988600e-06,-0.0003
-6.988400e-06,0.0005
-6.988200e-06,0.0013
-6.988000e-06,0.0005
-6.987800e-06,0.0007
-6.987600e-06,0.0001
-6.987400e-06,0.0001
-6.987200e-06,0.0001
-6.987000e-06,0.0003
-6.986800e-06,0.0011
-6.986600e-06,0.0011
-6.986400e-06,0.0011
-6.986200e-06,0.0003
-6.986000e-06,-0.0003
-6.985800e-06,-0.0001
-6.985600e-06,0.0003
-6.985400e-06,0.0011
-6.985200e-06,0.0019
-6.985000e-06,0.0001
-6.984800e-06,-0.0005
-6.984600e-06,-0.0001
-6.984400e-06,0.0007
-6.984200e-06,0.0015
-6.984000e-06,0.0011
-6.983800e-06,0.0001
-6.983600e-06,-0.0011
-6.983400e-06,-0.0007
-6.983200e-06,0.0011
-6.983000e-06,0.0025
-6.982800e-06,0.0011
-6.982600e-06,-0.0003
-6.982400e-06,-0.0011
-6.982200e-06,-0.0001
-6.982000e-06,0.0017
-6.981800e-06,0.0021
-6.981600e-06,0.0011
-6.981400e-06,-0.0005
-6.981200e-06,-0.0009
-6.981000e-06,0.0005
-6.980800e-06,0.0017
-6.980600e-06,0.0013
-6.980400e-06,0.0007
-6.980200e-06,-0.0003
-6.980000e-06,-0.0003
-6.979800e-06,0.0007
-6.979600e-06,0.0003
-6.979400e-06,0.0007
-6.979200e-06,0.0007
-6.979000e-06,0.0005
-6.978800e-06,0.0005
-6.978600e-06,0.0001
-6.978400e-06,-0.0003
-6.978200e-06,0.0003
-6.978000e-06,0.0011
-6.977800e-06,0.0017
-6.977600e-06,0.0011
-6.977400e-06,-0.0005
-6.977200e-06,-0.0009
-6.977000e-06,0.0005
-6.976800e-06,0.0019
-6.976600e-06,0.0021
-6.976400e-06,0.0011
-6.976200e-06,-0.0005
-6.976000e-06,-0.0007
-6.975800e-06,0.0007
-6.975600e-06,0.0017
-6.975400e-06,0.0017
-6.975200e-06,0.0005
-6.975000e-06,-0.0005
-6.974800e-06,-0.0005
-6.974600e-06,0.0009
-6.974400e-06,0.0017
-6.974200e-06,0.0013
-6.974000e-06,-0.0001
-6.973800e-06,-0.0003
-6.973600e-06,0.0001
-6.973400e-06,0.0011
-6.973200e-06,0.0013
-6.973000e-06,0.0011
-6.972800e-06,0.0001
-6.972600e-06,0.0005
-6.972400e-06,0.0009
-6.972200e-06,0.0007
-6.972000e-06,0.0001
-6.971800e-06,0.0001
-6.971600e-06,0.0009
-6.971400e-06,0.0015
-6.971200e-06,0.0003
-6.971000e-06,-0.0005
-6.970800e-06,-0.0009
-6.970600e-06,0.0003
-6.970400e-06,0.0011
-6.970200e-06,0.0013
-6.970000e-06,0.0005
-6.969800e-06,-0.0007
-6.969600e-06,-0.0003
-6.969400e-06,0.0007
-6.969200e-06,0.0015
-6.969000e-06,0.0009
-6.968800e-06,-0.0005
-6.968600e-06,-0.0009
-6.968400e-06,0.0003
-6.968200e-06,0.0017
-6.968000e-06,0.0013
-6.967800e-06,0.0007
-6.967600e-06,-0.0001
-6.967400e-06,-0.0001
-6.967200e-06,0.0007
-6.967000e-06,0.0011
-6.966800e-06,0.0009
-6.966600e-06,0.0003
-6.966400e-06,0.0001
-6.966200e-06,0.0007
-6.966000e-06,0.0011
-6.965800e-06,0.0007
-6.965600e-06,-0.0001
-6.965400e-06,0.0003
-6.965200e-06,0.0011
-6.965000e-06,0.0011
-6.964800e-06,0.0005
-6.964600e-06,0.0001
-6.964400e-06,0.0001
-6.964200e-06,0.0007
-6.964000e-06,0.0007
-6.963800e-06,0.0009
-6.963600e-06,0.0003
-6.963400e-06,-0.0005
-6.963200e-06,0.0001
-6.963000e-06,0.0009
-6.962800e-06,0.0013
-6.962600e-06,0.0009
-6.962400e-06,0.0005
-6.962200e-06,0.0001
-6.962000e-06,0.0005
-6.961800e-06,0.0017
-6.961600e-06,0.0013
-6.961400e-06,0.0001
-6.961200e-06,-0.0007
-6.961000e-06,0.0001
-6.960800e-06,0.0011
-6.960600e-06,0.0009
-6.960400e-06,0.0005
-6.960200e-06,0.0005
-6.960000e-06,0.0007
-6.959800e-06,0.0007
-6.959600e-06,0.0007
-6.959400e-06,0.0005
-6.959200e-06,0.0005
-6.959000e-06,0.0009
-6.958800e-06,0.0007
-6.958600e-06,0.0007
-6.958400e-06,0.0003
-6.958200e-06,-0.0001
-6.958000e-06,-0.0001
-6.957800e-06,0.0009
-6.957600e-06,0.0009
-6.957400e-06,0.0007
-6.957200e-06,-0.0001
-6.957000e-06,-0.0001
-6.956800e-06,0.0007
-6.956600e-06,0.0013
-6.956400e-06,0.0009
-6.956200e-06,-0.0001
-6.956000e-06,-0.0003
-6.955800e-06,-0.0003
-6.955600e-06,0.0005
-6.955400e-06,0.0015
-6.955200e-06,0.0011
-6.955000e-06,0.0001
-6.954800e-06,-0.0003
-6.954600e-06,0.0005
-6.954400e-06,0.0011
-6.954200e-06,0.0005
-6.954000e-06,0.0001
-6.953800e-06,0.0001
-6.953600e-06,0.0003
-6.953400e-06,0.0005
-6.953200e-06,0.0005
-6.953000e-06,0.0001
-6.952800e-06,-0.0001
-6.952600e-06,0.0003
-6.952400e-06,0.0009
-6.952200e-06,0.0011
-6.952000e-06,0.0005
-6.951800e-06,0.0001
-6.951600e-06,-0.0001
-6.951400e-06,0.0009
-6.951200e-06,0.0013
-6.951000e-06,0.0007
-6.950800e-06,-0.0001
-6.950600e-06,-0.0001
-6.950400e-06,0.0005
-6.950200e-06,0.0015
-6.950000e-06,0.0007
-6.949800e-06,0.0005
-6.949600e-06,-0.0001
-6.949400e-06,-0.0001
-6.949200e-06,0.0003
-6.949000e-06,0.0011
-6.948800e-06,0.0007
-6.948600e-06,0.0007
-6.948400e-06,0.0005
-6.948200e-06,0.0001
-6.948000e-06,0.0005
-6.947800e-06,0.0007
-6.947600e-06,0.0003
-6.947400e-06,0.0009
-6.947200e-06,0.0007
-6.947000e-06,0.0005
-6.946800e-06,0.0005
-6.946600e-06,0.0003
-6.946400e-06,0.0005
-6.946200e-06,0.0009
-6.946000e-06,0.0011
-6.945800e-06,0.0009
-6.945600e-06,-0.0003
-6.945400e-06,-0.0005
-6.945200e-06,0.0005
-6.945000e-06,0.0015
-6.944800e-06,0.0015
-6.944600e-06,0.0007
-6.944400e-06,0.0005
-6.944200e-06,0.0003
-6.944000e-06,0.0005
-6.943800e-06,0.0005
-6.943600e-06,0.0005
-6.943400e-06,0.0003
-6.943200e-06,0.0003
-6.943000e-06,0.0003
-6.942800e-06,0.0001
-6.942600e-06,0.0003
-6.942400e-06,0.0007
-6.942200e-06,0.0013
-6.942000e-06,0.0007
-6.941800e-06,0.0001
-6.941600e-06,0.0001
-6.941400e-06,0.0007
-6.941200e-06,0.0005
-6.941000e-06,0.0013
-6.940800e-06,0.0013
-6.940600e-06,0.0005
-6.940400e-06,-0.0003
-6.940200e-06,-0.0005
-6.940000e-06,0.0001
-6.939800e-06,0.0007
-6.939600e-06,0.0009
-6.939400e-06,0.0005
-6.939200e-06,-0.0001
-6.939000e-06,-0.0003
-6.938800e-06,-0.0001
-6.938600e-06,0.0007
-6.938400e-06,0.0011
-6.938200e-06,0.0011
-6.938000e-06,0.0003
-6.937800e-06,-0.0005
-6.937600e-06,-0.0001
-6.937400e-06,0.0009
-6.937200e-06,0.0011
-6.937000e-06,0.0015
-6.936800e-06,0.0009
-6.936600e-06,0.0001
-6.936400e-06,-0.0005
-6.936200e-06,0.0003
-6.936000e-06,0.0011
-6.935800e-06,0.0017
-6.935600e-06,0.0017
-6.935400e-06,0.0007
-6.935200e-06,-0.0005
-6.935000e-06,-0.0003
-6.934800e-06,0.0007
-6.934600e-06,0.0013
-6.934400e-06,0.0013
-6.934200e-06,0.0003
-6.934000e-06,-0.0005
-6.933800e-06,-0.0005
-6.933600e-06,0.0001
-6.933400e-06,0.0011
-6.933200e-06,0.0011
-6.933000e-06,0.0005
-6.932800e-06,-0.0003
-6.932600e-06,-0.0003
-6.932400e-06,-0.0001
-6.932200e-06,0.0003
-6.932000e-06,0.0009
-6.931800e-06,0.0015
-6.931600e-06,0.0005
-6.931400e-06,-0.0001
-6.931200e-06,-0.0005
-6.931000e-06,0.0007
-6.930800e-06,0.0013
-6.930600e-06,0.0015
-6.930400e-06,0.0009
-6.930200e-06,-0.0007
-6.930000e-06,-0.0005
-6.929800e-06,-0.0001
-6.929600e-06,0.0011
-6.929400e-06,0.0023
-6.929200e-06,0.0013
-6.929000e-06,0.0001
-6.928800e-06,-0.0007
-6.928600e-06,-0.0005
-6.928400e-06,0.0003
-6.928200e-06,0.0011
-6.928000e-06,0.0011
-6.927800e-06,0.0011
-6.927600e-06,-0.0005
-6.927400e-06,-0.0009
-6.927200e-06,0.0001
-6.927000e-06,0.0009
-6.926800e-06,0.0013
-6.926600e-06,0.0013
-6.926400e-06,0.0001
-6.926200e-06,-0.0005
-6.926000e-06,-0.0005
-6.925800e-06,0.0009
-6.925600e-06,0.0021
-6.925400e-06,0.0017
-6.925200e-06,0.0005
-6.925000e-06,-0.0007
-6.924800e-06,-0.0011
-6.924600e-06,0.0003
-6.924400e-06,0.0015
-6.924200e-06,0.0015
-6.924000e-06,0.0005
-6.923800e-06,-0.0003
-6.923600e-06,-0.0013
-6.923400e-06,-0.0005
-6.923200e-06,0.0011
-6.923000e-06,0.0023
-6.922800e-06,0.0015
-6.922600e-06,-0.0001
-6.922400e-06,-0.0011
-6.922200e-06,-0.0003
-6.922000e-06,0.0005
-6.921800e-06,0.0017
-6.921600e-06,0.0017
-6.921400e-06,0.0009
-6.921200e-06,0.0001
-6.921000e-06,-0.0005
-6.920800e-06,0.0001
-6.920600e-06,0.0013
-6.920400e-06,0.0017
-6.920200e-06,0.0015
-6.920000e-06,0.0003
-6.919800e-06,-0.0007
-6.919600e-06,-0.0009
-6.919400e-06,0.0003
-6.919200e-06,0.0015
-6.919000e-06,0.0023
-6.918800e-06,0.0009
-6.918600e-06,-0.0003
-6.918400e-06,-0.0011
-6.918200e-06,-0.0003
-6.918000e-06,0.0015
-6.917800e-06,0.0027
-6.917600e-06,0.0015
-6.917400e-06,-0.0003
-6.917200e-06,-0.0013
-6.917000e-06,-0.0007
-6.916800e-06,0.0011
-6.916600e-06,0.0021
-6.916400e-06,0.0019
-6.916200e-06,0.0005
-6.916000e-06,-0.0007
-6.915800e-06,-0.0003
-6.915600e-06,0.0005
-6.915400e-06,0.0019
-6.915200e-06,0.0021
-6.915000e-06,0.0007
-6.914800e-06,-0.0005
-6.914600e-06,-0.0007
-6.914400e-06,-0.0003
-6.914200e-06,0.0011
-6.914000e-06,0.0019
-6.913800e-06,0.0017
-6.913600e-06,0.0001
-6.913400e-06,-0.0011
-6.913200e-06,-0.0013
-6.913000e-06,0.0001
-6.912800e-06,0.0013
-6.912600e-06,0.0027
-6.912400e-06,0.0019
-6.912200e-06,-0.0005
-6.912000e-06,-0.0013
-6.911800e-06,-0.0003
-6.911600e-06,0.0015
-6.911400e-06,0.0029
-6.911200e-06,0.0019
-6.911000e-06,0.0001
-6.910800e-06,-0.0009
-6.910600e-06,-0.0005
-6.910400e-06,0.0007
-6.910200e-06,0.0021
-6.910000e-06,0.0021
-6.909800e-06,0.0011
-6.909600e-06,-0.0001
-6.909400e-06,-0.0009
-6.909200e-06,0.0001
-6.909000e-06,0.0013
-6.908800e-06,0.0023
-6.908600e-06,0.0021
-6.908400e-06,0.0005
-6.908200e-06,-0.0011
-6.908000e-06,-0.0009
-6.907800e-06,0.0005
-6.907600e-06,0.0017
-6.907400e-06,0.0019
-6.907200e-06,0.0009
-6.907000e-06,-0.0005
-6.906800e-06,-0.0013
-6.906600e-06,-0.0001
-6.906400e-06,0.0015
-6.906200e-06,0.0025
-6.906000e-06,0.0019
-6.905800e-06,0.0001
-6.905600e-06,-0.0013
-6.905400e-06,-0.0009
-6.905200e-06,0.0011
-6.905000e-06,0.0023
-6.904800e-06,0.0023
-6.904600e-06,0.0003
-6.904400e-06,-0.0011
-6.904200e-06,-0.0011
-6.904000e-06,0.0003
-6.903800e-06,0.0015
-6.903600e-06,0.0017
-6.903400e-06,0.0007
-6.903200e-06,-0.0005
-6.903000e-06,-0.0015
-6.902800e-06,-0.0015
-6.902600e-06,0.0007
-6.902400e-06,0.0023
-6.902200e-06,0.0017
-6.902000e-06,-0.0001
-6.901800e-06,-0.0013
-6.901600e-06,-0.0015
-6.901400e-06,0.0003
-6.901200e-06,0.0021
-6.901000e-06,0.0025
-6.900800e-06,0.0011
-6.900600e-06,-0.0009
-6.900400e-06,-0.0019
-6.900200e-06,-0.0009
-6.900000e-06,0.0019
-6.899800e-06,0.0033
-6.899600e-06,0.0023
-6.899400e-06,-0.0003
-6.899200e-06,-0.0021
-6.899000e-06,-0.0015
-6.898800e-06,0.0011
-6.898600e-06,0.0025
-6.898400e-06,0.0021
-6.898200e-06,0.0005
-6.898000e-06,-0.0017
-6.897800e-06,-0.0021
-6.897600e-06,-0.0003
-6.897400e-06,0.0017
-6.897200e-06,0.0023
-6.897000e-06,0.0021
-6.896800e-06,-0.0001
-6.896600e-06,-0.0017
-6.896400e-06,-0.0013
-6.896200e-06,0.0005
-6.896000e-06,0.0025
-6.895800e-06,0.0027
-6.895600e-06,0.0005
-6.895400e-06,-0.0015
-6.895200e-06,-0.0019
-6.895000e-06,-0.0001
-6.894800e-06,0.0021
-6.894600e-06,0.0027
-6.894400e-06,0.0015
-6.894200e-06,-0.0011
-6.894000e-06,-0.0023
-6.893800e-06,-0.0009
-6.893600e-06,0.0015
-6.893400e-06,0.0033
-6.893200e-06,0.0019
-6.893000e-06,-0.0005
-6.892800e-06,-0.0023
-6.892600e-06,-0.0017
-6.892400e-06,0.0009
-6.892200e-06,0.0029
-6.892000e-06,0.0023
-6.891800e-06,0.0005
-6.891600e-06,-0.0019
-6.891400e-06,-0.0017
-6.891200e-06,-0.0001
-6.891000e-06,0.0019
-6.890800e-06,0.0029
-6.890600e-06,0.0019
-6.890400e-06,-0.0007
-6.890200e-06,-0.0013
-6.890000e-06,-0.0005
-6.889800e-06,0.0009
-6.889600e-06,0.0023
-6.889400e-06,0.0027
-6.889200e-06,0.0007
-6.889000e-06,-0.0011
-6.888800e-06,-0.0021
-6.888600e-06,-0.0009
-6.888400e-06,0.0019
-6.888200e-06,0.0031
-6.888000e-06,0.0015
-6.887800e-06,-0.0009
-6.887600e-06,-0.0019
-6.887400e-06,-0.0007
-6.887200e-06,0.0017
-6.887000e-06,0.0027
-6.886800e-06,0.0021
-6.886600e-06,0.0001
-6.886400e-06,-0.0015
-6.886200e-06,-0.0013
-6.886000e-06,0.0007
-6.885800e-06,0.0025
-6.885600e-06,0.0025
-6.885400e-06,0.0011
-6.885200e-06,-0.0007
-6.885000e-06,-0.0011
-6.884800e-06,-0.0007
-6.884600e-06,0.0007
-6.884400e-06,0.0027
-6.884200e-06,0.0023
-6.884000e-06,0.0007
-6.883800e-06,-0.0013
-6.883600e-06,-0.0017
-6.883400e-06,-0.0001
-6.883200e-06,0.0019
-6.883000e-06,0.0025
-6.882800e-06,0.0009
-6.882600e-06,-0.0009
-6.882400e-06,-0.0017
-6.882200e-06,-0.0007
-6.882000e-06,0.0011
-6.881800e-06,0.0029
-6.881600e-06,0.0015
-6.881400e-06,-0.0005
-6.881200e-06,-0.0019
-6.881000e-06,-0.0009
-6.880800e-06,0.0009
-6.880600e-06,0.0021
-6.880400e-06,0.0013
-6.880200e-06,0.0003
-6.880000e-06,-0.0007
-6.879800e-06,-0.0011
-6.879600e-06,0.0003
-6.879400e-06,0.0017
-6.879200e-06,0.0019
-6.879000e-06,0.0009
-6.878800e-06,-0.0001
-6.878600e-06,-0.0009
-6.878400e-06,-0.0003
-6.878200e-06,0.0007
-6.878000e-06,0.0019
-6.877800e-06,0.0019
-6.877600e-06,0.0005
-6.877400e-06,-0.0009
-6.877200e-06,-0.0011
-6.877000e-06,-0.0003
-6.876800e-06,0.0011
-6.876600e-06,0.0019
-6.876400e-06,0.0013
-6.876200e-06,0.0001
-6.876000e-06,-0.0011
-6.875800e-06,-0.0007
-6.875600e-06,0.0009
-6.875400e-06,0.0019
-6.875200e-06,0.0019
-6.875000e-06,0.0005
-6.874800e-06,-0.0007
-6.874600e-06,-0.0011
-6.874400e-06,0.0001
-6.874200e-06,0.0015
-6.874000e-06,0.0015
-6.873800e-06,0.0007
-6.873600e-06,-0.0005
-6.873400e-06,-0.0011
-6.873200e-06,-0.0009
-6.873000e-06,0.0003
-6.872800e-06,0.0017
-6.872600e-06,0.0017
-6.872400e-06,0.0001
-6.872200e-06,-0.0013
-6.872000e-06,-0.0011
-6.871800e-06,0.0003
-6.871600e-06,0.0015
-6.871400e-06,0.0021
-6.871200e-06,0.0009
-6.871000e-06,-0.0005
-6.870800e-06,-0.0007
-6.870600e-06,-0.0001
-6.870400e-06,0.0011
-6.870200e-06,0.0017
-6.870000e-06,0.0013
-6.869800e-06,0.0001
-6.869600e-06,-0.0007
-6.869400e-06,-0.0005
-6.869200e-06,0.0005
-6.869000e-06,0.0021
-6.868800e-06,0.0017
-6.868600e-06,0.0015
-6.868400e-06,0.0001
-6.868200e-06,-0.0005
-6.868000e-06,0.0003
-6.867800e-06,0.0015
-6.867600e-06,0.0019
-6.867400e-06,0.0017
-6.867200e-06,0.0005
-6.867000e-06,-0.0003
-6.866800e-06,-0.0005
-6.866600e-06,0.0011
-6.866400e-06,0.0019
-6.866200e-06,0.0013
-6.866000e-06,0.0003
-6.865800e-06,-0.0001
-6.865600e-06,-0.0003
-6.865400e-06,0.0003
-6.865200e-06,0.0011
-6.865000e-06,0.0017
-6.864800e-06,0.0009
-6.864600e-06,0.0001
-6.864400e-06,-0.0005
-6.864200e-06,0.0001
-6.864000e-06,0.0005
-6.863800e-06,0.0013
-6.863600e-06,0.0009
-6.863400e-06,0.0005
-6.863200e-06,-0.0005
-6.863000e-06,0.0001
-6.862800e-06,0.0001
-6.862600e-06,0.0009
-6.862400e-06,0.0003
-6.862200e-06,0.0007
-6.862000e-06,-0.0001
-6.861800e-06,-0.0003
-6.861600e-06,-0.0003
-6.861400e-06,0.0007
-6.861200e-06,0.0007
-6.861000e-06,0.0009
-6.860800e-06,0.0007
-6.860600e-06,0.0005
-6.860400e-06,-0.0001
-6.860200e-06,0.0005
-6.860000e-06,0.0011
-6.859800e-06,0.0011
-6.859600e-06,0.0001
-6.859400e-06,-0.0005
-6.859200e-06,-0.0003
-6.859000e-06,0.0005
-6.858800e-06,0.0005
-6.858600e-06,0.0005
-6.858400e-06,0.0001
-6.858200e-06,0.0003
-6.858000e-06,0.0007
-6.857800e-06,0.0007
-6.857600e-06,0.0001
-6.857400e-06,0.0001
-6.857200e-06,-0.0001
-6.857000e-06,0.0005
-6.856800e-06,0.0009
-6.856600e-06,0.0011
-6.856400e-06,-0.0003
-6.856200e-06,-0.0001
-6.856000e-06,-0.0001
-6.855800e-06,0.0011
-6.855600e-06,0.0011
-6.855400e-06,0.0013
-6.855200e-06,0.0001
-6.855000e-06,-0.0003
-6.854800e-06,-0.0001
-6.854600e-06,0.0011
-6.854400e-06,0.0013
-6.854200e-06,0.0013
-6.854000e-06,0.0005
-6.853800e-06,-0.0001
-6.853600e-06,0.0001
-6.853400e-06,0.0003
-6.853200e-06,0.0005
-6.853000e-06,0.0009
-6.852800e-06,0.0015
-6.852600e-06,0.0009
-6.852400e-06,0.0001
-6.852200e-06,-0.0005
-6.852000e-06,0.0003
-6.851800e-06,0.0009
-6.851600e-06,0.0013
-6.851400e-06,0.0015
-6.851200e-06,0.0001
-6.851000e-06,-0.0007
-6.850800e-06,0.0001
-6.850600e-06,0.0009
-6.850400e-06,0.0019
-6.850200e-06,0.0019
-6.850000e-06,0.0003
-6.849800e-06,-0.0007
-6.849600e-06,-0.0003
-6.849400e-06,0.0007
-6.849200e-06,0.0019
-6.849000e-06,0.0019
-6.848800e-06,0.0005
-6.848600e-06,-0.0011
-6.848400e-06,-0.0007
-6.848200e-06,0.0009
-6.848000e-06,0.0015
-6.847800e-06,0.0009
-6.847600e-06,0.0007
-6.847400e-06,-0.0001
-6.847200e-06,-0.0007
-6.847000e-06,-0.0003
-6.846800e-06,0.0005
-6.846600e-06,0.0011
-6.846400e-06,0.0011
-6.846200e-06,0.0009
-6.846000e-06,0.0001
-6.845800e-06,-0.0011
-6.845600e-06,-0.0005
-6.845400e-06,0.0015
-6.845200e-06,0.0025
-6.845000e-06,0.0017
-6.844800e-06,-0.0005
-6.844600e-06,-0.0015
-6.844400e-06,-0.0007
-6.844200e-06,0.0011
-6.844000e-06,0.0025
-6.843800e-06,0.0015
-6.843600e-06,-0.0001
-6.843400e-06,-0.0015
-6.843200e-06,-0.0011
-6.843000e-06,0.0007
-6.842800e-06,0.0025
-6.842600e-06,0.0021
-6.842400e-06,0.0003
-6.842200e-06,-0.0013
-6.842000e-06,-0.0013
-6.841800e-06,0.0003
-6.841600e-06,0.0011
-6.841400e-06,0.0017
-6.841200e-06,0.0009
-6.841000e-06,0.0005
-6.840800e-06,-0.0007
-6.840600e-06,-0.0005
-6.840400e-06,0.0001
-6.840200e-06,0.0017
-6.840000e-06,0.0023
-6.839800e-06,0.0015
-6.839600e-06,-0.0001
-6.839400e-06,-0.0005
-6.839200e-06,-0.0003
-6.839000e-06,0.0015
-6.838800e-06,0.0023
-6.838600e-06,0.0023
-6.838400e-06,-0.0003
-6.838200e-06,-0.0015
-6.838000e-06,-0.0009
-6.837800e-06,0.0015
-6.837600e-06,0.0025
-6.837400e-06,0.0023
-6.837200e-06,0.0005
-6.837000e-06,-0.0011
-6.836800e-06,-0.0009
-6.836600e-06,0.0007
-6.836400e-06,0.0019
-6.836200e-06,0.0021
-6.836000e-06,0.0009
-6.835800e-06,0.0001
-6.835600e-06,-0.0007
-6.835400e-06,0.0003
-6.835200e-06,0.0011
-6.835000e-06,0.0023
-6.834800e-06,0.0017
-6.834600e-06,0.0003
-6.834400e-06,-0.0013
-6.834200e-06,-0.0017
-6.834000e-06,0.0005
-6.833800e-06,0.0017
-6.833600e-06,0.0021
-6.833400e-06,0.0015
-6.833200e-06,-0.0003
-6.833000e-06,-0.0011
-6.832800e-06,-0.0003
-6.832600e-06,0.0011
-6.832400e-06,0.0025
-6.832200e-06,0.0021
-6.832000e-06,0.0003
