Model,TBS2074B
Firmware Version,v1.31.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,0.02
Label,,
TIME,CH1,CH2
-6.640e-04,-0.299218,0.0899375
-6.624e-04,-0.299218,0.0900312
-6.608e-04,-0.299218,0.0899031
-6.592e-04,-0.299218,0.0899187
-6.576e-04,-0.299218,0.0899344
-6.560e-04,-0.299218,0.0897719
-6.544e-04,-0.299218,0.0898437
-6.528e-04,-0.299218,0.0898
-6.512e-04,-0.299218,0.0898219
-6.496e-04,-0.299218,0.0898375
-6.480e-04,-0.299218,0.0897875
-6.464e-04,-0.299218,0.0897344
-6.448e-04,-0.299218,0.0896875
-6.432e-04,-0.299218,0.0897469
-6.416e-04,-0.299218,0.08965
-6.400e-04,-0.299218,0.0897125
-6.384e-04,-0.299218,0.0896875
-6.368e-04,-0.299218,0.0896469
-6.352e-04,-0.299218,0.0896781
-6.336e-04,-0.299218,0.089625
-6.320e-04,-0.299218,0.0896344
-6.304e-04,-0.299218,0.0894969
-6.288e-04,-0.299218,0.0895219
-6.272e-04,-0.299218,0.0895531
-6.256e-04,-0.299218,0.089375
-6.240e-04,-0.299218,0.0894094
-6.224e-04,-0.298437,0.08945
-6.208e-04,-0.299218,0.0893344
-6.192e-04,-0.299218,0.0893531
-6.176e-04,-0.299218,0.0893094
-6.160e-04,-0.3,0.0893844
-6.144e-04,-0.299218,0.0893031
-6.128e-04,-0.299218,0.0892937
-6.112e-04,-0.299218,0.0892906
-6.096e-04,-0.299218,0.089275
-6.080e-04,-0.299218,0.0892344
-6.064e-04,-0.299218,0.0892187
-6.048e-04,-0.299218,0.0892406
-6.032e-04,-0.299218,0.0891969
-6.016e-04,-0.299218,0.08915
-6.000e-04,-0.299218,0.0890937
-5.984e-04,-0.299218,0.0891156
-5.968e-04,-0.299218,0.0890531
-5.952e-04,-0.299218,0.0889875
-5.936e-04,-0.299218,0.0890437
-5.920e-04,-0.299218,0.0889875
-5.904e-04,-0.299218,0.0889844
-5.888e-04,-0.299218,0.0889406
-5.872e-04,-0.299218,0.0889594
-5.856e-04,-0.299218,0.0889375
-5.840e-04,-0.299218,0.0888812
-5.824e-04,-0.299218,0.0889062
-5.808e-04,-0.299218,0.0888625
-5.792e-04,-0.299218,0.0888406
-5.776e-04,-0.299218,0.0888281
-5.760e-04,-0.3,0.0888062
-5.744e-04,-0.299218,0.088825
-5.728e-04,-0.299218,0.0888312
-5.712e-04,-0.299218,0.0887625
-5.696e-04,-0.299218,0.0886906
-5.680e-04,-0.299218,0.0886531
-5.664e-04,-0.299218,0.0886281
-5.648e-04,-0.299218,0.0885625
-5.632e-04,-0.299218,0.0886156
-5.616e-04,-0.299218,0.088575
-5.600e-04,-0.299218,0.0885062
-5.584e-04,-0.299218,0.0885844
-5.568e-04,-0.299218,0.0885125
-5.552e-04,-0.299218,0.0885
-5.536e-04,-0.299218,0.0885156
-5.520e-04,-0.299218,0.0885187
-5.504e-04,-0.299218,0.0884969
-5.488e-04,-0.3,0.088425
-5.472e-04,-0.299218,0.0884062
-5.456e-04,-0.299218,0.0884
-5.440e-04,-0.299218,0.0884219
-5.424e-04,-0.299218,0.088375
-5.408e-04,-0.3,0.0882781
-5.392e-04,-0.299218,0.0882156
-5.376e-04,-0.299218,0.0881812
-5.360e-04,-0.299218,0.0881187
-5.344e-04,-0.299218,0.0882094
-5.328e-04,-0.299218,0.0881187
-5.312e-04,-0.299218,0.0881437
-5.296e-04,-0.299218,0.0881187
-5.280e-04,-0.3,0.0880812
-5.264e-04,-0.299218,0.0880281
-5.248e-04,-0.299218,0.0880187
-5.232e-04,-0.299218,0.0880844
-5.216e-04,-0.299218,0.0881
-5.200e-04,-0.299218,0.0880594
-5.184e-04,-0.299218,0.0880937
-5.168e-04,-0.299218,0.0879906
-5.152e-04,-0.299218,0.0879187
-5.136e-04,-0.299218,0.0878937
-5.120e-04,-0.299218,0.0879094
-5.104e-04,-0.299218,0.087875
-5.088e-04,-0.298437,0.087825
-5.072e-04,-0.299218,0.0877812
-5.056e-04,-0.299218,0.0876906
-5.040e-04,-0.299218,0.0877812
-5.024e-04,-0.299218,0.0877469
-5.008e-04,-0.299218,0.087675
-4.992e-04,-0.299218,0.0876437
-4.976e-04,-0.299218,0.087625
-4.960e-04,-0.299218,0.0876375
-4.944e-04,-0.299218,0.0875781
-4.928e-04,-0.299218,0.0876031
-4.912e-04,-0.299218,0.0874781
-4.896e-04,-0.299218,0.0875281
-4.880e-04,-0.299218,0.0875375
-4.864e-04,-0.299218,0.0873906
-4.848e-04,-0.299218,0.0874312
-4.832e-04,-0.299218,0.0873469
-4.816e-04,-0.299218,0.0873219
-4.800e-04,-0.299218,0.0872781
-4.784e-04,-0.299218,0.0871937
