# Acquisition time: 29/10/2024 12:29:34
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
984	21867	17581	51
1000	22042	17431	53
1016	22605	17750	52
1000	22186	17870	42
1015	22457	17936	48
1016	22401	17767	56
1000	22244	18000	64
1000	22275	17732	45
1016	22361	17720	44
1015	22350	17675	50
1000	21928	17610	46
1000	22241	17661	61
1000	22826	18057	45
1016	22168	18043	57
1016	22336	17990	52
1000	22108	17640	40
1015	22279	17955	43
1000	22052	17808	41
1000	22310	17781	30
1016	22478	18051	41
1015	22302	18043	35
1000	22091	17796	42
1000	22413	17689	38
1000	22222	17994	42
1016	22300	17880	57
1016	22519	18103	51
1000	21852	17780	45
984	22190	17876	48
1016	22196	17900	46
984	21797	17756	49
1016	22232	17865	45
1000	21962	17962	50
984	21833	17632	44
1016	22070	18095	50
1000	22281	18109	50
1015	22233	17600	55
1016	22022	17737	34
1000	22032	17662	43
1016	22493	18144	54
1000	21923	17661	39
1000	21853	18097	47
1015	22383	17867	41
1000	21816	17858	36
1000	22176	18039	42
1016	22402	17976	55
1000	21936	17419	43
984	21846	17336	48
1016	22152	17992	61
1000	22179	17744	43
1000	21695	17767	55
1000	22215	17598	45
1000	21885	17905	44
1000	21928	17937	55
984	22024	17579	43
1016	22518	17891	38
1000	22505	17854	54
1015	22137	17659	46
985	22373	17767	44
1015	22115	17646	59
985	21875	17923	43
