# Acquisition time: 29/10/2024 12:15:21
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	30630	18056	250
1016	30366	17844	189
1000	29767	18245	226
1015	30218	17869	216
1000	29601	18018	224
1000	29787	17582	210
985	29519	17779	241
1015	29811	17907	223
1016	30351	18385	222
1000	30067	17527	214
1000	30245	17948	210
1016	30168	18091	197
984	29867	17692	233
1016	30250	17885	249
1000	30181	17639	255
1031	30891	18379	210
1015	30437	18209	256
1000	29818	17768	247
1000	30276	17980	241
1016	30221	18219	251
1000	30034	17842	216
1031	30676	18111	212
1000	30036	17904	213
1000	30004	17726	238
1016	30267	18260	242
1000	30118	17945	233
1016	30002	18038	218
1000	29690	17921	244
984	29797	17587	236
1016	30239	18204	244
1015	30328	17991	251
1000	30251	17896	234
985	29762	17897	235
1015	30068	18103	228
1000	30240	17669	245
1016	30544	17934	250
1015	30159	18019	243
1000	30055	17742	253
1016	30442	18312	258
1000	29930	17762	247
1000	30044	17901	255
1000	29655	17889	254
1000	30184	18202	237
1016	29899	18058	234
1000	30219	18071	228
984	29578	17628	239
1016	30276	18087	229
1015	30344	17960	227
1000	29957	17818	213
1000	29962	17515	222
1000	29642	17574	224
1000	29316	17618	246
1000	30335	18183	248
1000	30378	17492	217
1016	30612	18334	248
1016	30371	18111	264
1000	29642	17617	248
984	29940	17495	231
1016	30687	18090	252
1015	30558	18026	256
