# Acquisition time: 29/10/2024 12:26:16
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
985	25325	27215	137
1015	25682	28092	136
1032	26026	27905	113
1000	25334	27767	125
1000	25598	27304	148
1000	25384	27873	120
1000	25270	27823	146
1000	25366	27549	131
1000	25198	28164	142
1031	26189	28143	136
984	25479	27365	152
1016	25752	28032	144
1000	26051	27408	142
1000	25418	27235	141
1000	25516	27741	130
1015	25664	27480	139
985	25182	27356	133
1015	25491	27549	116
1000	25397	27370	146
1016	25338	27765	134
1000	25724	27482	145
1031	25995	28069	138
1000	25946	27584	135
1032	26101	28177	116
1000	25116	27832	128
1000	25397	27743	129
1015	25681	27892	146
1016	25596	27730	138
1000	24958	27695	132
1031	26002	28314	135
1016	25324	27686	151
1000	25094	27554	141
1015	25450	27974	151
1000	24857	27502	119
985	24951	27307	152
1015	25419	28023	119
1000	25353	27628	146
1000	24857	27507	115
1000	25250	27308	145
1016	25302	27865	124
1000	25607	27440	129
1000	25147	27533	135
1000	25419	27420	152
1016	25731	27800	130
1031	25596	27608	145
1000	25407	27916	133
984	24809	27243	139
1016	25432	27306	117
1000	25615	27827	133
1015	25335	27726	134
1000	25478	27543	155
1016	25209	27833	129
1000	25249	27764	137
1016	25532	27933	136
984	24830	26954	127
1016	25186	27916	122
1015	25562	27870	132
1016	25507	27860	143
984	24851	27380	132
1016	25524	27494	141
