# Acquisition time: 29/10/2024 12:22:36
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	25789	17711	113
984	25316	17831	125
1016	25608	17989	124
984	24911	17488	125
1016	25763	17539	131
1000	25089	17514	127
1015	25681	18101	116
1000	24966	17418	116
1000	25520	17524	113
1016	25601	18010	110
1000	25159	17530	113
1000	25347	17768	105
1015	25460	17705	115
985	25070	17841	97
1015	25812	18068	142
1016	25762	18161	131
1016	25584	17806	117
1000	25439	17683	107
1015	26039	18003	134
1000	25358	17674	143
1000	25709	17692	110
1000	25394	17647	112
1016	25557	17816	110
1000	25330	17500	134
1000	25423	17901	115
1031	25905	18674	147
1000	25218	17660	111
1016	25672	18036	101
1000	25386	17826	135
1000	25471	17779	143
1015	25652	17791	104
985	25398	17449	101
1031	25932	18317	122
984	25397	17547	111
1016	25645	17979	117
1000	25458	17756	117
1016	25400	17739	135
984	24941	17715	111
1016	25547	17885	121
1015	25283	18133	127
1000	25359	17660	123
985	24924	17560	113
1000	25352	17891	113
1015	25668	17991	125
1016	25883	18029	105
1000	25551	17776	126
1016	25407	17738	112
984	24879	17573	118
1016	25726	17947	141
984	25075	17861	130
1016	25368	17939	102
1015	25650	18058	124
1000	25162	18189	120
1000	25245	17656	119
1016	25674	17947	111
984	25252	17574	126
1016	25769	17828	136
984	25214	17695	129
1016	25550	17869	110
984	24844	17533	125
