# Acquisition time: 29/10/2024 12:18:53
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	29969	28867	21
984	30422	29133	26
1016	30296	29755	19
1000	30112	29560	21
1016	30243	29332	31
1015	30245	30120	19
1000	29676	29005	26
1000	30049	28979	19
1000	29922	29001	34
1000	29967	29516	22
1016	30103	29760	27
1031	30515	29681	33
1016	30498	29666	30
984	29569	29338	21
1000	29602	29157	22
1016	29972	29573	31
984	30028	28854	30
1016	30514	29398	20
1000	30027	29430	33
1000	29615	28947	34
1000	29918	29297	21
1000	29872	29142	15
1000	30061	29766	34
1031	30757	29826	35
1016	30480	29990	25
1000	30251	29346	28
1015	30554	29515	29
1016	30177	29341	22
984	29900	28911	29
1031	30629	29975	28
1000	29906	29805	21
985	29733	29164	22
1000	29891	29250	23
1015	30525	29901	17
1032	30721	30082	20
1000	30215	29617	22
1015	30195	29457	25
1000	29997	29534	27
1016	30345	29434	27
1000	29806	29111	19
1000	30100	29508	26
984	29761	29395	30
1016	30289	29535	23
1000	29636	29187	24
1000	29546	29261	24
1000	29703	29411	20
984	29685	29207	22
1000	29976	29352	20
1016	30169	29568	32
1000	29842	29278	16
1000	30058	29441	25
1000	29986	29654	22
1016	30151	29560	27
1000	30216	29424	16
1015	29890	29520	27
1000	30009	29360	24
1000	30106	29573	28
1016	30440	29242	26
1000	29613	29374	18
1015	30513	29607	29
