# Acquisition time: 29/10/2024 12:30:47
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
985	22025	28956	202
1015	22213	29179	210
1000	22257	29470	223
1000	22038	29463	226
1000	21725	29361	205
1016	22167	29598	211
984	22206	29209	196
1016	22072	29800	217
1000	21917	29345	202
1016	21792	29952	209
984	21871	29423	239
1016	21805	29481	209
984	21945	29292	237
1016	22266	29225	203
984	21613	29229	229
1016	22356	29747	199
984	21691	29052	182
1016	22224	29802	207
984	21588	29306	203
1016	22291	29455	264
984	22052	29256	222
1016	21803	29581	222
1015	22376	29732	225
1016	22232	29720	224
1000	21967	29446	204
1015	22067	29572	221
985	21796	29150	207
1015	22146	29368	205
1000	22230	29524	211
1016	22345	29761	193
1000	22065	29653	194
1031	22342	30062	202
1000	22495	29831	219
1000	21946	29336	221
985	22079	29346	212
1015	22137	29599	225
1000	22114	29371	207
1000	21831	28710	223
1016	22089	30113	198
1000	22212	29291	183
1000	21687	29442	228
1000	22246	29206	195
1016	22510	29805	208
1000	21473	29401	203
1015	22389	29682	198
985	22095	29332	200
1000	21910	28995	229
1000	22097	29859	207
1031	22504	29831	213
984	21828	29235	193
1000	21991	29464	232
1016	22460	29933	232
1031	22503	29965	217
1016	22217	29738	220
1000	22420	29863	215
1015	22178	29889	211
1016	21922	29614	210
1000	22471	30149	198
1031	22493	29741	209
1000	21698	29559	195
