# Acquisition time: 29/10/2024 12:08:58
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	20504	29475	942
1000	20149	28900	811
1000	20266	29206	848
1015	20456	29620	882
1000	20337	29249	829
1000	20187	29112	850
1000	20251	29167	920
1000	20478	29234	888
1000	20114	29258	856
1016	20481	29789	821
1000	19744	28978	869
1015	20395	29388	892
1016	20451	29617	874
1000	20014	28787	840
1000	20154	29308	899
1016	20437	29309	872
1000	20267	29499	894
1015	20367	29371	900
1000	20210	29109	894
1000	20557	29350	850
1016	20568	29479	889
1016	20416	29528	871
1000	20335	28982	849
1015	20443	29508	831
1016	20711	29433	885
1015	20298	29548	873
1000	20190	29375	854
1016	20476	29624	857
1016	20485	29886	883
1015	20366	29467	889
1000	20557	29503	945
1016	20215	29288	876
1000	20369	29122	803
1031	20382	29873	820
1000	20419	29299	896
1000	19956	29227	879
1016	19905	28988	878
1000	20407	28814	940
1000	20169	29393	892
1015	20511	29432	874
985	20177	28896	893
1015	20946	29868	901
1016	20595	29595	860
1016	20164	29174	816
1000	20297	28876	890
984	19902	28912	887
1016	20229	29340	861
984	20044	28960	851
1000	20125	29099	843
1031	20687	29523	933
1000	20442	29134	843
1016	20650	29631	916
1000	20121	28997	827
984	20197	28679	923
1000	19954	29281	915
1016	20172	29207	895
984	19941	28595	793
1016	20185	29434	874
984	19998	28802	861
1000	20301	28966	898
