# Acquisition time: 29/10/2024 12:27:41
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
985	25292	17452	344
1015	25389	17509	352
1000	25444	17874	344
1016	25310	17697	349
1016	25525	17818	354
1015	25546	17963	359
1000	24925	17446	366
985	25001	18040	382
1031	25656	17963	369
1000	25263	17407	376
1016	25561	17775	351
1000	25234	17502	327
1000	25305	17755	334
984	24682	17208	336
1016	25555	17815	347
1000	24874	17498	321
1000	25256	17420	331
1000	25418	17908	383
1000	25404	17879	371
1015	25319	17708	357
1000	25343	17785	359
1016	25501	17615	357
1000	25313	17694	349
1000	25061	17500	356
1000	25198	17492	368
1000	25112	17459	336
1000	25524	17694	371
984	24963	17352	362
1016	25451	17786	352
1015	25696	18214	379
1016	25704	17733	355
1000	25114	17492	357
1000	25522	17498	348
1016	25246	17792	386
1000	25024	17509	371
1000	25730	17535	333
984	24997	17518	329
1016	25053	17605	372
984	24956	17554	364
1016	25366	17852	323
1015	25455	17943	345
1032	25977	17948	384
1000	25355	17844	380
984	25136	17509	377
1016	25505	17910	358
984	24716	17224	332
1016	25415	17761	344
1000	25275	17476	317
1000	25158	17535	335
1000	25271	17538	376
1015	24993	17806	354
1000	25218	17804	346
1000	25203	17477	368
985	25193	17482	351
1015	25402	17620	354
1000	25106	17554	335
1016	25652	17759	367
984	25343	17592	320
1016	25381	18050	343
1000	25520	17649	327
