# Acquisition time: 29/10/2024 12:20:49
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	30578	18062	451
1000	30077	18037	456
1016	30391	17742	439
1015	30189	17902	441
1000	29839	17759	467
1000	30212	18119	420
1016	30199	18135	443
1000	30068	17621	424
1016	30625	18229	465
1000	30169	17967	407
1015	30070	18035	427
1000	29682	17784	405
1000	30213	17883	432
1000	29884	17882	454
1016	30244	18419	443
1000	30079	18073	426
984	29556	17370	401
1016	30749	18087	454
1015	29973	18451	489
1000	30044	17911	451
1016	30562	18214	466
1000	30065	17950	424
1000	29962	17883	446
1016	30407	18052	439
1000	30002	18001	435
1015	30329	17946	468
1032	30632	18347	424
984	29792	17848	416
1016	30538	17863	454
1000	30384	17606	463
1015	30635	18077	451
985	29496	17677	419
1015	30209	18121	419
1000	30240	17926	456
1016	30062	18057	465
984	29531	17384	448
1016	29940	17997	414
984	29578	17677	418
1016	30096	17929	456
1000	30462	17843	418
1015	30077	18126	428
1000	30236	18000	421
1016	30105	17942	395
1000	30505	17972	417
1016	30357	17823	397
984	29667	17752	414
1000	30366	18102	413
1000	29872	17719	412
1016	30230	18178	395
1015	30346	18093	415
1016	30893	18131	441
984	30062	18001	426
1016	30047	18208	444
1000	29905	17898	438
1016	30098	18236	476
1000	30138	18026	447
1031	30633	18398	458
1000	30553	18205	391
1015	30391	18267	456
1016	30331	18233	433
