# Acquisition time: 29/10/2024 12:17:12
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1031	30523	28172	100
985	29866	27564	122
1015	29687	27704	93
1000	29805	27402	101
985	30163	27935	110
1015	30386	27829	108
985	29422	27035	108
1000	30205	27555	107
1000	29841	27516	112
1015	30590	27792	96
1000	29873	27307	103
1016	30211	27767	108
1000	29947	27505	94
1016	30523	27824	85
1000	29809	27377	92
1015	30508	27814	103
1016	30483	27793	110
1000	29706	27260	127
1016	30619	27976	112
1000	29788	27517	97
1000	30118	27232	94
1015	30179	27723	86
1016	30361	28217	115
1000	30582	27527	117
1015	30375	27811	104
1016	30258	27747	110
1000	29979	27742	107
1000	30031	27637	107
1016	30073	27767	90
1015	30400	28163	116
985	29740	27102	115
1015	30133	27780	110
1016	30121	27651	103
1000	30005	27355	98
1000	29809	27248	117
1000	30351	27685	104
1016	30106	27479	113
1000	29740	27304	104
1000	30155	27889	114
1015	30365	27518	104
1000	30203	27718	123
1016	30234	27952	98
1000	29862	27534	104
1000	29764	27204	111
984	29919	27234	83
1016	30185	27863	89
1000	30038	27634	123
1000	30073	27718	84
1015	30411	27897	110
1016	29973	27798	86
1000	29759	27678	110
1000	29934	27598	106
1016	30095	27365	101
984	29587	27177	104
1016	30135	27780	100
1000	30226	27424	104
1015	30091	27769	101
1000	30086	27652	117
1000	30234	27433	81
985	29924	27112	105
