# Acquisition time: 29/10/2024 12:24:30
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1015	25821	29442	443
1000	25496	29665	464
985	25414	29537	420
1015	25988	29884	433
1031	26093	30247	432
1000	25681	29363	458
1000	25988	29787	442
1032	25894	30146	409
1000	25214	29332	401
1015	26043	29654	463
1000	25367	29290	412
1000	25459	29505	408
985	25499	29615	409
1015	25929	29820	461
1016	25843	29593	420
984	25392	28961	454
1016	25727	29636	460
1000	25163	29530	429
1000	25269	29348	410
1000	25802	29750	463
1000	25363	29621	463
1016	26011	29919	455
1015	25738	29716	455
1016	26234	30057	411
984	25321	29350	401
985	25456	29341	392
1031	25736	30158	436
1000	25580	29214	426
1000	25655	29126	390
1000	25652	29406	416
1031	25953	30270	429
1000	25684	29526	439
1016	26137	29893	440
1015	25773	29836	503
1000	25606	29388	432
1000	25545	29728	456
1000	25288	29673	414
1000	25276	29506	431
1016	25838	30039	442
1016	26108	29895	426
1015	25798	29319	451
1000	25720	29748	482
1000	25048	28903	374
1000	25452	29509	443
1000	25399	29420	447
1000	25176	29018	401
1000	25739	29314	461
1016	26065	29925	433
1000	25580	29747	469
1015	25700	30044	453
1032	26468	30033	473
1000	25419	29317	488
1000	25802	29469	405
1015	25637	29691	417
985	25696	29319	444
1000	25319	28886	437
1015	26007	29597	475
1000	25622	29607	431
1000	25313	29260	402
1000	25338	29397	395
