# Acquisition time: 29/10/2024 12:13:04
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	20366	18252	194
984	19990	17891	202
1000	20582	18391	215
1016	20453	18014	234
1031	20692	18774	210
1000	20591	18327	215
1016	20257	18383	234
1000	20229	18229	226
1015	20300	18097	232
1000	20380	18238	231
1016	20264	18139	204
1000	20300	18076	248
1000	20230	17814	203
1000	20157	18412	220
1000	20185	17717	210
984	20146	17818	240
1000	19963	18442	206
1016	20174	18080	230
1000	20180	17944	260
984	20117	17580	225
1016	20462	18008	226
1016	20007	18271	200
984	20118	17864	219
1000	19789	18040	244
1016	20253	18261	194
1000	20365	18309	222
1015	20209	18064	242
1000	20379	18025	241
1016	20806	18580	221
1000	20552	18085	226
1000	19981	18133	232
1015	20526	18221	204
1000	20330	18310	228
1000	20220	18185	223
1016	20318	18379	207
984	19932	18075	231
1016	20127	18057	197
1000	20443	18266	221
1016	20218	18111	232
1000	20214	17966	238
1000	20180	17917	218
1000	20620	18092	233
984	19833	17872	219
1000	19965	18071	205
1031	20495	18311	221
985	19985	17776	220
1000	20105	18082	196
1015	20182	17977	190
1000	20193	18149	222
1016	20222	18382	218
1000	20110	18214	235
1016	20297	18252	211
1015	20697	18485	237
1000	19934	18048	218
985	19867	17745	198
1015	20071	17991	235
1000	20432	18301	252
1000	19954	17793	210
1000	20062	17743	204
1000	20226	18127	242
