# XGS1: >3.917E-07,0.000E+00,0.000E+00,OPEN     ,1.333E-04
# XGS2: >0.000E+00,0.000E+00,OPEN     ,1.390E+00,OPEN     ,OPEN
# 2024-10-10 15:53:55
# 
1.5	4.427e-07	4.084e-07
1.51	4.427e-07	4.084e-07
1.52	4.427e-07	4.084e-07
1.53	4.427e-07	4.084e-07
1.54	4.427e-07	4.084e-07
1.55	4.427e-07	4.084e-07
1.56	4.427e-07	4.084e-07
1.57	4.427e-07	4.084e-07
1.58	4.427e-07	4.084e-07
1.59	4.427e-07	4.084e-07
1.6	4.402e-07	4.062e-07
1.61	4.402e-07	4.062e-07
1.62	4.402e-07	4.062e-07
1.63	4.402e-07	4.062e-07
1.64	4.402e-07	4.062e-07
1.65	4.402e-07	4.062e-07
1.66	4.402e-07	4.062e-07
1.67	4.402e-07	4.062e-07
1.68	4.402e-07	4.062e-07
1.69	4.402e-07	4.062e-07
1.7	4.401e-07	4.059e-07
1.71	4.401e-07	4.059e-07
1.72	4.401e-07	4.059e-07
1.73	4.401e-07	4.059e-07
1.74	4.401e-07	4.059e-07
1.75	4.401e-07	4.059e-07
1.76	4.401e-07	4.059e-07
1.77	4.401e-07	4.059e-07
1.78	4.401e-07	4.059e-07
1.79	4.401e-07	4.059e-07
1.8	4.383e-07	4.047e-07
1.81	4.383e-07	4.047e-07
1.82	4.383e-07	4.047e-07
1.83	4.383e-07	4.047e-07
1.84	4.383e-07	4.047e-07
1.85	4.383e-07	4.047e-07
1.86	4.383e-07	4.047e-07
1.87	4.383e-07	4.047e-07
1.88	4.383e-07	4.047e-07
1.89	4.383e-07	4.047e-07
1.9	4.346e-07	4.011e-07
1.91	4.346e-07	4.011e-07
1.92	4.346e-07	4.011e-07
1.93	4.346e-07	4.011e-07
1.94	4.346e-07	4.011e-07
1.95	4.346e-07	4.011e-07
1.96	4.346e-07	4.011e-07
1.97	4.346e-07	4.011e-07
1.98	4.346e-07	4.011e-07
1.99	4.346e-07	4.011e-07
2	4.303e-07	4.036e-07
2.01	4.303e-07	4.036e-07
2.02	4.303e-07	4.036e-07
2.03	4.303e-07	4.036e-07
2.04	4.303e-07	4.036e-07
2.05	4.303e-07	4.036e-07
2.06	4.303e-07	4.036e-07
2.07	4.303e-07	4.036e-07
2.08	4.303e-07	4.036e-07
2.09	4.303e-07	4.036e-07
2.1	4.263e-07	3.993e-07
2.11	4.263e-07	3.993e-07
2.12	4.263e-07	3.993e-07
2.13	4.263e-07	3.993e-07
2.14	4.263e-07	3.993e-07
2.15	4.263e-07	3.993e-07
2.16	4.263e-07	3.993e-07
2.17	4.263e-07	3.993e-07
2.18	4.263e-07	3.993e-07
2.19	4.263e-07	3.993e-07
2.2	4.264e-07	3.988e-07
2.21	4.264e-07	3.988e-07
2.22	4.264e-07	3.988e-07
2.23	4.264e-07	3.988e-07
2.24	4.264e-07	3.988e-07
2.25	4.264e-07	3.988e-07
2.26	4.264e-07	3.988e-07
2.27	4.264e-07	3.988e-07
2.28	4.264e-07	3.988e-07
2.29	4.264e-07	3.988e-07
2.3	4.243e-07	3.987e-07
2.31	4.243e-07	3.987e-07
2.32	4.243e-07	3.987e-07
2.33	4.243e-07	3.987e-07
2.34	4.243e-07	3.987e-07
2.35	4.243e-07	3.987e-07
2.36	4.243e-07	3.987e-07
2.37	4.243e-07	3.987e-07
2.38	4.243e-07	3.987e-07
2.39	4.243e-07	3.987e-07
2.4	4.229e-07	3.978e-07
2.41	4.229e-07	3.978e-07
2.42	4.229e-07	3.978e-07
2.43	4.229e-07	3.978e-07
2.44	4.229e-07	3.978e-07
2.45	4.229e-07	3.978e-07
2.46	4.229e-07	3.978e-07
2.47	4.229e-07	3.978e-07
2.48	4.229e-07	3.978e-07
2.49	4.229e-07	3.978e-07
2.5	4.213e-07	3.968e-07
2.51	4.213e-07	3.968e-07
2.52	4.213e-07	3.968e-07
2.53	4.213e-07	3.968e-07
2.54	4.213e-07	3.968e-07
2.55	4.213e-07	3.968e-07
2.56	4.213e-07	3.968e-07
2.57	4.213e-07	3.968e-07
2.58	4.213e-07	3.968e-07
2.59	4.213e-07	3.968e-07
2.6	4.2e-07	3.963e-07
2.61	4.2e-07	3.963e-07
2.62	4.2e-07	3.963e-07
2.63	4.2e-07	3.963e-07
2.64	4.2e-07	3.963e-07
2.65	4.2e-07	3.963e-07
2.66	4.2e-07	3.963e-07
2.67	4.2e-07	3.963e-07
2.68	4.2e-07	3.963e-07
2.69	4.2e-07	3.963e-07
2.7	4.181e-07	3.925e-07
2.71	4.181e-07	3.925e-07
2.72	4.181e-07	3.925e-07
