# XGS1: >5.281E-07,0.000E+00,0.000E+00,OPEN     ,1.333E-04
# XGS2: >0.000E+00,0.000E+00,OPEN     ,1.390E+00,OPEN     ,OPEN
# 2024-10-10 15:41:40
# 
1.8	5.231e-07	5.257e-07
1.81	5.231e-07	5.257e-07
1.82	5.231e-07	5.257e-07
1.83	5.231e-07	5.257e-07
1.84	5.231e-07	5.257e-07
1.85	5.231e-07	5.257e-07
1.86	5.231e-07	5.257e-07
1.87	5.231e-07	5.257e-07
1.88	5.231e-07	5.257e-07
1.89	5.231e-07	5.257e-07
1.9	5.223e-07	5.259e-07
1.91	5.223e-07	5.259e-07
1.92	5.223e-07	5.259e-07
1.93	5.223e-07	5.259e-07
1.94	5.223e-07	5.259e-07
1.95	5.223e-07	5.259e-07
1.96	5.223e-07	5.259e-07
1.97	5.223e-07	5.259e-07
1.98	5.223e-07	5.259e-07
1.99	5.223e-07	5.259e-07
2	5.249e-07	5.235e-07
2.01	5.249e-07	5.235e-07
2.02	5.249e-07	5.235e-07
2.03	5.249e-07	5.235e-07
2.04	5.249e-07	5.235e-07
2.05	5.249e-07	5.235e-07
2.06	5.249e-07	5.235e-07
2.07	5.249e-07	5.235e-07
2.08	5.249e-07	5.235e-07
2.09	5.249e-07	5.235e-07
2.1	5.227e-07	5.227e-07
2.11	5.227e-07	5.227e-07
2.12	5.227e-07	5.227e-07
2.13	5.227e-07	5.227e-07
2.14	5.227e-07	5.227e-07
2.15	5.227e-07	5.227e-07
2.16	5.227e-07	5.227e-07
2.17	5.227e-07	5.227e-07
2.18	5.227e-07	5.227e-07
2.19	5.227e-07	5.227e-07
2.2	5.199e-07	5.205e-07
2.21	5.199e-07	5.205e-07
2.22	5.199e-07	5.205e-07
2.23	5.199e-07	5.205e-07
2.24	5.199e-07	5.205e-07
2.25	5.199e-07	5.205e-07
2.26	5.199e-07	5.205e-07
2.27	5.199e-07	5.205e-07
2.28	5.199e-07	5.205e-07
2.29	5.199e-07	5.205e-07
2.3	5.231e-07	5.227e-07
2.31	5.231e-07	5.227e-07
2.32	5.231e-07	5.227e-07
2.33	5.231e-07	5.227e-07
2.34	5.231e-07	5.227e-07
2.35	5.231e-07	5.227e-07
2.36	5.231e-07	5.227e-07
2.37	5.231e-07	5.227e-07
2.38	5.231e-07	5.227e-07
2.39	5.231e-07	5.227e-07
2.4	5.227e-07	5.199e-07
2.41	5.227e-07	5.199e-07
2.42	5.227e-07	5.199e-07
2.43	5.227e-07	5.199e-07
2.44	5.227e-07	5.199e-07
2.45	5.227e-07	5.199e-07
2.46	5.227e-07	5.199e-07
2.47	5.227e-07	5.199e-07
2.48	5.227e-07	5.199e-07
2.49	5.227e-07	5.199e-07
2.5	5.231e-07	5.201e-07
2.51	5.231e-07	5.201e-07
2.52	5.231e-07	5.201e-07
2.53	5.231e-07	5.201e-07
2.54	5.231e-07	5.201e-07
2.55	5.231e-07	5.201e-07
2.56	5.231e-07	5.201e-07
2.57	5.231e-07	5.201e-07
2.58	5.231e-07	5.201e-07
2.59	5.231e-07	5.201e-07
2.6	5.229e-07	5.233e-07
2.61	5.229e-07	5.233e-07
2.62	5.229e-07	5.233e-07
2.63	5.229e-07	5.233e-07
2.64	5.229e-07	5.233e-07
2.65	5.229e-07	5.233e-07
2.66	5.229e-07	5.233e-07
2.67	5.229e-07	5.233e-07
2.68	5.229e-07	5.233e-07
2.69	5.229e-07	5.233e-07
2.7	5.231e-07	5.231e-07
2.71	5.231e-07	5.231e-07
2.72	5.231e-07	5.231e-07
2.73	5.231e-07	5.231e-07
2.74	5.231e-07	5.231e-07
2.75	5.231e-07	5.231e-07
2.76	5.231e-07	5.231e-07
2.77	5.231e-07	5.231e-07
2.78	5.231e-07	5.231e-07
2.79	5.231e-07	5.231e-07
2.8	5.227e-07	5.231e-07
2.81	5.227e-07	5.231e-07
2.82	5.227e-07	5.231e-07
2.83	5.227e-07	5.231e-07
2.84	5.227e-07	5.231e-07
2.85	5.227e-07	5.231e-07
2.86	5.227e-07	5.231e-07
2.87	5.227e-07	5.231e-07
2.88	5.227e-07	5.231e-07
2.89	5.227e-07	5.231e-07
2.9	5.227e-07	5.233e-07
2.91	5.227e-07	5.233e-07
2.92	5.227e-07	5.233e-07
2.93	5.227e-07	5.233e-07
2.94	5.227e-07	5.233e-07
2.95	5.227e-07	5.233e-07
2.96	5.227e-07	5.233e-07
2.97	5.227e-07	5.233e-07
2.98	5.227e-07	5.233e-07
2.99	5.227e-07	5.233e-07
3	5.231e-07	5.235e-07
3.01	5.231e-07	5.235e-07
3.02	5.231e-07	5.235e-07
