# XGS1: >3.011E-07,0.000E+00,0.000E+00,OPEN     ,1.333E-04
# XGS2: >0.000E+00,0.000E+00,OPEN     ,1.393E+00,OPEN     ,OPEN
# 2024-10-10 16:44:24
# 
1.5	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.52	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.54	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.56	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.58	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.6	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.62	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.64	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.66	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.68	3.152e-07	3.122e-07	3.101e-07	3.07e-07	3.05e-07
1.7	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.72	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.74	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.76	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.78	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.8	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.82	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.84	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.86	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.88	3.158e-07	3.115e-07	3.083e-07	3.054e-07	3.035e-07
1.9	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
1.92	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
1.94	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
1.96	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
1.98	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
2	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
2.02	3.152e-07	3.124e-07	3.08e-07	3.072e-07	3.033e-07
