
Zeit;Weg;Kraft;Biegespannung;
23,37;3,129;107,20;15,66;
23,38;3,129;107,20;15,66;
23,38;3,130;107,30;15,68;
23,39;3,131;106,80;15,60;
23,39;3,132;106,90;15,62;
23,40;3,132;107,00;15,63;
23,40;3,133;107,40;15,69;
23,41;3,134;108,10;15,79;
23,41;3,134;107,80;15,75;
23,42;3,135;106,90;15,62;
23,42;3,135;107,10;15,65;
23,42;3,136;107,10;15,65;
23,43;3,137;107,00;15,63;
23,43;3,138;106,80;15,60;
23,44;3,138;106,80;15,60;
23,44;3,139;106,50;15,56;
23,45;3,139;106,30;15,53;
23,45;3,140;107,10;15,65;
23,46;3,141;107,00;15,63;
23,47;3,141;106,80;15,60;
23,47;3,142;107,70;15,73;
23,48;3,143;107,80;15,75;
23,48;3,144;107,60;15,72;
23,49;3,144;107,90;15,76;
23,49;3,145;107,10;15,65;
23,50;3,145;106,60;15,57;
23,50;3,146;107,30;15,68;
23,50;3,147;106,90;15,62;
23,51;3,148;106,60;15,57;
23,51;3,148;107,40;15,69;
23,52;3,149;107,50;15,70;
23,52;3,149;107,50;15,70;
23,53;3,150;108,30;15,82;
23,53;3,151;108,50;15,85;
23,54;3,151;107,70;15,73;
23,55;3,152;108,00;15,78;
23,55;3,153;107,20;15,66;
23,56;3,154;106,60;15,57;
23,56;3,154;107,30;15,68;
23,57;3,155;107,20;15,66;
23,57;3,155;108,00;15,78;
23,58;3,156;107,90;15,76;
23,58;3,157;107,80;15,75;
23,58;3,158;107,80;15,75;
23,59;3,158;107,80;15,75;
23,59;3,159;107,90;15,76;
23,60;3,159;107,70;15,73;
23,60;3,160;108,10;15,79;
23,61;3,161;107,90;15,76;
23,61;3,161;108,60;15,87;
23,62;3,162;107,90;15,76;
23,63;3,163;107,40;15,69;
23,63;3,164;107,60;15,72;
23,64;3,164;107,10;15,65;
23,64;3,165;107,50;15,70;
23,65;3,165;108,30;15,82;
23,65;3,166;108,30;15,82;
23,66;3,167;108,70;15,88;
23,66;3,168;108,90;15,91;
23,67;3,168;108,40;15,84;
23,67;3,169;108,30;15,82;
23,67;3,170;107,40;15,69;
23,68;3,170;107,10;15,65;
23,68;3,171;106,70;15,59;
23,69;3,171;107,00;15,63;
23,69;3,172;108,30;15,82;
23,70;3,173;108,90;15,91;
23,70;3,174;108,60;15,87;
23,71;3,174;108,50;15,85;
23,72;3,175;108,30;15,82;
23,72;3,175;108,30;15,82;
23,73;3,176;108,50;15,85;
23,73;3,177;109,00;15,92;
23,74;3,178;108,60;15,87;
23,74;3,178;109,30;15,97;
23,75;3,179;109,70;16,03;
23,75;3,180;109,60;16,01;
23,75;3,180;109,40;15,98;
23,76;3,181;108,60;15,87;
23,76;3,181;108,80;15,89;
23,77;3,182;108,80;15,89;
23,77;3,183;109,20;15,95;
23,78;3,184;109,20;15,95;
23,78;3,184;108,50;15,85;
23,79;3,185;108,10;15,79;
23,80;3,185;108,20;15,81;
23,80;3,186;108,60;15,87;
23,81;3,187;109,00;15,92;
23,81;3,188;108,90;15,91;
23,82;3,188;108,40;15,84;
23,82;3,189;108,20;15,81;
23,83;3,190;108,80;15,89;
23,83;3,190;108,80;15,89;
23,83;3,191;108,90;15,91;
23,84;3,191;108,80;15,89;
23,84;3,192;108,50;15,85;
23,85;3,193;108,90;15,91;
23,85;3,194;108,80;15,89;
23,86;3,194;109,00;15,92;
23,86;3,195;108,80;15,89;
23,87;3,195;108,80;15,89;
23,88;3,196;108,90;15,91;
23,88;3,197;108,90;15,91;
23,89;3,197;108,60;15,87;
23,89;3,198;108,90;15,91;
23,90;3,199;109,30;15,97;
23,90;3,200;109,80;16,04;
23,91;3,200;110,20;16,10;
23,91;3,201;109,70;16,03;
23,92;3,201;110,40;16,13;
23,92;3,202;110,10;16,08;
23,92;3,203;110,60;16,16;
23,93;3,204;111,00;16,22;
23,93;3,204;110,10;16,08;
23,94;3,205;110,60;16,16;
23,94;3,205;110,00;16,07;
23,95;3,206;110,20;16,10;
23,95;3,207;110,20;16,10;
23,96;3,207;109,80;16,04;
23,97;3,208;109,90;16,06;
23,97;3,209;109,60;16,01;
23,98;3,210;109,20;15,95;
23,98;3,210;108,50;15,85;
23,99;3,211;108,40;15,84;
23,99;3,211;108,40;15,84;
24,00;3,212;109,20;15,95;
24,00;3,213;109,90;16,06;
24,00;3,214;109,70;16,03;
24,01;3,214;110,20;16,10;
24,01;3,215;110,50;16,14;
24,02;3,216;110,40;16,13;
24,02;3,217;110,70;16,17;
24,03;3,217;110,70;16,17;
24,03;3,217;110,20;16,10;
24,04;3,218;110,30;16,11;
24,05;3,219;110,90;16,20;
24,05;3,220;110,40;16,13;
24,06;3,220;109,90;16,06;
24,06;3,221;109,10;15,94;
24,07;3,221;108,10;15,79;
24,07;3,222;108,90;15,91;
24,08;3,223;109,80;16,04;
24,08;3,224;110,70;16,17;
24,08;3,224;111,80;16,33;
24,09;3,225;111,30;16,26;
24,09;3,226;111,10;16,23;
24,10;3,226;110,10;16,08;
24,10;3,227;109,50;16,00;
24,11;3,227;109,70;16,03;
24,11;3,228;109,60;16,01;
24,12;3,229;111,30;16,26;
24,13;3,230;111,40;16,27;
24,13;3,230;111,50;16,29;
24,14;3,231;110,70;16,17;
24,14;3,231;109,80;16,04;
24,15;3,232;109,80;16,04;
24,15;3,233;110,00;16,07;
24,16;3,234;110,60;16,16;
24,16;3,234;111,10;16,23;
24,17;3,235;111,50;16,29;
24,17;3,236;111,50;16,29;
24,17;3,237;111,90;16,35;
24,18;3,237;111,50;16,29;
24,18;3,237;111,40;16,27;
24,19;3,238;111,10;16,23;
24,19;3,239;110,60;16,16;
24,20;3,240;110,90;16,20;
24,20;3,240;111,40;16,27;
24,21;3,241;111,20;16,25;
24,22;3,241;111,40;16,27;
24,22;3,243;111,60;16,30;
24,23;3,243;111,10;16,23;
24,23;3,243;111,20;16,25;
24,24;3,244;111,60;16,30;
24,24;3,245;111,20;16,25;
24,25;3,246;110,40;16,13;
24,25;3,247;110,20;16,10;
24,25;3,247;109,40;15,98;
24,26;3,247;109,70;16,03;
24,26;3,248;110,10;16,08;
24,27;3,249;110,70;16,17;
24,27;3,250;111,70;16,32;
24,28;3,250;111,60;16,30;
24,28;3,251;111,60;16,30;
24,29;3,251;111,10;16,23;
24,30;3,252;110,70;16,17;
24,30;3,253;110,90;16,20;
24,31;3,253;111,20;16,25;
24,31;3,254;112,20;16,39;
24,32;3,255;112,70;16,46;
24,32;3,256;112,70;16,46;
24,33;3,256;112,80;16,48;
24,33;3,257;111,90;16,35;
24,33;3,257;111,40;16,27;
24,34;3,258;111,20;16,25;
24,34;3,259;111,30;16,26;
24,35;3,260;111,60;16,30;
24,35;3,260;111,50;16,29;
24,36;3,261;111,20;16,25;
24,36;3,261;110,90;16,20;
24,37;3,262;110,70;16,17;
24,38;3,263;110,50;16,14;
24,38;3,263;110,80;16,19;
24,39;3,264;110,80;16,19;
24,39;3,265;111,00;16,22;
24,40;3,266;111,00;16,22;
24,40;3,266;111,00;16,22;
24,41;3,267;110,70;16,17;
24,41;3,267;110,40;16,13;
24,42;3,268;111,00;16,22;
24,42;3,269;111,50;16,29;
24,42;3,270;112,40;16,42;
24,43;3,270;112,60;16,45;
24,43;3,271;112,40;16,42;
24,44;3,272;111,90;16,35;
24,44;3,272;112,30;16,41;
24,45;3,273;112,30;16,41;
24,45;3,273;112,30;16,41;
24,46;3,274;112,20;16,39;
24,47;3,275;111,00;16,22;
24,47;3,276;111,30;16,26;
24,48;3,276;111,20;16,25;
24,48;3,277;111,30;16,26;
24,49;3,277;112,20;16,39;
24,49;3,278;112,40;16,42;
24,50;3,279;112,60;16,45;
24,50;3,280;113,00;16,51;
24,50;3,280;113,30;16,55;
24,51;3,281;113,00;16,51;
24,51;3,282;112,70;16,46;
24,52;3,282;112,20;16,39;
24,52;3,283;112,20;16,39;
24,53;3,283;112,00;16,36;
24,53;3,284;112,20;16,39;
24,54;3,285;112,60;16,45;
24,55;3,286;111,60;16,30;
24,55;3,286;112,10;16,38;
24,56;3,287;112,20;16,39;
24,56;3,287;112,10;16,38;
24,57;3,288;113,30;16,55;
24,57;3,289;113,70;16,61;
24,58;3,289;113,50;16,58;
24,58;3,290;113,30;16,55;
24,58;3,291;111,80;16,33;
24,59;3,292;111,70;16,32;
24,59;3,292;111,40;16,27;
24,60;3,293;111,90;16,35;
24,60;3,293;112,50;16,44;
24,61;3,294;112,30;16,41;
24,61;3,295;112,90;16,49;
24,62;3,296;112,40;16,42;
24,63;3,296;113,00;16,51;
24,63;3,296;112,30;16,41;
24,64;3,297;112,20;16,39;
24,64;3,298;112,30;16,41;
24,65;3,299;111,70;16,32;
24,65;3,299;112,00;16,36;
24,66;3,300;112,30;16,41;
24,66;3,300;112,30;16,41;
24,67;3,302;112,90;16,49;
24,67;3,302;113,30;16,55;
24,67;3,303;112,70;16,46;
24,68;3,303;112,10;16,38;
24,68;3,304;111,50;16,29;
24,69;3,305;111,50;16,29;
24,69;3,306;111,90;16,35;
24,70;3,306;113,00;16,51;
24,70;3,306;112,90;16,49;
24,71;3,307;112,90;16,49;
24,72;3,308;112,80;16,48;
24,72;3,309;113,10;16,52;
24,73;3,309;113,50;16,58;
24,73;3,310;113,40;16,57;
24,74;3,310;113,50;16,58;
24,74;3,312;113,50;16,58;
24,75;3,312;113,30;16,55;
24,75;3,313;113,60;16,60;
24,75;3,313;114,00;16,65;
24,76;3,314;114,00;16,65;
24,76;3,315;113,60;16,60;
24,77;3,316;114,00;16,65;
24,77;3,316;113,90;16,64;
24,78;3,316;114,20;16,68;
24,78;3,318;115,00;16,80;
24,79;3,318;114,30;16,70;
24,80;3,319;114,30;16,70;
24,80;3,319;113,60;16,60;
24,81;3,320;113,20;16,54;
24,81;3,320;113,40;16,57;
24,82;3,322;113,50;16,58;
24,82;3,322;113,80;16,63;
24,83;3,322;114,50;16,73;
24,83;3,323;114,40;16,71;
24,83;3,324;113,60;16,60;
24,84;3,325;113,60;16,60;
24,84;3,326;113,50;16,58;
24,85;3,326;113,20;16,54;
24,85;3,326;113,50;16,58;
24,86;3,328;113,40;16,57;
24,86;3,328;113,30;16,55;
24,87;3,329;113,80;16,63;
24,88;3,329;114,00;16,65;
24,88;3,330;113,70;16,61;
24,89;3,330;113,50;16,58;
24,89;3,332;112,90;16,49;
24,90;3,332;113,30;16,55;
24,90;3,332;113,60;16,60;
24,91;3,333;112,90;16,49;
24,91;3,334;113,20;16,54;
24,92;3,335;113,20;16,54;
24,92;3,336;113,50;16,58;
24,92;3,336;114,50;16,73;
24,93;3,336;114,20;16,68;
24,93;3,338;113,70;16,61;
24,94;3,338;113,50;16,58;
24,94;3,339;113,70;16,61;
24,95;3,339;114,00;16,65;
24,95;3,340;114,90;16,79;
24,96;3,341;115,10;16,82;
24,97;3,342;114,70;16,76;
24,97;3,342;114,90;16,79;
24,98;3,342;114,30;16,70;
24,98;3,343;114,30;16,70;
24,99;3,344;114,80;16,77;
24,99;3,345;114,80;16,77;
25,00;3,345;114,60;16,74;
25,00;3,346;115,50;16,87;
25,00;3,346;115,10;16,82;
25,01;3,348;115,20;16,83;
25,01;3,348;115,00;16,80;
25,02;3,349;114,20;16,68;
25,02;3,349;114,70;16,76;
25,03;3,350;114,30;16,70;
25,03;3,351;115,10;16,82;
25,04;3,352;115,80;16,92;
25,05;3,352;114,90;16,79;
25,05;3,352;115,10;16,82;
25,06;3,353;114,80;16,77;
25,06;3,354;114,70;16,76;
25,07;3,355;114,90;16,79;
25,07;3,355;115,60;16,89;
25,08;3,356;115,50;16,87;
25,08;3,356;115,10;16,82;
25,08;3,358;115,20;16,83;
25,09;3,358;114,40;16,71;
25,09;3,359;114,00;16,65;
25,10;3,359;113,70;16,61;
25,10;3,360;113,70;16,61;
25,11;3,361;114,10;16,67;
25,11;3,362;114,90;16,79;
25,12;3,362;114,80;16,77;
25,13;3,362;115,30;16,84;
25,13;3,364;115,00;16,80;
25,14;3,364;114,70;16,76;
25,14;3,365;115,10;16,82;
25,15;3,365;115,50;16,87;
25,15;3,366;115,70;16,90;
25,16;3,366;116,30;16,99;
25,16;3,368;116,40;17,01;
25,17;3,368;116,00;16,95;
25,17;3,368;116,00;16,95;
25,17;3,369;115,70;16,90;
25,18;3,370;115,30;16,84;
25,18;3,371;115,80;16,92;
25,19;3,372;116,00;16,95;
25,19;3,372;115,90;16,93;
25,20;3,372;116,20;16,98;
25,20;3,374;115,10;16,82;
25,21;3,374;115,30;16,84;
25,22;3,375;115,50;16,87;
25,22;3,375;116,40;17,01;
25,23;3,376;117,20;17,12;
25,23;3,376;117,40;17,15;
25,24;3,378;117,30;17,14;
25,24;3,378;116,60;17,03;
25,25;3,378;116,60;17,03;
25,25;3,379;116,70;17,05;
25,25;3,380;117,10;17,11;
25,26;3,381;116,50;17,02;
25,26;3,382;116,20;16,98;
25,27;3,382;116,10;16,96;
25,27;3,382;115,30;16,84;
25,28;3,384;115,20;16,83;
25,28;3,384;115,40;16,86;
25,29;3,385;114,70;16,76;
25,30;3,385;115,30;16,84;
25,30;3,386;115,90;16,93;
25,31;3,387;115,70;16,90;
25,31;3,388;116,00;16,95;
25,32;3,388;115,60;16,89;
25,32;3,388;115,40;16,86;
25,33;3,389;115,60;16,89;
25,33;3,390;115,70;16,90;
25,33;3,391;115,50;16,87;
25,34;3,391;115,80;16,92;
25,34;3,392;115,60;16,89;
25,35;3,393;115,90;16,93;
25,35;3,394;115,70;16,90;
25,36;3,394;115,40;16,86;
25,36;3,395;115,60;16,89;
25,37;3,395;114,80;16,77;
25,38;3,396;114,90;16,79;
25,38;3,397;115,10;16,82;
25,39;3,398;114,70;16,76;
25,39;3,398;115,70;16,90;
25,40;3,399;116,10;16,96;
25,40;3,399;116,00;16,95;
25,41;3,400;116,50;17,02;
25,41;3,401;116,20;16,98;
25,42;3,401;115,90;16,93;
25,42;3,402;116,30;16,99;
25,42;3,402;116,80;17,06;
25,43;3,404;117,00;17,09;
25,43;3,404;118,20;17,27;
25,44;3,405;118,40;17,30;
25,44;3,405;118,20;17,27;
25,45;3,406;117,70;17,20;
25,45;3,407;117,00;17,09;
25,46;3,408;116,60;17,03;
25,47;3,408;116,00;16,95;
25,47;3,409;116,90;17,08;
25,48;3,409;116,80;17,06;
25,48;3,410;116,90;17,08;
25,49;3,411;117,10;17,11;
25,49;3,411;116,50;17,02;
25,50;3,412;116,30;16,99;
25,50;3,412;115,80;16,92;
25,50;3,414;115,90;16,93;
25,51;3,414;115,80;16,92;
25,51;3,414;116,20;16,98;
25,52;3,415;116,70;17,05;
25,52;3,416;117,00;17,09;
25,53;3,417;116,80;17,06;
25,53;3,418;116,10;16,96;
25,54;3,418;116,30;16,99;
25,55;3,419;116,10;16,96;
25,55;3,420;116,50;17,02;
25,56;3,420;116,90;17,08;
25,56;3,421;116,50;17,02;
25,57;3,421;116,20;16,98;
25,57;3,422;115,10;16,82;
25,58;3,423;115,50;16,87;
25,58;3,424;115,60;16,89;
25,58;3,424;116,50;17,02;
25,59;3,425;117,70;17,20;
25,59;3,425;118,20;17,27;
25,60;3,426;118,30;17,28;
25,60;3,427;117,70;17,20;
25,61;3,428;117,50;17,17;
25,61;3,428;116,70;17,05;
25,62;3,429;117,10;17,11;
25,63;3,430;116,60;17,03;
25,63;3,430;116,20;16,98;
25,64;3,431;117,20;17,12;
25,64;3,431;116,70;17,05;
25,65;3,432;117,10;17,11;
25,65;3,433;117,70;17,20;
25,66;3,434;116,60;17,03;
25,66;3,434;116,80;17,06;
25,67;3,435;117,30;17,14;
25,67;3,435;116,80;17,06;
25,67;3,436;117,00;17,09;
25,68;3,437;117,10;17,11;
25,68;3,438;117,10;17,11;
25,69;3,438;117,10;17,11;
25,69;3,439;118,30;17,28;
25,70;3,440;118,40;17,30;
25,70;3,440;117,80;17,21;
25,71;3,441;118,40;17,30;
25,72;3,441;117,70;17,20;
25,72;3,442;117,60;17,18;
25,73;3,443;118,10;17,25;
25,73;3,444;117,80;17,21;
25,74;3,444;117,30;17,14;
25,74;3,445;117,10;17,11;
25,75;3,445;117,30;17,14;
25,75;3,446;118,30;17,28;
25,75;3,447;118,20;17,27;
25,76;3,447;118,10;17,25;
25,76;3,448;117,80;17,21;
25,77;3,449;116,60;17,03;
25,77;3,450;116,60;17,03;
25,78;3,450;117,10;17,11;
25,78;3,451;116,80;17,06;
25,79;3,451;117,00;17,09;
25,80;3,452;117,30;17,14;
25,80;3,453;117,60;17,18;
25,81;3,454;117,80;17,21;
25,81;3,454;117,90;17,22;
25,82;3,455;118,30;17,28;
25,82;3,455;117,20;17,12;
25,83;3,456;117,10;17,11;
25,83;3,457;117,30;17,14;
25,83;3,457;117,20;17,12;
25,84;3,458;118,40;17,30;
25,84;3,459;117,90;17,22;
25,85;3,460;117,50;17,17;
25,85;3,460;118,40;17,30;
25,86;3,461;117,90;17,22;
25,86;3,461;119,00;17,38;
25,87;3,462;119,90;17,52;
25,88;3,463;118,80;17,36;
25,88;3,464;118,80;17,36;
25,89;3,464;119,10;17,40;
25,89;3,465;118,90;17,37;
25,90;3,466;118,80;17,36;
25,90;3,466;119,00;17,38;
25,91;3,467;118,30;17,28;
25,91;3,467;117,90;17,22;
25,92;3,468;119,00;17,38;
25,92;3,469;118,70;17,34;
25,92;3,470;119,10;17,40;
25,93;3,470;118,90;17,37;
25,93;3,471;118,50;17,31;
25,94;3,471;118,80;17,36;
25,94;3,472;118,80;17,36;
25,95;3,473;119,00;17,38;
25,95;3,474;119,00;17,38;
25,96;3,474;118,50;17,31;
25,97;3,475;117,80;17,21;
25,97;3,476;117,80;17,21;
25,98;3,476;118,10;17,25;
25,98;3,477;118,70;17,34;
25,99;3,477;118,90;17,37;
25,99;3,478;118,60;17,33;
26,00;3,479;117,80;17,21;
26,00;3,480;117,40;17,15;
26,00;3,480;117,80;17,21;
26,01;3,481;118,40;17,30;
26,01;3,481;119,30;17,43;
26,02;3,482;120,00;17,53;
26,02;3,483;120,00;17,53;
26,03;3,484;119,60;17,47;
26,03;3,484;118,90;17,37;
26,04;3,485;118,20;17,27;
26,05;3,486;118,30;17,28;
26,05;3,486;118,90;17,37;
26,06;3,487;119,30;17,43;
26,06;3,487;119,40;17,44;
26,07;3,488;118,70;17,34;
26,07;3,489;118,00;17,24;
26,08;3,490;117,80;17,21;
26,08;3,490;117,90;17,22;
26,08;3,491;118,40;17,30;
26,09;3,491;119,10;17,40;
26,09;3,492;119,20;17,41;
26,10;3,493;119,10;17,40;
26,10;3,493;119,40;17,44;
26,11;3,494;119,30;17,43;
26,11;3,495;119,50;17,46;
26,12;3,496;119,70;17,49;
26,13;3,496;119,60;17,47;
26,13;3,497;120,40;17,59;
26,14;3,497;120,50;17,60;
26,14;3,498;121,30;17,72;
26,15;3,499;120,90;17,66;
26,15;3,500;119,80;17,50;
26,16;3,500;119,50;17,46;
26,16;3,501;119,50;17,46;
26,17;3,501;120,20;17,56;
26,17;3,502;120,90;17,66;
26,17;3,503;120,60;17,62;
26,18;3,503;120,40;17,59;
26,18;3,504;120,30;17,57;
26,19;3,505;119,90;17,52;
26,19;3,506;120,90;17,66;
26,20;3,506;120,70;17,63;
26,20;3,507;121,00;17,68;
26,21;3,507;120,90;17,66;
26,22;3,508;120,50;17,60;
26,22;3,509;120,80;17,65;
26,23;3,510;120,50;17,60;
26,23;3,510;119,60;17,47;
26,24;3,511;119,50;17,46;
26,24;3,511;118,00;17,24;
26,25;3,512;118,00;17,24;
26,25;3,513;119,30;17,43;
26,25;3,513;119,80;17,50;
26,26;3,514;120,20;17,56;
26,26;3,515;120,50;17,60;
26,27;3,516;120,70;17,63;
26,27;3,516;119,90;17,52;
26,28;3,517;120,10;17,55;
26,28;3,517;119,90;17,52;
26,29;3,518;119,10;17,40;
26,30;3,519;119,80;17,50;
26,30;3,520;120,30;17,57;
26,31;3,520;120,10;17,55;
26,31;3,521;120,60;17,62;
26,32;3,522;120,20;17,56;
26,32;3,522;120,20;17,56;
26,33;3,523;120,30;17,57;
26,33;3,523;119,70;17,49;
26,33;3,524;120,10;17,55;
26,34;3,525;119,90;17,52;
26,34;3,526;119,70;17,49;
26,35;3,526;120,20;17,56;
26,35;3,527;120,10;17,55;
26,36;3,527;120,20;17,56;
26,36;3,528;121,30;17,72;
26,37;3,529;121,20;17,71;
26,38;3,530;121,00;17,68;
26,38;3,530;121,00;17,68;
26,39;3,531;120,50;17,60;
26,39;3,532;120,70;17,63;
26,40;3,532;121,30;17,72;
26,40;3,533;121,70;17,78;
26,41;3,533;122,00;17,82;
26,41;3,534;122,20;17,85;
26,42;3,534;121,70;17,78;
26,42;3,536;120,80;17,65;
26,42;3,536;120,10;17,55;
26,43;3,536;119,50;17,46;
26,43;3,537;119,50;17,46;
26,44;3,538;120,30;17,57;
26,44;3,539;120,70;17,63;
26,45;3,539;121,60;17,76;
26,45;3,540;121,10;17,69;
26,46;3,540;120,90;17,66;
26,47;3,542;121,90;17,81;
26,47;3,542;121,30;17,72;
26,48;3,543;121,90;17,81;
26,48;3,543;121,70;17,78;
26,49;3,544;120,30;17,57;
26,49;3,545;120,40;17,59;
26,50;3,546;119,90;17,52;
26,50;3,546;120,10;17,55;
26,50;3,546;119,90;17,52;
26,51;3,547;119,10;17,40;
26,51;3,548;119,40;17,44;
26,52;3,549;119,40;17,44;
26,52;3,549;120,40;17,59;
26,53;3,550;121,50;17,75;
26,53;3,550;122,50;17,90;
26,54;3,552;122,60;17,91;
26,55;3,552;122,40;17,88;
26,55;3,553;122,50;17,90;
26,56;3,553;120,80;17,65;
26,56;3,554;120,90;17,66;
26,57;3,555;120,80;17,65;
26,57;3,556;120,50;17,60;
26,58;3,556;121,20;17,71;
26,58;3,556;121,10;17,69;
26,58;3,557;121,60;17,76;
26,59;3,558;121,50;17,75;
26,59;3,559;122,40;17,88;
26,60;3,559;123,40;18,03;
26,60;3,560;122,80;17,94;
26,61;3,560;122,90;17,95;
26,61;3,562;121,70;17,78;
26,62;3,562;120,70;17,63;
26,63;3,563;121,20;17,71;
26,63;3,563;121,10;17,69;
26,64;3,564;122,30;17,87;
26,64;3,565;122,00;17,82;
26,65;3,566;121,30;17,72;
26,65;3,566;121,50;17,75;
26,66;3,566;121,50;17,75;
26,66;3,568;121,80;17,79;
26,67;3,568;121,80;17,79;
26,67;3,569;121,80;17,79;
26,67;3,569;121,60;17,76;
26,68;3,570;121,80;17,79;
26,68;3,570;123,00;17,97;
26,69;3,572;123,60;18,06;
26,69;3,572;123,60;18,06;
26,70;3,572;122,70;17,93;
26,70;3,573;122,50;17,90;
26,71;3,574;121,90;17,81;
26,72;3,575;122,50;17,90;
26,72;3,576;123,10;17,98;
26,73;3,576;123,10;17,98;
26,73;3,576;122,90;17,95;
26,74;3,578;122,20;17,85;
26,74;3,578;122,20;17,85;
26,75;3,579;121,70;17,78;
26,75;3,579;121,40;17,74;
26,75;3,580;121,00;17,68;
26,76;3,580;121,30;17,72;
26,76;3,582;121,60;17,76;
26,77;3,582;123,20;18,00;
26,77;3,582;123,80;18,09;
26,78;3,583;123,50;18,04;
26,78;3,584;123,80;18,09;
26,79;3,585;122,70;17,93;
26,80;3,586;122,50;17,90;
26,80;3,586;122,50;17,90;
26,81;3,586;122,00;17,82;
26,81;3,588;122,10;17,84;
26,82;3,588;122,60;17,91;
26,82;3,589;122,60;17,91;
26,83;3,589;122,50;17,90;
26,83;3,590;123,00;17,97;
26,83;3,591;122,70;17,93;
26,84;3,592;123,00;17,97;
26,84;3,592;123,60;18,06;
26,85;3,593;122,70;17,93;
26,85;3,593;122,10;17,84;
26,86;3,594;122,10;17,84;
26,86;3,595;121,90;17,81;
26,87;3,595;122,60;17,91;
26,88;3,596;123,10;17,98;
26,88;3,596;123,20;18,00;
26,89;3,598;123,00;17,97;
26,89;3,598;122,70;17,93;
26,90;3,599;121,60;17,76;
26,90;3,599;122,30;17,87;
26,91;3,600;122,60;17,91;
26,91;3,601;122,80;17,94;
26,92;3,602;124,10;18,13;
26,92;3,602;122,90;17,95;
26,92;3,602;123,60;18,06;
26,93;3,603;123,60;18,06;
26,93;3,604;123,30;18,01;
26,94;3,605;124,50;18,19;
26,94;3,605;124,00;18,12;
26,95;3,606;124,30;18,16;
26,95;3,606;124,40;18,17;
26,96;3,608;124,20;18,14;
26,97;3,608;124,40;18,17;
26,97;3,609;124,10;18,13;
26,98;3,609;124,60;18,20;
26,98;3,610;123,60;18,06;
26,99;3,611;123,60;18,06;
26,99;3,612;123,50;18,04;
27,00;3,612;123,50;18,04;
27,00;3,612;123,60;18,06;
27,00;3,614;122,50;17,90;
27,01;3,614;122,90;17,95;
27,01;3,615;122,40;17,88;
27,02;3,615;123,60;18,06;
27,02;3,616;124,60;18,20;
27,03;3,616;123,80;18,09;
27,03;3,618;123,20;18,00;
27,04;3,618;122,50;17,90;
27,05;3,618;122,70;17,93;
27,05;3,619;123,20;18,00;
27,06;3,620;123,90;18,10;
27,06;3,621;124,60;18,20;
27,07;3,622;125,00;18,26;
27,07;3,622;124,40;18,17;
27,08;3,622;124,70;18,22;
27,08;3,624;123,80;18,09;
27,08;3,624;123,30;18,01;
27,09;3,625;123,90;18,10;
27,09;3,625;123,90;18,10;
27,10;3,626;124,50;18,19;
27,10;3,626;124,70;18,22;
27,11;3,628;124,60;18,20;
27,11;3,628;124,90;18,25;
27,12;3,629;124,40;18,17;
27,13;3,629;124,30;18,16;
27,13;3,630;124,80;18,23;
27,14;3,631;124,10;18,13;
27,14;3,632;124,40;18,17;
27,15;3,632;123,60;18,06;
27,15;3,633;123,40;18,03;
27,16;3,634;123,40;18,03;
27,16;3,634;122,80;17,94;
27,17;3,635;124,00;18,12;
27,17;3,635;123,90;18,10;
27,17;3,636;123,50;18,04;
27,18;3,637;123,90;18,10;
27,18;3,638;122,50;17,90;
27,19;3,638;122,50;17,90;
27,19;3,639;123,70;18,07;
27,20;3,639;124,40;18,17;
27,20;3,640;125,10;18,28;
27,21;3,641;125,60;18,35;
27,22;3,641;125,60;18,35;
27,22;3,642;125,30;18,31;
27,23;3,643;125,60;18,35;
27,23;3,644;126,00;18,41;
27,24;3,644;124,80;18,23;
27,24;3,645;124,10;18,13;
27,25;3,645;124,70;18,22;
27,25;3,646;123,90;18,10;
27,25;3,647;124,80;18,23;
27,26;3,648;124,90;18,25;
27,26;3,648;125,20;18,29;
27,27;3,649;125,10;18,28;
27,27;3,649;124,70;18,22;
27,28;3,650;125,20;18,29;
27,28;3,651;124,30;18,16;
27,29;3,651;124,50;18,19;
27,30;3,652;124,80;18,23;
27,30;3,653;124,10;18,13;
27,31;3,654;123,60;18,06;
27,31;3,654;123,10;17,98;
27,32;3,655;123,90;18,10;
27,32;3,655;124,40;18,17;
27,33;3,656;124,90;18,25;
27,33;3,657;125,50;18,33;
27,33;3,658;124,40;18,17;
27,34;3,658;124,00;18,12;
27,34;3,659;123,80;18,09;
27,35;3,659;123,50;18,04;
27,35;3,660;123,90;18,10;
27,36;3,661;124,40;18,17;
27,36;3,661;124,30;18,16;
27,37;3,662;124,60;18,20;
27,38;3,663;125,00;18,26;
27,38;3,664;125,10;18,28;
27,39;3,664;126,10;18,42;
27,39;3,665;126,30;18,45;
27,40;3,665;126,30;18,45;
27,40;3,666;125,40;18,32;
27,41;3,667;124,60;18,20;
27,41;3,668;124,40;18,17;
27,42;3,668;125,00;18,26;
27,42;3,669;126,10;18,42;
27,42;3,670;126,20;18,44;
27,43;3,670;126,50;18,48;
27,43;3,671;125,50;18,33;
27,44;3,671;125,20;18,29;
27,44;3,672;125,60;18,35;
27,45;3,673;125,50;18,33;
27,45;3,674;125,50;18,33;
27,46;3,674;124,90;18,25;
27,47;3,675;124,50;18,19;
27,47;3,675;124,00;18,12;
27,48;3,676;124,20;18,14;
