
Zeit;Weg;Kraft;Biegespannung;
0,31;0,054;10,30;1,50;
0,32;0,056;11,50;1,68;
0,32;0,056;11,00;1,61;
0,33;0,056;10,70;1,56;
0,34;0,058;10,70;1,56;
0,34;0,058;10,00;1,46;
0,34;0,058;10,00;1,46;
0,35;0,060;10,80;1,58;
0,35;0,060;11,60;1,69;
0,36;0,060;11,30;1,65;
0,37;0,062;11,20;1,64;
0,37;0,062;10,40;1,52;
0,38;0,063;9,60;1,40;
0,38;0,064;9,90;1,45;
0,38;0,064;10,20;1,49;
0,39;0,064;10,50;1,53;
0,40;0,065;11,50;1,68;
0,40;0,066;11,30;1,65;
0,41;0,067;11,30;1,65;
0,41;0,068;11,70;1,71;
0,41;0,068;11,60;1,69;
0,42;0,068;12,00;1,75;
0,43;0,069;11,90;1,74;
0,43;0,070;11,20;1,64;
0,44;0,071;10,80;1,58;
0,44;0,072;10,60;1,55;
0,44;0,072;10,80;1,58;
0,45;0,072;11,50;1,68;
0,46;0,073;11,20;1,64;
0,46;0,074;11,30;1,65;
0,47;0,075;11,60;1,69;
0,47;0,075;11,30;1,65;
0,47;0,076;10,90;1,59;
0,48;0,076;10,10;1,48;
0,49;0,078;10,00;1,46;
0,49;0,078;9,80;1,43;
0,50;0,079;10,30;1,50;
0,50;0,079;11,20;1,64;
0,50;0,080;11,10;1,62;
0,51;0,080;10,90;1,59;
0,51;0,082;10,80;1,58;
0,52;0,082;11,40;1,67;
0,52;0,083;11,20;1,64;
0,53;0,083;11,60;1,69;
0,54;0,084;11,60;1,69;
0,54;0,084;11,10;1,62;
0,55;0,086;11,80;1,72;
0,55;0,086;12,00;1,75;
0,56;0,086;12,90;1,88;
0,56;0,087;12,50;1,83;
0,56;0,088;13,00;1,90;
0,57;0,089;12,50;1,83;
0,57;0,090;12,30;1,80;
0,58;0,090;12,80;1,87;
0,58;0,090;12,90;1,88;
0,59;0,091;13,30;1,94;
0,60;0,092;12,80;1,87;
0,60;0,093;12,40;1,81;
0,61;0,094;11,50;1,68;
0,61;0,094;11,40;1,67;
0,62;0,094;12,10;1,77;
0,62;0,095;12,00;1,75;
0,63;0,096;12,20;1,78;
0,63;0,097;11,70;1,71;
0,63;0,097;10,80;1,58;
0,64;0,098;11,20;1,64;
0,64;0,099;10,60;1,55;
0,65;0,100;11,00;1,61;
0,65;0,100;11,80;1,72;
0,66;0,101;11,60;1,69;
0,67;0,101;11,80;1,72;
0,67;0,102;12,10;1,77;
0,68;0,103;11,50;1,68;
0,68;0,104;11,60;1,69;
0,69;0,104;11,90;1,74;
0,69;0,105;12,00;1,75;
0,69;0,105;12,40;1,81;
0,70;0,106;12,10;1,77;
0,70;0,106;12,40;1,81;
0,71;0,108;11,90;1,74;
0,71;0,108;11,40;1,67;
0,72;0,109;11,90;1,74;
0,73;0,109;11,80;1,72;
0,73;0,110;12,00;1,75;
0,74;0,111;12,10;1,77;
0,74;0,112;11,90;1,74;
0,75;0,112;11,70;1,71;
0,75;0,112;12,00;1,75;
0,75;0,113;12,20;1,78;
0,76;0,114;12,40;1,81;
0,76;0,115;12,50;1,83;
0,77;0,116;12,70;1,86;
0,77;0,116;13,20;1,93;
0,78;0,116;13,70;2,00;
0,79;0,117;13,80;2,02;
0,79;0,118;13,30;1,94;
0,80;0,119;12,70;1,86;
0,80;0,119;12,20;1,78;
0,81;0,120;13,00;1,90;
0,81;0,120;13,20;1,93;
0,81;0,122;13,10;1,91;
0,82;0,122;13,00;1,90;
0,82;0,123;12,50;1,83;
0,83;0,123;12,20;1,78;
0,83;0,124;12,50;1,83;
0,84;0,124;12,00;1,75;
0,85;0,125;11,80;1,72;
0,85;0,126;12,30;1,80;
0,86;0,126;12,90;1,88;
0,86;0,127;13,10;1,91;
0,87;0,128;13,20;1,93;
0,87;0,129;12,80;1,87;
0,88;0,130;12,10;1,77;
0,88;0,130;11,90;1,74;
0,88;0,131;12,10;1,77;
0,89;0,132;12,90;1,88;
0,89;0,132;12,90;1,88;
0,90;0,133;13,20;1,93;
0,90;0,133;13,20;1,93;
0,91;0,134;12,20;1,78;
0,92;0,135;12,50;1,83;
0,92;0,135;12,70;1,86;
0,93;0,136;13,10;1,91;
0,93;0,137;13,70;2,00;
0,94;0,138;13,40;1,96;
0,94;0,138;13,40;1,96;
0,94;0,139;12,70;1,86;
0,95;0,140;12,70;1,86;
0,95;0,140;13,10;1,91;
0,96;0,141;13,00;1,90;
0,96;0,141;13,50;1,97;
0,97;0,142;13,40;1,96;
0,98;0,143;12,50;1,83;
0,98;0,144;12,10;1,77;
0,99;0,144;11,80;1,72;
0,99;0,145;12,00;1,75;
1,00;0,146;12,90;1,88;
1,00;0,146;13,80;2,02;
1,00;0,147;13,50;1,97;
1,01;0,147;13,40;1,96;
1,01;0,148;13,20;1,93;
1,02;0,149;12,20;1,78;
1,02;0,149;13,10;1,91;
1,03;0,150;12,70;1,86;
1,03;0,151;12,80;1,87;
1,04;0,152;13,30;1,94;
1,04;0,152;12,80;1,87;
1,05;0,153;12,70;1,86;
1,05;0,154;12,30;1,80;
1,06;0,154;11,60;1,69;
1,07;0,155;11,30;1,65;
1,07;0,155;11,90;1,74;
1,08;0,156;12,10;1,77;
1,08;0,157;12,80;1,87;
1,09;0,157;13,30;1,94;
1,09;0,158;12,90;1,88;
1,10;0,159;13,20;1,93;
1,10;0,160;13,10;1,91;
1,11;0,160;13,30;1,94;
1,11;0,161;14,30;2,09;
1,12;0,162;13,90;2,03;
1,12;0,162;14,00;2,05;
1,13;0,163;13,90;2,03;
1,13;0,163;12,90;1,88;
1,13;0,164;13,40;1,96;
1,14;0,165;13,30;1,94;
1,14;0,166;12,40;1,81;
1,15;0,166;12,70;1,86;
1,15;0,167;13,30;1,94;
1,16;0,168;13,50;1,97;
1,16;0,168;14,60;2,13;
1,17;0,169;14,50;2,12;
1,17;0,169;14,00;2,05;
1,18;0,170;13,20;1,93;
1,18;0,171;13,30;1,94;
1,19;0,171;13,80;2,02;
1,20;0,172;13,90;2,03;
1,20;0,173;14,80;2,16;
1,21;0,174;14,70;2,15;
1,21;0,174;13,90;2,03;
1,22;0,175;14,00;2,05;
1,22;0,176;13,40;1,96;
1,23;0,176;13,00;1,90;
1,23;0,177;14,30;2,09;
1,24;0,177;14,40;2,10;
1,24;0,178;14,90;2,18;
1,25;0,179;14,80;2,16;
1,25;0,179;14,00;2,05;
1,25;0,180;13,60;1,99;
1,26;0,181;14,20;2,07;
1,26;0,182;14,40;2,10;
1,27;0,182;14,30;2,09;
1,27;0,183;14,80;2,16;
1,28;0,184;14,70;2,15;
1,28;0,184;14,10;2,06;
1,29;0,185;14,20;2,07;
1,29;0,185;14,20;2,07;
1,30;0,186;14,40;2,10;
1,30;0,187;14,90;2,18;
1,31;0,188;15,10;2,21;
1,32;0,188;14,70;2,15;
1,32;0,189;14,80;2,16;
1,33;0,190;14,80;2,16;
1,33;0,190;14,60;2,13;
1,34;0,191;15,00;2,19;
1,34;0,191;14,80;2,16;
1,35;0,192;14,70;2,15;
1,35;0,193;14,50;2,12;
1,36;0,193;14,10;2,06;
1,36;0,194;14,10;2,06;
1,37;0,195;14,70;2,15;
1,37;0,196;14,70;2,15;
1,38;0,196;15,00;2,19;
1,38;0,197;14,90;2,18;
1,38;0,198;14,00;2,05;
1,39;0,198;14,40;2,10;
1,39;0,199;13,70;2,00;
1,40;0,199;13,30;1,94;
1,40;0,200;13,80;2,02;
1,41;0,201;13,40;1,96;
1,41;0,201;13,80;2,02;
1,42;0,202;14,30;2,09;
1,42;0,203;13,80;2,02;
1,43;0,204;14,00;2,05;
1,43;0,204;13,80;2,02;
1,44;0,205;13,60;1,99;
1,45;0,206;14,00;2,05;
1,45;0,206;14,40;2,10;
1,46;0,207;15,10;2,21;
1,46;0,207;15,50;2,26;
1,47;0,208;15,50;2,26;
1,47;0,209;15,20;2,22;
1,48;0,209;14,70;2,15;
1,48;0,210;14,50;2,12;
1,49;0,211;14,90;2,18;
1,49;0,212;15,30;2,24;
1,50;0,212;14,90;2,18;
1,50;0,213;14,70;2,15;
1,50;0,213;14,60;2,13;
1,51;0,214;14,60;2,13;
1,51;0,215;15,30;2,24;
1,52;0,215;15,80;2,31;
1,52;0,216;15,60;2,28;
1,53;0,217;15,10;2,21;
1,53;0,218;15,40;2,25;
1,54;0,218;15,30;2,24;
1,54;0,219;15,80;2,31;
1,55;0,220;16,70;2,44;
1,55;0,220;15,90;2,32;
1,56;0,221;16,00;2,34;
1,57;0,221;15,30;2,24;
1,57;0,222;14,90;2,18;
1,58;0,223;15,40;2,25;
1,58;0,223;14,80;2,16;
1,59;0,224;15,20;2,22;
1,59;0,225;15,50;2,26;
1,60;0,226;15,60;2,28;
1,60;0,226;15,90;2,32;
1,61;0,227;15,80;2,31;
1,61;0,228;15,40;2,25;
1,62;0,228;15,90;2,32;
1,62;0,229;15,60;2,28;
1,63;0,229;16,30;2,38;
1,63;0,230;16,20;2,37;
1,63;0,231;16,00;2,34;
1,64;0,231;16,70;2,44;
1,64;0,232;16,10;2,35;
1,65;0,233;15,80;2,31;
1,65;0,234;14,90;2,18;
1,66;0,234;14,60;2,13;
1,66;0,235;14,60;2,13;
1,67;0,235;15,10;2,21;
1,67;0,236;16,30;2,38;
1,68;0,237;16,40;2,40;
1,68;0,237;17,10;2,50;
1,69;0,238;17,30;2,53;
1,70;0,239;16,60;2,43;
1,70;0,240;17,20;2,51;
1,71;0,240;16,40;2,40;
1,71;0,241;16,20;2,37;
1,72;0,242;16,00;2,34;
1,72;0,242;15,20;2,22;
1,73;0,243;15,60;2,28;
1,73;0,243;16,00;2,34;
1,74;0,244;16,10;2,35;
1,74;0,245;16,80;2,45;
1,75;0,245;16,70;2,44;
1,75;0,246;16,50;2,41;
1,75;0,247;16,60;2,43;
1,76;0,248;16,30;2,38;
1,76;0,248;15,60;2,28;
1,77;0,249;15,70;2,29;
1,77;0,250;16,20;2,37;
1,78;0,250;15,90;2,32;
1,78;0,251;16,10;2,35;
1,79;0,252;16,80;2,45;
1,79;0,252;16,30;2,38;
1,80;0,253;16,10;2,35;
1,80;0,254;16,70;2,44;
1,81;0,254;15,60;2,28;
1,82;0,255;15,80;2,31;
1,82;0,255;16,10;2,35;
1,83;0,256;16,00;2,34;
1,83;0,257;17,00;2,48;
1,84;0,257;16,50;2,41;
1,84;0,258;16,70;2,44;
1,85;0,259;16,10;2,35;
1,85;0,259;14,90;2,18;
1,86;0,260;15,80;2,31;
1,86;0,261;15,60;2,28;
1,87;0,262;16,00;2,34;
1,87;0,262;17,00;2,48;
1,88;0,263;16,70;2,44;
1,88;0,264;17,50;2,56;
1,88;0,264;17,90;2,62;
1,89;0,265;17,70;2,59;
1,89;0,266;17,70;2,59;
1,90;0,266;16,40;2,40;
1,90;0,267;16,00;2,34;
1,91;0,268;15,60;2,28;
1,91;0,268;15,60;2,28;
1,92;0,269;16,80;2,45;
1,92;0,269;17,60;2,57;
1,93;0,270;17,30;2,53;
1,93;0,271;17,90;2,62;
1,94;0,271;18,20;2,66;
1,95;0,272;17,60;2,57;
1,95;0,273;17,50;2,56;
1,96;0,273;17,80;2,60;
1,96;0,274;16,60;2,43;
1,97;0,275;16,70;2,44;
1,97;0,275;17,90;2,62;
1,98;0,276;17,40;2,54;
1,98;0,277;18,20;2,66;
1,99;0,278;18,40;2,69;
1,99;0,278;17,90;2,62;
2,00;0,279;18,40;2,69;
2,00;0,280;18,40;2,69;
2,01;0,280;18,40;2,69;
2,01;0,281;18,10;2,64;
2,02;0,282;17,90;2,62;
2,02;0,282;17,40;2,54;
2,03;0,283;17,80;2,60;
2,03;0,283;17,90;2,62;
2,04;0,284;17,40;2,54;
2,04;0,285;17,90;2,62;
2,05;0,285;17,30;2,53;
2,05;0,286;17,50;2,56;
2,06;0,287;18,30;2,67;
2,06;0,287;18,00;2,63;
2,07;0,288;17,90;2,62;
2,07;0,289;18,40;2,69;
2,08;0,289;18,10;2,64;
2,08;0,290;18,00;2,63;
2,09;0,291;18,60;2,72;
2,09;0,292;17,50;2,56;
2,10;0,292;17,20;2,51;
2,10;0,293;17,00;2,48;
2,11;0,294;17,00;2,48;
2,11;0,294;17,30;2,53;
2,12;0,295;17,50;2,56;
2,12;0,296;17,40;2,54;
2,13;0,296;17,40;2,54;
2,13;0,296;17,50;2,56;
2,13;0,298;17,70;2,59;
2,14;0,298;18,10;2,64;
2,14;0,299;17,60;2,57;
2,15;0,299;18,00;2,63;
2,15;0,300;17,90;2,62;
2,16;0,301;17,80;2,60;
2,16;0,301;18,50;2,70;
2,17;0,302;18,40;2,69;
2,17;0,303;18,30;2,67;
2,18;0,303;18,30;2,67;
2,18;0,304;17,70;2,59;
2,19;0,305;17,80;2,60;
2,19;0,306;18,20;2,66;
2,20;0,306;18,30;2,67;
2,20;0,306;18,20;2,66;
2,21;0,308;18,00;2,63;
2,21;0,308;18,20;2,66;
2,22;0,308;17,60;2,57;
2,22;0,310;18,10;2,64;
2,23;0,310;17,90;2,62;
2,23;0,310;17,40;2,54;
2,24;0,312;18,10;2,64;
2,24;0,312;17,70;2,59;
2,25;0,313;17,40;2,54;
2,26;0,313;17,10;2,50;
2,26;0,314;16,60;2,43;
2,27;0,315;16,70;2,44;
2,27;0,315;17,30;2,53;
2,28;0,316;17,90;2,62;
2,28;0,317;18,20;2,66;
2,29;0,317;18,20;2,66;
2,29;0,318;17,80;2,60;
2,30;0,319;18,00;2,63;
2,30;0,319;17,60;2,57;
2,31;0,320;17,80;2,60;
2,31;0,321;18,10;2,64;
2,32;0,322;18,10;2,64;
2,32;0,322;18,40;2,69;
2,33;0,323;19,10;2,79;
2,33;0,324;18,80;2,75;
2,34;0,324;18,50;2,70;
2,34;0,324;18,90;2,76;
2,35;0,326;18,50;2,70;
2,35;0,326;18,20;2,66;
2,36;0,327;18,40;2,69;
2,36;0,327;17,90;2,62;
2,37;0,328;17,90;2,62;
2,37;0,329;18,20;2,66;
2,38;0,329;18,40;2,69;
2,38;0,330;18,70;2,73;
2,38;0,331;19,50;2,85;
2,39;0,331;19,80;2,89;
2,39;0,332;19,70;2,88;
2,40;0,333;19,10;2,79;
2,40;0,333;18,90;2,76;
2,41;0,334;18,90;2,76;
2,41;0,335;18,90;2,76;
2,42;0,336;19,00;2,78;
2,42;0,336;18,10;2,64;
2,43;0,337;17,80;2,60;
2,43;0,338;16,90;2,47;
2,44;0,338;17,60;2,57;
2,44;0,339;18,20;2,66;
2,45;0,340;18,10;2,64;
2,45;0,340;18,70;2,73;
2,46;0,341;18,10;2,64;
2,46;0,342;17,90;2,62;
2,47;0,342;18,60;2,72;
2,47;0,343;18,50;2,70;
2,48;0,343;19,00;2,78;
2,48;0,344;19,30;2,82;
2,49;0,345;19,10;2,79;
2,49;0,345;19,40;2,83;
2,50;0,346;19,10;2,79;
2,51;0,347;18,50;2,70;
2,51;0,347;18,40;2,69;
2,52;0,348;18,00;2,63;
2,52;0,349;18,30;2,67;
2,53;0,350;18,60;2,72;
2,53;0,350;18,60;2,72;
2,54;0,350;19,10;2,79;
2,54;0,352;19,30;2,82;
2,55;0,352;19,50;2,85;
2,55;0,352;18,90;2,76;
2,56;0,354;18,80;2,75;
2,56;0,354;18,80;2,75;
2,57;0,354;18,20;2,66;
2,57;0,356;17,80;2,60;
2,58;0,356;17,70;2,59;
2,58;0,356;17,80;2,60;
2,59;0,357;19,20;2,80;
2,59;0,358;19,70;2,88;
2,60;0,359;20,30;2,97;
2,60;0,359;20,00;2,92;
2,61;0,360;19,70;2,88;
2,61;0,361;19,90;2,91;
2,62;0,361;19,20;2,80;
2,62;0,362;19,00;2,78;
2,63;0,363;18,50;2,70;
2,63;0,363;19,50;2,85;
2,63;0,364;19,60;2,86;
2,64;0,365;19,50;2,85;
2,64;0,366;19,60;2,86;
2,65;0,366;18,80;2,75;
2,65;0,367;18,70;2,73;
2,66;0,368;19,00;2,78;
2,66;0,368;18,60;2,72;
2,67;0,369;18,70;2,73;
2,67;0,370;18,10;2,64;
2,68;0,370;17,90;2,62;
2,68;0,371;17,60;2,57;
2,69;0,371;17,60;2,57;
2,69;0,372;18,20;2,66;
2,70;0,373;18,90;2,76;
2,70;0,373;19,40;2,83;
2,71;0,374;19,20;2,80;
2,71;0,375;19,70;2,88;
2,72;0,375;19,40;2,83;
2,72;0,376;19,60;2,86;
2,73;0,377;20,00;2,92;
2,73;0,377;19,60;2,86;
2,74;0,378;19,70;2,88;
2,74;0,379;19,50;2,85;
2,75;0,380;19,30;2,82;
2,76;0,380;19,30;2,82;
2,76;0,381;18,60;2,72;
2,77;0,382;19,30;2,82;
2,77;0,382;19,50;2,85;
2,78;0,383;19,70;2,88;
2,78;0,384;20,10;2,94;
2,79;0,384;19,90;2,91;
2,79;0,385;19,80;2,89;
2,80;0,386;20,00;2,92;
2,80;0,386;20,20;2,95;
2,81;0,387;19,80;2,89;
2,81;0,387;20,20;2,95;
2,82;0,388;20,50;2,99;
2,82;0,389;20,20;2,95;
2,83;0,389;20,40;2,98;
2,83;0,390;19,60;2,86;
2,84;0,391;19,90;2,91;
2,84;0,391;20,40;2,98;
2,85;0,392;20,50;2,99;
2,85;0,393;21,60;3,16;
2,86;0,394;21,10;3,08;
2,86;0,394;20,90;3,05;
2,87;0,395;20,90;3,05;
2,87;0,396;20,60;3,01;
2,88;0,396;20,20;2,95;
2,88;0,397;20,80;3,04;
2,88;0,398;20,60;3,01;
2,89;0,398;20,70;3,02;
2,89;0,399;21,00;3,07;
2,90;0,400;20,40;2,98;
2,90;0,400;20,30;2,97;
2,91;0,401;20,00;2,92;
2,91;0,401;20,30;2,97;
2,92;0,402;20,50;2,99;
2,92;0,403;20,50;2,99;
2,93;0,403;20,00;2,92;
2,93;0,404;20,10;2,94;
2,94;0,405;20,20;2,95;
2,94;0,405;20,50;2,99;
2,95;0,406;21,60;3,16;
2,95;0,407;21,10;3,08;
2,96;0,407;21,20;3,10;
2,96;0,408;21,30;3,11;
2,97;0,409;21,00;3,07;
2,97;0,410;21,50;3,14;
2,98;0,410;20,80;3,04;
2,98;0,411;20,70;3,02;
2,99;0,412;20,00;2,92;
2,99;0,412;19,50;2,85;
3,00;0,413;20,00;2,92;
3,01;0,414;20,50;2,99;
3,01;0,414;20,70;3,02;
3,02;0,415;20,60;3,01;
3,02;0,415;20,20;2,95;
3,03;0,416;19,10;2,79;
3,03;0,417;19,40;2,83;
3,04;0,417;19,30;2,82;
3,04;0,418;19,40;2,83;
3,05;0,419;19,70;2,88;
3,05;0,419;19,10;2,79;
3,06;0,420;20,40;2,98;
3,06;0,421;20,70;3,02;
3,07;0,421;21,50;3,14;
3,07;0,422;22,00;3,21;
3,08;0,423;21,80;3,18;
3,08;0,424;21,90;3,20;
3,09;0,424;21,40;3,13;
3,09;0,425;21,30;3,11;
3,10;0,426;20,80;3,04;
3,10;0,426;20,30;2,97;
3,11;0,427;20,00;2,92;
3,11;0,428;20,60;3,01;
3,12;0,428;20,30;2,97;
3,12;0,429;20,40;2,98;
3,13;0,430;20,70;3,02;
3,13;0,430;21,10;3,08;
3,13;0,431;21,50;3,14;
3,14;0,431;21,60;3,16;
3,14;0,432;21,80;3,18;
3,15;0,433;21,20;3,10;
3,15;0,433;21,20;3,10;
3,16;0,434;20,90;3,05;
3,16;0,435;20,30;2,97;
3,17;0,435;20,50;2,99;
3,17;0,436;20,60;3,01;
3,18;0,437;20,80;3,04;
3,18;0,438;21,70;3,17;
3,19;0,438;21,10;3,08;
3,19;0,439;20,50;2,99;
3,20;0,440;20,90;3,05;
3,20;0,440;21,10;3,08;
3,21;0,441;21,90;3,20;
3,21;0,442;22,30;3,26;
3,22;0,442;22,30;3,26;
3,22;0,443;21,60;3,16;
3,23;0,444;21,30;3,11;
3,23;0,444;21,20;3,10;
3,24;0,445;21,40;3,13;
3,24;0,445;21,80;3,18;
3,25;0,447;21,70;3,17;
3,26;0,447;22,10;3,23;
3,26;0,447;22,70;3,32;
3,27;0,449;23,20;3,39;
3,27;0,449;23,30;3,40;
3,28;0,449;23,60;3,45;
3,28;0,450;22,80;3,33;
3,29;0,451;22,50;3,29;
3,29;0,451;22,60;3,30;
3,30;0,452;22,10;3,23;
3,30;0,453;21,50;3,14;
3,31;0,454;21,20;3,10;
3,31;0,454;20,90;3,05;
3,32;0,455;21,10;3,08;
3,32;0,456;22,40;3,27;
3,33;0,456;22,70;3,32;
3,33;0,457;22,90;3,35;
3,34;0,458;23,30;3,40;
3,34;0,458;22,60;3,30;
3,35;0,459;22,00;3,21;
3,35;0,460;21,60;3,16;
3,36;0,461;21,20;3,10;
3,36;0,461;20,70;3,02;
3,37;0,461;21,00;3,07;
3,37;0,463;22,00;3,21;
3,38;0,463;22,20;3,24;
3,38;0,463;22,80;3,33;
3,38;0,465;22,60;3,30;
3,39;0,465;22,10;3,23;
3,39;0,465;22,20;3,24;
3,40;0,467;22,60;3,30;
3,40;0,467;22,90;3,35;
3,41;0,468;22,90;3,35;
3,41;0,468;22,50;3,29;
3,42;0,469;22,30;3,26;
3,42;0,470;21,70;3,17;
3,43;0,470;22,00;3,21;
3,43;0,471;21,90;3,20;
3,44;0,472;21,70;3,17;
3,44;0,472;22,30;3,26;
3,45;0,473;22,20;3,24;
3,45;0,474;22,40;3,27;
3,46;0,475;23,10;3,37;
3,46;0,475;22,60;3,30;
3,47;0,475;22,50;3,29;
3,47;0,477;22,70;3,32;
3,48;0,477;22,40;3,27;
3,48;0,477;23,20;3,39;
3,49;0,479;23,80;3,48;
3,49;0,479;23,50;3,43;
3,50;0,479;23,70;3,46;
3,51;0,480;23,40;3,42;
3,51;0,481;22,60;3,30;
3,52;0,481;23,00;3,36;
3,52;0,482;22,20;3,24;
3,53;0,483;22,40;3,27;
3,53;0,484;22,20;3,24;
3,54;0,484;22,30;3,26;
3,54;0,485;23,30;3,40;
3,55;0,486;22,70;3,32;
3,55;0,486;23,10;3,37;
3,56;0,487;22,60;3,30;
3,56;0,488;21,90;3,20;
3,57;0,488;22,60;3,30;
3,57;0,489;22,60;3,30;
3,58;0,489;22,80;3,33;
3,58;0,490;22,50;3,29;
3,59;0,491;22,80;3,33;
3,59;0,491;23,30;3,40;
3,60;0,492;23,30;3,40;
3,60;0,493;23,40;3,42;
3,61;0,493;22,50;3,29;
3,61;0,495;21,80;3,18;
3,62;0,495;22,10;3,23;
3,62;0,495;22,70;3,32;
3,63;0,496;23,30;3,40;
3,63;0,497;23,40;3,42;
3,63;0,498;23,20;3,39;
3,64;0,498;23,40;3,42;
3,64;0,499;23,30;3,40;
3,65;0,500;23,50;3,43;
3,65;0,500;23,20;3,39;
3,66;0,501;22,10;3,23;
3,66;0,502;21,60;3,16;
3,67;0,502;21,20;3,10;
3,67;0,503;21,70;3,17;
3,68;0,503;23,20;3,39;
3,68;0,504;23,20;3,39;
3,69;0,505;24,10;3,52;
3,69;0,506;24,20;3,54;
3,70;0,506;23,10;3,37;
3,70;0,507;23,30;3,40;
3,71;0,507;22,50;3,29;
3,71;0,508;21,90;3,20;
3,72;0,509;22,70;3,32;
3,72;0,510;22,90;3,35;
3,73;0,510;24,30;3,55;
3,73;0,511;23,90;3,49;
3,74;0,512;23,60;3,45;
3,74;0,512;23,50;3,43;
3,75;0,513;22,30;3,26;
3,76;0,513;23,20;3,39;
3,76;0,514;23,10;3,37;
3,77;0,515;23,30;3,40;
3,77;0,516;23,00;3,36;
3,78;0,516;23,00;3,36;
3,78;0,517;23,50;3,43;
3,79;0,517;23,50;3,43;
3,79;0,518;24,30;3,55;
3,80;0,519;24,40;3,56;
3,80;0,520;24,40;3,56;
3,81;0,520;24,50;3,58;
3,81;0,521;23,70;3,46;
3,82;0,521;23,60;3,45;
3,82;0,522;23,40;3,42;
3,83;0,523;23,70;3,46;
3,83;0,524;23,90;3,49;
3,84;0,524;23,40;3,42;
3,84;0,525;23,60;3,45;
3,85;0,525;22,70;3,32;
3,85;0,526;23,40;3,42;
3,86;0,527;24,10;3,52;
3,86;0,527;23,80;3,48;
3,87;0,528;24,60;3,59;
3,87;0,529;24,10;3,52;
3,88;0,530;24,00;3,51;
3,88;0,530;24,40;3,56;
3,88;0,531;24,80;3,62;
3,89;0,531;24,90;3,64;
3,89;0,532;24,60;3,59;
3,90;0,533;24,40;3,56;
3,90;0,534;23,70;3,46;
3,91;0,534;24,10;3,52;
3,91;0,535;23,90;3,49;
3,92;0,535;23,30;3,40;
3,92;0,536;24,00;3,51;
3,93;0,537;23,90;3,49;
3,93;0,538;24,50;3,58;
3,94;0,538;25,20;3,68;
3,94;0,539;24,90;3,64;
3,95;0,539;25,00;3,65;
3,95;0,540;24,70;3,61;
3,96;0,541;24,50;3,58;
3,96;0,541;24,50;3,58;
3,97;0,542;24,40;3,56;
3,97;0,543;24,50;3,58;
3,98;0,544;24,40;3,56;
3,98;0,544;24,60;3,59;
3,99;0,545;25,00;3,65;
3,99;0,545;25,80;3,77;
4,00;0,546;26,40;3,86;
4,01;0,547;26,50;3,87;
4,01;0,548;25,80;3,77;
4,01;0,548;25,10;3,67;
4,02;0,549;24,50;3,58;
4,03;0,549;24,00;3,51;
4,03;0,550;24,60;3,59;
4,03;0,550;24,50;3,58;
4,04;0,552;25,10;3,67;
4,05;0,552;25,60;3,74;
4,05;0,553;25,20;3,68;
4,05;0,553;25,20;3,68;
4,06;0,554;24,80;3,62;
4,07;0,554;24,50;3,58;
4,07;0,555;24,90;3,64;
4,07;0,556;25,30;3,70;
4,08;0,557;24,80;3,62;
4,09;0,558;24,80;3,62;
4,09;0,558;24,80;3,62;
4,09;0,558;24,50;3,58;
