
Zeit;Weg;Kraft;Biegespannung;
s;mm;N;N/mm²;
26.41;3.534;0.20;0.03;
26.41;3.534;0.30;0.04;
26.42;3.535;0.60;0.09;
26.42;3.536;0.20;0.03;
26.42;3.536;0.10;0.01;
26.43;3.537;-0.90;-0.13;
26.43;3.538;-0.50;-0.07;
26.44;3.539;-0.50;-0.07;
26.44;3.539;-0.00;-0.00;
26.45;3.540;0.10;0.01;
26.45;3.540;-1.40;-0.20;
26.46;3.541;-1.40;-0.20;
26.47;3.542;-1.20;-0.18;
26.47;3.543;0.30;0.04;
26.48;3.543;0.70;0.10;
26.48;3.544;0.70;0.10;
26.49;3.545;0.80;0.12;
26.49;3.545;0.20;0.03;
26.50;3.546;0.30;0.04;
26.50;3.546;0.20;0.03;
26.50;3.547;0.10;0.01;
26.51;3.548;0.50;0.07;
26.51;3.549;1.10;0.16;
26.52;3.549;0.90;0.13;
26.52;3.550;0.70;0.10;
26.53;3.550;0.20;0.03;
26.53;3.551;-0.20;-0.03;
26.54;3.552;-0.00;-0.00;
26.55;3.553;-0.50;-0.07;
26.55;3.553;-0.00;-0.00;
26.56;3.554;-0.90;-0.13;
26.56;3.555;-0.50;-0.07;
26.57;3.555;-0.30;-0.04;
26.57;3.556;-1.30;-0.19;
26.58;3.556;-0.60;-0.09;
26.58;3.557;-1.20;-0.18;
26.58;3.558;-1.10;-0.16;
26.59;3.559;-0.70;-0.10;
26.59;3.559;-0.80;-0.12;
26.60;3.560;-0.50;-0.07;
26.60;3.560;-0.60;-0.09;
26.61;3.561;-0.50;-0.07;
26.61;3.562;-0.50;-0.07;
26.62;3.563;-0.70;-0.10;
26.63;3.563;-0.60;-0.09;
26.63;3.564;-0.40;-0.06;
26.64;3.565;-0.40;-0.06;
26.64;3.565;-0.10;-0.01;
26.65;3.566;-0.10;-0.01;
26.65;3.566;-0.20;-0.03;
26.66;3.567;0.50;0.07;
26.66;3.568;-0.20;-0.03;
26.67;3.569;0.50;0.07;
26.67;3.569;0.60;0.09;
26.67;3.570;-0.50;-0.07;
26.68;3.570;-0.20;-0.03;
26.68;3.571;-0.60;-0.09;
26.69;3.572;-0.60;-0.09;
26.69;3.572;-0.20;-0.03;
26.70;3.573;-0.20;-0.03;
26.70;3.574;-0.50;-0.07;
26.71;3.575;-0.80;-0.12;
26.72;3.575;-0.20;-0.03;
26.72;3.576;-0.20;-0.03;
26.73;3.576;-0.20;-0.03;
26.73;3.577;-0.20;-0.03;
26.74;3.578;-0.40;-0.06;
26.74;3.579;-0.30;-0.04;
26.75;3.579;-0.40;-0.06;
26.75;3.580;-0.50;-0.07;
26.75;3.580;-0.50;-0.07;
26.76;3.581;-0.20;-0.03;
26.76;3.582;0.30;0.04;
26.77;3.582;0.70;0.10;
26.77;3.583;1.10;0.16;
26.78;3.584;0.60;0.09;
26.78;3.585;0.20;0.03;
26.79;3.585;-0.40;-0.06;
26.80;3.586;-0.80;-0.12;
26.80;3.586;-0.10;-0.01;
26.81;3.587;-0.20;-0.03;
26.81;3.588;0.40;0.06;
26.82;3.589;-0.20;-0.03;
26.82;3.589;-1.10;-0.16;
26.83;3.589;-0.90;-0.13;
26.83;3.591;-1.20;-0.18;
26.83;3.591;-0.80;-0.12;
26.84;3.592;-0.10;-0.01;
26.84;3.592;-0.30;-0.04;
26.85;3.593;-0.30;-0.04;
26.85;3.593;0.60;0.09;
26.86;3.595;0.10;0.01;
26.86;3.595;0.40;0.06;
26.87;3.595;0.50;0.07;
26.88;3.596;-0.40;-0.06;
26.88;3.597;0.20;0.03;
26.89;3.598;-0.50;-0.07;
26.89;3.599;-1.20;-0.18;
26.90;3.599;-0.90;-0.13;
26.90;3.599;-1.00;-0.15;
26.91;3.601;-0.30;-0.04;
26.91;3.601;0.40;0.06;
26.92;3.602;1.10;0.16;
26.92;3.602;1.40;0.20;
26.92;3.603;1.80;0.26;
26.93;3.603;1.80;0.26;
26.93;3.605;0.90;0.13;
26.94;3.605;0.30;0.04;
26.94;3.605;-0.60;-0.09;
26.95;3.606;-0.90;-0.13;
26.95;3.607;-0.10;-0.01;
26.96;3.608;-0.10;-0.01;
26.97;3.609;-0.20;-0.03;
26.97;3.609;0.30;0.04;
26.98;3.610;-0.30;-0.04;
26.98;3.611;-0.30;-0.04;
26.99;3.611;0.60;0.09;
26.99;3.612;0.30;0.04;
27.00;3.612;0.40;0.06;
27.00;3.613;1.40;0.20;
27.00;3.614;0.10;0.01;
27.01;3.615;-0.20;-0.03;
27.01;3.615;-0.60;-0.09;
27.02;3.616;-1.50;-0.22;
27.02;3.616;-0.70;-0.10;
27.03;3.617;-0.50;-0.07;
27.03;3.618;-0.60;-0.09;
27.04;3.618;-1.30;-0.19;
27.05;3.619;-1.20;-0.18;
27.05;3.620;-0.80;-0.12;
27.06;3.621;-0.20;-0.03;
27.06;3.621;-0.00;-0.00;
27.07;3.622;-0.20;-0.03;
27.07;3.622;-0.50;-0.07;
27.08;3.623;-0.60;-0.09;
27.08;3.624;-0.00;-0.00;
27.08;3.625;0.40;0.06;
27.09;3.625;0.60;0.09;
27.09;3.625;0.90;0.13;
27.10;3.626;0.40;0.06;
27.10;3.627;0.60;0.09;
27.11;3.628;0.90;0.13;
27.11;3.628;-0.10;-0.01;
27.12;3.629;0.60;0.09;
27.13;3.630;0.50;0.07;
27.13;3.631;0.20;0.03;
27.14;3.631;0.80;0.12;
27.14;3.632;0.30;0.04;
27.15;3.632;-0.60;-0.09;
27.15;3.633;-0.50;-0.07;
27.16;3.634;-0.90;-0.13;
27.16;3.635;-0.70;-0.10;
27.17;3.635;-0.10;-0.01;
27.17;3.636;-0.00;-0.00;
27.17;3.636;0.50;0.07;
27.18;3.637;0.30;0.04;
27.18;3.638;0.30;0.04;
27.19;3.638;-0.10;-0.01;
27.19;3.639;-0.20;-0.03;
27.20;3.640;0.20;0.03;
27.20;3.641;-0.00;-0.00;
27.21;3.641;0.20;0.03;
27.22;3.642;0.60;0.09;
27.22;3.642;0.40;0.06;
27.23;3.643;0.30;0.04;
27.23;3.644;-0.40;-0.06;
27.24;3.645;-1.30;-0.19;
27.24;3.645;-0.90;-0.13;
27.25;3.646;-0.40;-0.06;
27.25;3.647;0.30;0.04;
27.25;3.647;0.30;0.04;
27.26;3.648;-0.10;-0.01;
27.26;3.648;-0.00;-0.00;
27.27;3.649;0.20;0.03;
27.27;3.650;0.40;0.06;
27.28;3.651;-0.10;-0.01;
27.28;3.651;-0.70;-0.10;
27.29;3.652;-0.70;-0.10;
27.30;3.652;-0.60;-0.09;
27.30;3.653;0.40;0.06;
27.31;3.654;0.80;0.12;
27.31;3.655;0.70;0.10;
27.32;3.655;1.30;0.19;
27.32;3.656;1.30;0.19;
27.33;3.657;1.40;0.20;
27.33;3.657;1.00;0.15;
27.33;3.658;0.60;0.09;
27.34;3.658;-0.10;-0.01;
27.34;3.659;-0.60;-0.09;
27.35;3.660;-0.80;-0.12;
27.35;3.661;-0.80;-0.12;
27.36;3.661;-0.10;-0.01;
27.36;3.662;0.10;0.01;
27.37;3.662;0.80;0.12;
27.38;3.663;1.20;0.18;
27.38;3.664;1.60;0.23;
27.39;3.664;1.50;0.22;
27.39;3.665;1.30;0.19;
27.40;3.666;0.90;0.13;
27.40;3.667;0.20;0.03;
27.41;3.667;1.00;0.15;
27.41;3.668;1.70;0.25;
27.42;3.668;2.30;0.34;
27.42;3.669;2.30;0.34;
27.42;3.670;2.20;0.32;
27.43;3.671;1.20;0.18;
27.43;3.671;0.70;0.10;
27.44;3.672;-0.30;-0.04;
27.44;3.672;-0.20;-0.03;
27.45;3.673;0.50;0.07;
27.45;3.674;0.60;0.09;
27.46;3.674;1.30;0.19;
27.47;3.675;0.90;0.13;
27.47;3.676;1.20;0.18;
27.48;3.677;1.30;0.19;
27.48;3.677;1.80;0.26;
27.49;3.678;1.60;0.23;
27.49;3.678;0.70;0.10;
27.50;3.679;0.60;0.09;
27.50;3.680;0.10;0.01;
27.50;3.681;0.30;0.04;
27.51;3.681;0.60;0.09;
27.51;3.682;0.90;0.13;
27.52;3.682;0.70;0.10;
27.52;3.683;0.80;0.12;
27.53;3.684;0.80;0.12;
27.53;3.684;-0.00;-0.00;
27.54;3.685;0.20;0.03;
27.55;3.686;0.30;0.04;
27.55;3.687;0.10;0.01;
27.56;3.687;0.60;0.09;
27.56;3.688;0.30;0.04;
27.57;3.688;0.10;0.01;
27.57;3.690;-0.10;-0.01;
27.58;3.690;-0.10;-0.01;
27.58;3.691;-0.40;-0.06;
27.58;3.691;-0.50;-0.07;
27.59;3.692;-0.50;-0.07;
27.59;3.693;-0.20;-0.03;
27.60;3.694;0.50;0.07;
27.60;3.694;-0.20;-0.03;
27.61;3.694;0.10;0.01;
27.61;3.695;0.30;0.04;
27.62;3.696;-0.50;-0.07;
27.63;3.697;0.60;0.09;
27.63;3.697;0.10;0.01;
27.64;3.698;-0.40;-0.06;
27.64;3.698;1.00;0.15;
27.65;3.699;0.90;0.13;
27.65;3.700;0.80;0.12;
27.66;3.701;0.60;0.09;
27.66;3.701;-0.90;-0.13;
27.67;3.702;-0.60;-0.09;
27.67;3.703;-0.00;-0.00;
27.67;3.703;0.10;0.01;
27.68;3.704;0.90;0.13;
27.68;3.704;0.60;0.09;
27.69;3.705;0.50;0.07;
27.69;3.706;0.50;0.07;
27.70;3.707;0.60;0.09;
27.70;3.707;0.80;0.12;
27.71;3.708;0.50;0.07;
27.72;3.708;0.50;0.07;
27.72;3.709;0.40;0.06;
27.73;3.710;0.20;0.03;
27.73;3.711;0.10;0.01;
27.74;3.711;0.20;0.03;
27.74;3.712;-0.40;-0.06;
27.75;3.713;-0.70;-0.10;
27.75;3.713;-0.70;-0.10;
27.75;3.714;-1.10;-0.16;
27.76;3.714;-1.00;-0.15;
27.76;3.715;-1.00;-0.15;
27.77;3.716;-0.70;-0.10;
27.77;3.717;-0.50;-0.07;
27.78;3.717;0.10;0.01;
27.78;3.718;0.20;0.03;
27.79;3.718;-0.10;-0.01;
27.80;3.719;-0.40;-0.06;
27.80;3.720;-0.10;-0.01;
27.81;3.720;-0.50;-0.07;
27.81;3.721;-0.10;-0.01;
27.82;3.722;1.20;0.18;
27.82;3.723;0.50;0.07;
27.83;3.723;0.40;0.06;
27.83;3.724;-0.20;-0.03;
27.83;3.724;-0.80;-0.12;
27.84;3.725;-1.20;-0.18;
27.84;3.726;-0.60;-0.09;
27.85;3.727;-0.60;-0.09;
27.85;3.727;-0.30;-0.04;
27.86;3.728;-0.10;-0.01;
27.86;3.728;-0.20;-0.03;
27.87;3.729;-0.50;-0.07;
27.88;3.730;-0.40;-0.06;
27.88;3.730;-0.30;-0.04;
27.89;3.731;-0.60;-0.09;
27.89;3.732;0.10;0.01;
27.90;3.733;-0.10;-0.01;
27.90;3.733;0.40;0.06;
27.91;3.734;0.60;0.09;
27.91;3.734;-0.20;-0.03;
27.92;3.735;0.20;0.03;
27.92;3.736;-0.40;-0.06;
27.92;3.737;-0.40;-0.06;
27.93;3.737;0.50;0.07;
27.93;3.738;-0.10;-0.01;
27.94;3.739;0.80;0.12;
27.94;3.739;1.70;0.25;
27.95;3.740;1.10;0.16;
27.95;3.740;0.50;0.07;
27.96;3.741;0.10;0.01;
27.97;3.742;-1.50;-0.22;
27.97;3.743;-1.00;-0.15;
27.98;3.743;0.20;0.03;
27.98;3.744;0.40;0.06;
27.99;3.744;0.80;0.12;
27.99;3.745;0.60;0.09;
28.00;3.746;0.10;0.01;
28.00;3.747;-0.80;-0.12;
28.00;3.747;-0.40;-0.06;
28.01;3.748;-0.10;-0.01;
28.01;3.749;-0.50;-0.07;
28.02;3.749;-0.00;-0.00;
28.02;3.750;-0.00;-0.00;
28.03;3.750;-0.50;-0.07;
28.03;3.751;0.90;0.13;
28.04;3.752;1.30;0.19;
28.05;3.753;1.60;0.23;
28.05;3.753;1.80;0.26;
28.06;3.754;0.60;0.09;
28.06;3.754;0.70;0.10;
28.07;3.755;0.20;0.03;
28.07;3.756;0.50;0.07;
28.08;3.757;0.70;0.10;
28.08;3.757;0.90;0.13;
28.08;3.758;0.80;0.12;
28.09;3.759;0.20;0.03;
28.09;3.759;-0.40;-0.06;
28.10;3.760;-1.30;-0.19;
28.10;3.760;-0.80;-0.12;
28.11;3.761;-0.90;-0.13;
28.11;3.762;-0.60;-0.09;
28.12;3.763;-0.10;-0.01;
28.13;3.763;-0.60;-0.09;
28.13;3.764;-0.10;-0.01;
28.14;3.764;0.20;0.03;
28.14;3.765;-0.00;-0.00;
28.15;3.766;1.10;0.16;
28.15;3.766;1.20;0.18;
28.16;3.767;1.60;0.23;
28.16;3.768;2.10;0.31;
28.17;3.769;1.60;0.23;
28.17;3.769;1.30;0.19;
28.17;3.770;0.80;0.12;
28.18;3.770;0.90;0.13;
28.18;3.771;0.90;0.13;
28.19;3.772;1.30;0.19;
28.19;3.773;1.70;0.25;
28.20;3.773;0.10;0.01;
28.20;3.774;0.20;0.03;
28.21;3.774;-0.50;-0.07;
28.22;3.775;-0.70;-0.10;
28.22;3.776;0.50;0.07;
28.23;3.776;-0.00;-0.00;
28.23;3.777;0.50;0.07;
28.24;3.778;0.80;0.12;
28.24;3.779;-0.00;-0.00;
28.25;3.779;-0.10;-0.01;
28.25;3.780;-0.20;-0.03;
28.25;3.780;-0.60;-0.09;
28.26;3.781;0.10;0.01;
28.26;3.782;0.50;0.07;
28.27;3.783;0.60;0.09;
28.27;3.783;1.10;0.16;
28.28;3.784;0.80;0.12;
28.28;3.784;1.00;0.15;
28.29;3.785;1.50;0.22;
28.30;3.786;0.90;0.13;
28.30;3.786;1.10;0.16;
28.31;3.787;0.60;0.09;
28.31;3.788;-0.00;-0.00;
28.32;3.789;-0.30;-0.04;
28.32;3.789;0.20;0.03;
28.33;3.790;0.40;0.06;
28.33;3.790;-0.00;-0.00;
28.33;3.791;0.20;0.03;
28.34;3.792;-0.60;-0.09;
28.34;3.793;-0.70;-0.10;
28.35;3.793;-0.30;-0.04;
28.35;3.794;-0.40;-0.06;
28.36;3.795;-0.30;-0.04;
28.36;3.795;-0.40;-0.06;
28.37;3.796;-0.30;-0.04;
28.38;3.796;-0.00;-0.00;
28.38;3.797;0.60;0.09;
28.39;3.798;1.40;0.20;
28.39;3.799;1.60;0.23;
28.40;3.799;1.60;0.23;
28.40;3.800;1.30;0.19;
28.41;3.800;0.40;0.06;
28.41;3.801;0.10;0.01;
28.42;3.802;0.20;0.03;
28.42;3.803;0.10;0.01;
28.42;3.803;0.40;0.06;
28.43;3.804;-0.20;-0.03;
28.43;3.805;-0.20;-0.03;
28.44;3.805;-0.40;-0.06;
28.44;3.806;-0.10;-0.01;
28.45;3.806;0.60;0.09;
28.45;3.807;0.90;0.13;
28.46;3.808;1.30;0.19;
28.47;3.809;1.40;0.20;
28.47;3.809;1.80;0.26;
28.48;3.810;1.30;0.19;
28.48;3.810;1.00;0.15;
28.49;3.811;0.10;0.01;
28.49;3.812;-1.00;-0.15;
28.50;3.813;-0.90;-0.13;
28.50;3.813;-0.50;-0.07;
28.50;3.814;-0.50;-0.07;
28.51;3.815;-0.00;-0.00;
28.51;3.815;0.60;0.09;
28.52;3.816;0.40;0.06;
28.52;3.816;0.50;0.07;
28.53;3.818;0.60;0.09;
28.53;3.818;-0.30;-0.04;
28.54;3.819;-0.40;-0.06;
28.55;3.819;0.10;0.01;
28.55;3.820;-0.10;-0.01;
28.56;3.820;0.40;0.06;
28.56;3.821;0.80;0.12;
28.57;3.822;0.50;0.07;
28.57;3.822;0.90;0.13;
28.58;3.823;0.60;0.09;
28.58;3.824;0.60;0.09;
28.58;3.825;0.40;0.06;
28.59;3.825;0.30;0.04;
28.59;3.826;0.60;0.09;
28.60;3.826;-0.10;-0.01;
28.60;3.827;0.10;0.01;
28.61;3.828;-0.50;-0.07;
28.61;3.829;-0.00;-0.00;
28.62;3.829;0.80;0.12;
28.63;3.830;0.40;0.06;
28.63;3.830;0.40;0.06;
28.64;3.831;-0.40;-0.06;
28.64;3.832;-0.40;-0.06;
28.65;3.832;-0.10;-0.01;
28.65;3.833;0.20;0.03;
28.66;3.834;0.30;0.04;
28.66;3.835;0.20;0.03;
28.67;3.835;0.50;0.07;
28.67;3.836;0.40;0.06;
28.67;3.836;-0.10;-0.01;
28.68;3.837;-1.20;-0.18;
28.68;3.838;-1.70;-0.25;
28.69;3.839;-1.90;-0.28;
28.69;3.839;-1.60;-0.23;
28.70;3.839;-1.40;-0.20;
28.70;3.841;-0.60;-0.09;
28.71;3.841;-0.80;-0.12;
28.72;3.842;-0.70;-0.10;
28.72;3.842;0.10;0.01;
28.73;3.843;-0.30;-0.04;
28.73;3.844;0.40;0.06;
28.74;3.845;0.60;0.09;
28.74;3.845;0.30;0.04;
28.75;3.846;0.10;0.01;
28.75;3.846;0.40;0.06;
28.75;3.847;0.10;0.01;
28.76;3.848;-0.70;-0.10;
28.76;3.849;-0.70;-0.10;
28.77;3.849;-1.50;-0.22;
28.77;3.850;-1.20;-0.18;
28.78;3.851;0.40;0.06;
28.78;3.851;0.80;0.12;
28.79;3.852;1.80;0.26;
28.80;3.852;1.60;0.23;
28.80;3.853;0.50;0.07;
28.81;3.854;0.50;0.07;
28.81;3.855;-0.60;-0.09;
28.82;3.855;-0.60;-0.09;
28.82;3.855;-0.50;-0.07;
28.83;3.856;-1.00;-0.15;
28.83;3.857;-0.40;-0.06;
28.83;3.858;-0.60;-0.09;
28.84;3.859;-0.60;-0.09;
28.84;3.859;-0.00;-0.00;
28.85;3.860;0.10;0.01;
28.85;3.861;-0.00;-0.00;
28.86;3.861;0.50;0.07;
28.86;3.862;-0.30;-0.04;
28.87;3.862;-0.60;-0.09;
28.88;3.863;-0.70;-0.10;
28.88;3.864;-0.80;-0.12;
28.89;3.865;0.10;0.01;
28.89;3.865;0.20;0.03;
28.90;3.866;0.20;0.03;
28.90;3.866;0.10;0.01;
28.91;3.867;-0.30;-0.04;
28.91;3.868;0.10;0.01;
28.92;3.868;0.90;0.13;
28.92;3.869;1.30;0.19;
28.92;3.870;1.10;0.16;
28.93;3.871;0.30;0.04;
28.93;3.871;0.20;0.03;
28.94;3.872;-0.10;-0.01;
28.94;3.872;-0.80;-0.12;
28.95;3.873;-0.60;-0.09;
28.95;3.874;-1.30;-0.19;
28.96;3.875;-1.50;-0.22;
28.97;3.875;-0.40;-0.06;
28.97;3.876;0.20;0.03;
28.98;3.876;0.60;0.09;
28.98;3.877;0.70;0.10;
28.99;3.878;0.50;0.07;
28.99;3.878;0.40;0.06;
29.00;3.879;0.80;0.12;
29.00;3.880;0.80;0.12;
29.00;3.881;0.40;0.06;
29.01;3.881;0.40;0.06;
29.01;3.882;0.10;0.01;
29.02;3.882;-0.80;-0.12;
29.02;3.883;-0.20;-0.03;
29.03;3.884;-0.80;-0.12;
29.03;3.885;-1.30;-0.19;
29.04;3.885;-0.00;-0.00;
29.05;3.886;-0.20;-0.03;
29.05;3.886;0.90;0.13;
29.06;3.887;0.80;0.12;
29.06;3.888;-0.00;-0.00;
29.07;3.888;-0.00;-0.00;
29.07;3.889;-1.10;-0.16;
29.08;3.890;-0.80;-0.12;
29.08;3.891;-0.30;-0.04;
29.08;3.891;-0.10;-0.01;
29.09;3.892;0.50;0.07;
29.09;3.892;1.20;0.18;
29.10;3.893;1.00;0.15;
29.10;3.894;0.30;0.04;
29.11;3.895;-0.30;-0.04;
29.11;3.895;-0.40;-0.06;
29.12;3.896;-0.30;-0.04;
29.13;3.897;0.50;0.07;
29.13;3.897;0.90;0.13;
29.14;3.898;0.60;0.09;
29.14;3.898;0.40;0.06;
29.15;3.899;0.10;0.01;
29.15;3.900;0.40;0.06;
29.16;3.901;0.50;0.07;
29.16;3.901;0.90;0.13;
29.17;3.902;0.70;0.10;
29.17;3.902;0.40;0.06;
29.17;3.903;-0.10;-0.01;
29.18;3.904;-0.50;-0.07;
29.18;3.905;-1.10;-0.16;
29.19;3.905;-1.00;-0.15;
29.19;3.906;-1.00;-0.15;
29.20;3.907;-1.20;-0.18;
29.20;3.907;-0.40;-0.06;
29.21;3.908;-0.00;-0.00;
29.22;3.908;0.40;0.06;
29.22;3.909;0.60;0.09;
29.23;3.909;1.20;0.18;
29.23;3.911;0.90;0.13;
29.24;3.911;0.60;0.09;
29.24;3.911;0.70;0.10;
29.25;3.912;0.50;0.07;
29.25;3.913;0.50;0.07;
29.25;3.914;0.30;0.04;
29.26;3.914;0.70;0.10;
29.26;3.915;-0.10;-0.01;
29.27;3.916;-0.10;-0.01;
29.27;3.917;-0.00;-0.00;
29.28;3.917;-0.50;-0.07;
29.28;3.918;0.40;0.06;
29.29;3.918;0.30;0.04;
29.30;3.919;0.50;0.07;
29.30;3.920;0.50;0.07;
29.31;3.921;0.30;0.04;
29.31;3.921;-0.00;-0.00;
29.32;3.921;-0.10;-0.01;
29.32;3.922;0.40;0.06;
29.33;3.923;0.30;0.04;
29.33;3.924;0.50;0.07;
29.33;3.924;0.50;0.07;
29.34;3.925;-0.50;-0.07;
29.34;3.926;-0.80;-0.12;
29.35;3.927;0.30;0.04;
29.35;3.927;0.70;0.10;
29.36;3.928;0.80;0.12;
29.36;3.928;1.20;0.18;
29.37;3.929;-0.20;-0.03;
29.38;3.930;-0.60;-0.09;
29.38;3.931;-0.90;-0.13;
29.39;3.931;-1.20;-0.18;
29.39;3.932;-0.30;-0.04;
29.40;3.932;-0.00;-0.00;
29.40;3.933;0.70;0.10;
29.41;3.934;0.40;0.06;
29.41;3.934;-0.00;-0.00;
29.42;3.935;-0.10;-0.01;
29.42;3.936;-0.20;-0.03;
29.42;3.937;0.10;0.01;
29.43;3.938;0.30;0.04;
29.43;3.938;0.10;0.01;
29.44;3.938;-0.60;-0.09;
29.44;3.940;-0.80;-0.12;
29.45;3.940;-0.80;-0.12;
29.45;3.941;-0.50;-0.07;
29.46;3.941;0.10;0.01;
29.47;3.942;0.30;0.04;
29.47;3.943;0.70;0.10;
29.48;3.944;0.10;0.01;
29.48;3.944;0.80;0.12;
29.49;3.944;0.70;0.10;
29.49;3.945;0.50;0.07;
29.50;3.946;0.90;0.13;
29.50;3.947;0.20;0.03;
29.50;3.947;0.50;0.07;
29.51;3.948;-0.10;-0.01;
29.51;3.948;-0.60;-0.09;
29.52;3.950;-0.60;-0.09;
29.52;3.950;-0.70;-0.10;
29.53;3.951;-0.50;-0.07;
29.53;3.951;0.50;0.07;
29.54;3.952;0.30;0.04;
29.55;3.953;0.40;0.06;
29.55;3.954;0.70;0.10;
29.56;3.954;1.10;0.16;
29.56;3.954;1.20;0.18;
29.57;3.955;1.30;0.19;
29.57;3.956;0.70;0.10;
29.58;3.957;-0.50;-0.07;
29.58;3.957;-0.10;-0.01;
29.58;3.958;-1.30;-0.19;
29.59;3.958;-0.10;-0.01;
29.59;3.960;0.10;0.01;
29.60;3.960;0.40;0.06;
29.60;3.961;1.10;0.16;
29.61;3.961;0.60;0.09;
29.61;3.962;0.60;0.09;
29.62;3.963;0.70;0.10;
29.63;3.963;1.10;0.16;
29.63;3.964;0.70;0.10;
29.64;3.964;0.40;0.06;
29.64;3.965;-0.20;-0.03;
29.65;3.966;-0.10;-0.01;
29.65;3.967;-0.00;-0.00;
29.66;3.967;1.00;0.15;
29.66;3.968;0.60;0.09;
29.67;3.968;0.30;0.04;
29.67;3.969;0.40;0.06;
29.67;3.970;-1.30;-0.19;
29.68;3.970;-0.00;-0.00;
29.68;3.971;0.50;0.07;
29.69;3.972;0.30;0.04;
29.69;3.973;1.20;0.18;
29.70;3.973;0.30;0.04;
29.70;3.974;-0.10;-0.01;
29.71;3.974;0.10;0.01;
29.72;3.975;0.50;0.07;
29.72;3.976;0.20;0.03;
29.73;3.977;-0.00;-0.00;
29.73;3.977;-0.20;-0.03;
29.74;3.978;-0.80;-0.12;
29.74;3.978;-0.50;-0.07;
29.75;3.979;-0.10;-0.01;
29.75;3.980;-0.30;-0.04;
29.75;3.980;-0.20;-0.03;
29.76;3.981;0.10;0.01;
29.76;3.982;0.20;0.03;
29.77;3.983;0.50;0.07;
29.77;3.983;1.10;0.16;
29.78;3.984;1.20;0.18;
29.78;3.984;0.30;0.04;
29.79;3.985;0.10;0.01;
29.80;3.986;-0.20;-0.03;
29.80;3.987;-0.30;-0.04;
29.81;3.987;0.20;0.03;
29.81;3.988;0.10;0.01;
29.82;3.989;-0.30;-0.04;
29.82;3.989;-1.00;-0.15;
29.83;3.990;-0.70;-0.10;
29.83;3.990;-0.20;-0.03;
29.83;3.991;0.70;0.10;
29.84;3.992;0.80;0.12;
29.84;3.993;1.00;0.15;
29.85;3.993;0.90;0.13;
29.85;3.994;-0.10;-0.01;
29.86;3.994;-0.10;-0.01;
29.86;3.995;-0.70;-0.10;
29.87;3.996;-0.20;-0.03;
29.88;3.997;0.10;0.01;
29.88;3.997;-0.00;-0.00;
29.89;3.998;0.20;0.03;
29.89;3.999;-0.50;-0.07;
29.90;4.000;-0.50;-0.07;
29.90;4.000;-0.30;-0.04;
29.91;4.001;-0.30;-0.04;
29.91;4.002;-0.80;-0.12;
29.92;4.002;-0.30;-0.04;
29.92;4.003;0.10;0.01;
29.92;4.003;-0.60;-0.09;
29.93;4.004;-0.00;-0.00;
29.93;4.004;0.10;0.01;
29.94;4.005;-0.30;-0.04;
29.94;4.006;1.20;0.18;
29.95;4.006;0.90;0.13;
29.95;4.007;0.40;0.06;
29.96;4.008;0.50;0.07;
29.97;4.009;-0.30;-0.04;
29.97;4.009;-0.20;-0.03;
29.98;4.010;-0.20;-0.03;
29.98;4.010;-0.40;-0.06;
29.99;4.011;-1.30;-0.19;
29.99;4.012;-0.90;-0.13;
30.00;4.012;-1.20;-0.18;
30.00;4.013;-0.80;-0.12;
30.00;4.014;-0.40;-0.06;
30.01;4.015;-0.90;-0.13;
30.01;4.015;-0.30;-0.04;
30.02;4.016;-0.10;-0.01;
30.02;4.016;0.20;0.03;
30.03;4.017;0.40;0.06;
30.03;4.018;0.10;0.01;
30.04;4.018;-0.30;-0.04;
30.05;4.019;-0.50;-0.07;
30.05;4.020;-1.00;-0.15;
30.06;4.021;-1.30;-0.19;
30.06;4.021;-1.40;-0.20;
30.07;4.022;-0.90;-0.13;
30.07;4.023;-0.40;-0.06;
30.08;4.023;0.40;0.06;
30.08;4.024;0.20;0.03;
30.08;4.024;-0.10;-0.01;
30.09;4.025;-0.00;-0.00;
30.09;4.026;-0.30;-0.04;
30.10;4.027;0.20;0.03;
30.10;4.027;0.20;0.03;
30.11;4.028;0.20;0.03;
30.11;4.029;-0.00;-0.00;
30.12;4.029;-0.40;-0.06;
30.13;4.030;0.40;0.06;
30.13;4.030;0.70;0.10;
30.14;4.031;1.80;0.26;
30.14;4.032;2.40;0.35;
30.15;4.032;2.30;0.34;
30.15;4.033;2.00;0.29;
30.16;4.034;1.30;0.19;
30.16;4.035;0.70;0.10;
30.17;4.035;0.30;0.04;
30.17;4.036;0.10;0.01;
30.17;4.036;0.10;0.01;
30.18;4.037;0.80;0.12;
30.18;4.038;0.70;0.10;
30.19;4.038;0.90;0.13;
30.19;4.039;0.60;0.09;
30.20;4.040;-0.20;-0.03;
30.20;4.041;-1.00;-0.15;
30.21;4.041;-0.40;-0.06;
30.22;4.042;-0.30;-0.04;
30.22;4.043;-0.30;-0.04;
30.23;4.043;0.80;0.12;
30.23;4.044;-0.30;-0.04;
30.24;4.044;-0.50;-0.07;
30.24;4.045;-0.20;-0.03;
30.25;4.046;-0.60;-0.09;
30.25;4.047;0.30;0.04;
30.25;4.047;-0.30;-0.04;
30.26;4.048;-0.60;-0.09;
30.26;4.049;-0.20;-0.03;
30.27;4.049;-0.30;-0.04;
30.27;4.050;0.70;0.10;
30.28;4.050;0.80;0.12;
30.28;4.051;0.40;0.06;
