
Zeit;Weg;Kraft;Biegespannung;
s;mm;N;N/mm²;
73.35;9.792;5345.20;780.89;
73.35;9.793;5345.80;780.98;
73.36;9.794;5346.00;781.01;
73.36;9.795;5346.00;781.01;
73.36;9.795;5346.20;781.04;
73.37;9.796;5345.80;780.98;
73.38;9.797;5346.50;781.08;
73.38;9.797;5346.60;781.10;
73.39;9.798;5346.50;781.08;
73.39;9.799;5347.10;781.17;
73.39;9.799;5347.20;781.18;
73.40;9.800;5347.80;781.27;
73.40;9.800;5348.30;781.34;
73.41;9.801;5348.60;781.39;
73.42;9.802;5348.60;781.39;
73.42;9.802;5348.30;781.34;
73.43;9.803;5349.50;781.52;
73.43;9.804;5349.90;781.58;
73.43;9.804;5350.40;781.65;
73.44;9.805;5351.00;781.74;
73.44;9.806;5350.20;781.62;
73.45;9.807;5351.00;781.74;
73.46;9.807;5351.50;781.81;
73.46;9.808;5352.20;781.91;
73.46;9.809;5353.10;782.05;
73.47;9.809;5353.30;782.07;
73.47;9.810;5352.70;781.99;
73.48;9.811;5353.00;782.03;
73.49;9.811;5353.40;782.09;
73.49;9.812;5353.30;782.07;
73.50;9.813;5354.50;782.25;
73.50;9.813;5355.40;782.38;
73.50;9.814;5356.40;782.53;
73.51;9.814;5356.40;782.53;
73.51;9.815;5356.60;782.56;
73.52;9.816;5356.00;782.47;
73.53;9.816;5355.20;782.35;
73.53;9.817;5356.40;782.53;
73.54;9.818;5357.10;782.63;
73.54;9.818;5358.00;782.76;
73.54;9.819;5358.80;782.88;
73.55;9.820;5358.70;782.86;
73.56;9.821;5358.80;782.88;
73.56;9.821;5358.80;782.88;
73.57;9.822;5359.70;783.01;
73.57;9.823;5360.50;783.13;
73.57;9.823;5360.90;783.18;
73.58;9.823;5361.10;783.21;
73.58;9.825;5360.30;783.10;
73.59;9.825;5360.30;783.10;
73.60;9.825;5361.10;783.21;
73.60;9.826;5361.70;783.30;
73.61;9.827;5362.60;783.43;
73.61;9.828;5363.00;783.49;
73.61;9.828;5363.00;783.49;
73.62;9.829;5363.30;783.54;
73.63;9.830;5364.50;783.71;
73.63;9.830;5364.90;783.77;
73.64;9.831;5365.70;783.89;
73.64;9.832;5366.60;784.02;
73.64;9.833;5366.50;784.00;
73.65;9.833;5366.90;784.06;
73.65;9.833;5367.40;784.13;
73.66;9.835;5368.40;784.28;
73.67;9.835;5368.90;784.35;
73.67;9.835;5369.90;784.50;
73.68;9.837;5370.30;784.56;
73.68;9.837;5370.30;784.56;
73.68;9.837;5371.60;784.75;
73.69;9.839;5371.20;784.69;
73.69;9.839;5371.70;784.76;
73.70;9.840;5373.00;784.95;
73.71;9.840;5372.70;784.91;
73.71;9.841;5373.00;784.95;
73.71;9.842;5373.50;785.03;
73.72;9.842;5373.10;784.97;
73.72;9.843;5373.60;785.04;
73.73;9.844;5375.50;785.32;
73.74;9.844;5376.10;785.41;
73.74;9.845;5376.70;785.49;
73.75;9.845;5377.10;785.55;
73.75;9.847;5377.00;785.54;
73.75;9.847;5377.20;785.57;
73.76;9.847;5377.90;785.67;
73.76;9.849;5378.30;785.73;
73.77;9.849;5378.90;785.81;
73.78;9.849;5379.40;785.89;
73.78;9.851;5379.60;785.92;
73.79;9.851;5379.70;785.93;
73.79;9.851;5379.80;785.95;
73.79;9.852;5380.60;786.06;
73.80;9.853;5380.70;786.08;
73.81;9.854;5381.70;786.22;
73.81;9.854;5382.30;786.31;
73.82;9.855;5382.70;786.37;
73.82;9.856;5383.60;786.50;
73.82;9.856;5383.90;786.54;
73.83;9.857;5384.70;786.66;
73.83;9.858;5385.20;786.73;
73.84;9.858;5385.70;786.81;
73.85;9.859;5386.50;786.92;
73.85;9.859;5386.50;786.92;
73.86;9.861;5387.40;787.06;
73.86;9.861;5387.90;787.13;
73.86;9.861;5388.50;787.22;
73.87;9.863;5388.80;787.26;
73.88;9.863;5389.20;787.32;
73.88;9.863;5389.60;787.38;
73.89;9.865;5390.20;787.47;
73.89;9.865;5391.30;787.63;
73.89;9.866;5391.90;787.71;
73.90;9.866;5393.10;787.89;
73.90;9.867;5393.00;787.87;
73.91;9.868;5393.70;787.98;
73.92;9.868;5394.40;788.08;
73.92;9.869;5394.80;788.14;
73.93;9.870;5396.80;788.43;
73.93;9.870;5397.50;788.53;
73.93;9.871;5398.10;788.62;
73.94;9.872;5399.00;788.75;
73.94;9.873;5398.80;788.72;
73.95;9.873;5399.20;788.78;
73.96;9.873;5400.30;788.94;
73.96;9.875;5400.40;788.96;
73.96;9.875;5401.00;789.04;
73.97;9.875;5401.80;789.16;
73.97;9.877;5401.60;789.13;
73.98;9.877;5402.60;789.28;
73.99;9.877;5403.30;789.38;
73.99;9.878;5403.60;789.42;
74.00;9.879;5404.20;789.51;
74.00;9.880;5404.60;789.57;
74.00;9.880;5404.80;789.60;
74.01;9.881;5405.40;789.69;
74.01;9.882;5406.20;789.80;
74.02;9.882;5407.40;789.98;
74.03;9.883;5408.20;790.10;
74.03;9.884;5408.10;790.08;
74.04;9.884;5408.50;790.14;
74.04;9.885;5408.60;790.15;
74.04;9.885;5410.00;790.36;
74.05;9.887;5411.20;790.53;
74.06;9.887;5411.70;790.61;
74.06;9.887;5411.80;790.62;
74.07;9.889;5411.70;790.61;
74.07;9.889;5412.40;790.71;
74.07;9.889;5413.60;790.88;
74.08;9.891;5415.00;791.09;
74.08;9.891;5416.00;791.23;
74.09;9.892;5416.60;791.32;
74.10;9.892;5417.00;791.38;
74.10;9.893;5417.50;791.45;
74.11;9.894;5417.90;791.51;
74.11;9.894;5418.80;791.64;
74.11;9.895;5419.40;791.73;
74.12;9.896;5419.90;791.80;
74.13;9.896;5420.80;791.94;
74.13;9.897;5420.90;791.95;
74.14;9.898;5421.00;791.96;
74.14;9.899;5422.00;792.11;
74.14;9.899;5422.10;792.13;
74.15;9.899;5423.50;792.33;
74.15;9.901;5425.00;792.55;
74.16;9.901;5425.50;792.62;
74.17;9.901;5426.10;792.71;
74.17;9.903;5426.30;792.74;
74.18;9.903;5426.20;792.72;
74.18;9.903;5426.10;792.71;
74.18;9.905;5426.60;792.78;
74.19;9.905;5426.90;792.83;
74.19;9.906;5427.10;792.86;
74.20;9.906;5427.50;792.91;
74.21;9.907;5428.30;793.03;
74.21;9.908;5429.30;793.18;
74.21;9.908;5430.90;793.41;
74.22;9.909;5432.30;793.62;
74.22;9.910;5433.00;793.72;
74.23;9.910;5433.60;793.81;
74.24;9.911;5434.30;793.91;
74.24;9.911;5434.70;793.97;
74.25;9.913;5435.10;794.02;
74.25;9.913;5436.40;794.21;
74.25;9.913;5436.00;794.16;
74.26;9.915;5436.90;794.29;
74.26;9.915;5437.40;794.36;
74.27;9.915;5437.50;794.38;
74.28;9.917;5438.00;794.45;
74.28;9.917;5437.50;794.38;
74.29;9.917;5438.30;794.49;
74.29;9.918;5439.20;794.62;
74.29;9.919;5439.60;794.68;
74.30;9.920;5441.50;794.96;
74.31;9.920;5442.30;795.08;
74.31;9.921;5443.10;795.19;
74.32;9.922;5444.30;795.37;
74.32;9.922;5444.30;795.37;
74.32;9.923;5444.60;795.41;
74.33;9.924;5444.30;795.37;
74.33;9.925;5445.00;795.47;
74.34;9.925;5445.60;795.56;
74.35;9.925;5445.90;795.60;
74.35;9.927;5446.50;795.69;
74.36;9.927;5447.60;795.85;
74.36;9.927;5448.50;795.98;
74.36;9.929;5449.10;796.07;
74.37;9.929;5450.10;796.22;
74.38;9.929;5450.20;796.23;
74.38;9.931;5450.90;796.33;
74.39;9.931;5451.80;796.46;
74.39;9.932;5452.90;796.63;
74.39;9.932;5453.30;796.68;
74.40;9.933;5453.10;796.65;
74.40;9.934;5453.70;796.74;
74.41;9.934;5454.50;796.86;
74.42;9.935;5455.10;796.95;
74.42;9.936;5456.20;797.11;
74.43;9.936;5457.00;797.22;
74.43;9.937;5457.20;797.25;
74.43;9.938;5457.30;797.27;
74.44;9.939;5457.60;797.31;
74.44;9.939;5458.60;797.46;
74.45;9.939;5459.50;797.59;
74.46;9.941;5460.50;797.74;
74.46;9.941;5461.10;797.82;
74.46;9.941;5460.70;797.76;
74.47;9.943;5460.50;797.74;
74.47;9.943;5461.50;797.88;
74.48;9.943;5462.30;798.00;
74.49;9.944;5463.30;798.14;
74.49;9.945;5464.30;798.29;
74.50;9.946;5464.50;798.32;
74.50;9.946;5465.30;798.44;
74.50;9.947;5466.20;798.57;
74.51;9.948;5466.90;798.67;
74.51;9.948;5467.80;798.80;
74.52;9.949;5468.20;798.86;
74.53;9.950;5468.50;798.90;
74.53;9.950;5469.70;799.08;
74.54;9.951;5469.90;799.11;
74.54;9.951;5470.80;799.24;
74.54;9.953;5471.80;799.39;
74.55;9.953;5470.60;799.21;
74.56;9.953;5471.20;799.30;
74.56;9.955;5471.30;799.31;
74.57;9.955;5471.80;799.39;
74.57;9.955;5472.60;799.50;
74.57;9.957;5473.10;799.58;
74.58;9.957;5474.40;799.77;
74.58;9.958;5474.50;799.78;
74.59;9.958;5475.80;799.97;
74.60;9.959;5476.50;800.07;
74.60;9.960;5476.40;800.06;
74.61;9.960;5477.40;800.20;
74.61;9.961;5478.10;800.31;
74.61;9.962;5478.20;800.32;
74.62;9.962;5478.60;800.38;
74.63;9.963;5478.70;800.39;
74.63;9.964;5479.20;800.47;
74.64;9.965;5479.80;800.56;
74.64;9.965;5480.60;800.67;
74.64;9.965;5481.40;800.79;
74.65;9.967;5481.70;800.83;
74.65;9.967;5482.00;800.88;
74.66;9.967;5483.00;801.02;
74.67;9.969;5484.30;801.21;
74.67;9.969;5484.80;801.29;
74.68;9.969;5485.70;801.42;
74.68;9.970;5485.50;801.39;
74.68;9.971;5485.50;801.39;
74.69;9.972;5485.80;801.43;
74.69;9.972;5486.40;801.52;
74.70;9.973;5487.10;801.62;
74.71;9.974;5487.50;801.68;
74.71;9.974;5488.30;801.80;
74.71;9.975;5488.60;801.84;
74.72;9.976;5489.50;801.97;
74.72;9.976;5490.10;802.06;
74.73;9.977;5490.90;802.18;
74.74;9.977;5491.90;802.32;
74.74;9.979;5492.50;802.41;
74.75;9.979;5493.20;802.51;
74.75;9.979;5493.30;802.53;
74.75;9.981;5494.10;802.64;
74.76;9.981;5494.60;802.72;
74.76;9.981;5495.50;802.85;
74.77;9.983;5496.00;802.92;
74.78;9.983;5496.60;803.01;
74.78;9.983;5496.90;803.05;
74.79;9.984;5497.20;803.10;
74.79;9.985;5497.80;803.18;
74.79;9.986;5498.00;803.21;
74.80;9.986;5498.20;803.24;
74.81;9.987;5498.70;803.32;
74.81;9.988;5499.20;803.39;
74.82;9.988;5500.00;803.51;
74.82;9.989;5501.20;803.68;
74.82;9.990;5501.50;803.73;
74.83;9.991;5501.90;803.78;
74.83;9.991;5502.50;803.87;
74.84;9.991;5502.90;803.93;
74.85;9.993;5504.10;804.11;
74.85;9.993;5504.70;804.19;
74.86;9.993;5504.60;804.18;
74.86;9.995;5505.30;804.28;
74.86;9.995;5505.30;804.28;
74.87;9.996;5506.40;804.44;
74.88;9.997;5506.20;804.41;
74.88;9.997;5506.30;804.43;
74.89;9.998;5506.70;804.49;
74.89;9.998;5506.40;804.44;
74.89;9.999;5508.20;804.70;
74.90;10.000;5508.90;804.81;
74.90;10.000;5509.00;804.82;
74.91;10.001;5509.80;804.94;
74.92;10.002;5509.10;804.84;
74.92;10.002;5508.70;804.78;
74.93;10.003;5509.20;804.85;
74.93;10.003;5510.00;804.97;
74.93;10.005;5511.00;805.11;
74.94;10.005;5511.80;805.23;
74.94;10.006;5512.40;805.32;
74.95;10.007;5512.90;805.39;
74.96;10.007;5514.00;805.55;
74.96;10.008;5515.60;805.79;
74.96;10.009;5516.20;805.87;
74.97;10.009;5516.50;805.92;
74.97;10.010;5517.00;805.99;
74.98;10.010;5516.70;805.95;
74.99;10.011;5517.40;806.05;
74.99;10.012;5518.30;806.18;
75.00;10.012;5518.20;806.17;
75.00;10.013;5518.90;806.27;
75.00;10.014;5519.30;806.33;
75.01;10.014;5519.10;806.30;
75.01;10.015;5519.60;806.37;
75.02;10.016;5520.20;806.46;
75.03;10.017;5520.40;806.49;
75.03;10.017;5521.40;806.63;
75.04;10.018;5522.30;806.76;
75.04;10.019;5522.90;806.85;
75.04;10.019;5523.60;806.95;
75.05;10.020;5524.30;807.06;
75.06;10.021;5524.50;807.09;
75.06;10.021;5524.10;807.03;
75.07;10.022;5525.40;807.22;
75.07;10.023;5525.80;807.28;
75.07;10.023;5526.20;807.33;
75.08;10.024;5527.60;807.54;
75.08;10.024;5526.90;807.44;
75.09;10.025;5527.50;807.52;
75.10;10.026;5528.00;807.60;
75.10;10.026;5528.20;807.63;
75.11;10.027;5529.40;807.80;
75.11;10.028;5530.00;807.89;
75.11;10.028;5530.30;807.93;
75.12;10.029;5531.10;808.05;
75.13;10.030;5531.40;808.09;
75.13;10.031;5531.60;808.12;
75.14;10.031;5532.70;808.28;
75.14;10.032;5532.80;808.30;
75.14;10.033;5533.00;808.33;
75.15;10.033;5533.20;808.36;
75.15;10.034;5534.10;808.49;
75.16;10.035;5534.40;808.53;
75.17;10.035;5534.80;808.59;
75.17;10.035;5535.30;808.66;
75.18;10.036;5535.10;808.63;
75.18;10.037;5535.20;808.65;
75.18;10.038;5535.70;808.72;
75.19;10.038;5536.30;808.81;
75.19;10.039;5536.70;808.87;
75.20;10.040;5537.10;808.93;
75.21;10.040;5537.40;808.97;
75.21;10.041;5537.80;809.03;
75.21;10.042;5539.00;809.20;
75.22;10.042;5539.80;809.32;
75.22;10.043;5540.70;809.45;
75.23;10.043;5541.10;809.51;
75.24;10.045;5540.70;809.45;
75.24;10.045;5541.60;809.58;
75.25;10.045;5542.70;809.74;
75.25;10.047;5543.70;809.89;
75.25;10.047;5544.50;810.01;
75.26;10.047;5545.10;810.09;
75.26;10.049;5546.40;810.28;
75.27;10.049;5546.40;810.28;
75.28;10.050;5547.20;810.40;
75.28;10.050;5547.80;810.49;
75.29;10.051;5547.30;810.42;
75.29;10.052;5547.50;810.45;
75.29;10.052;5548.00;810.52;
75.30;10.053;5548.50;810.59;
75.31;10.054;5549.10;810.68;
75.31;10.054;5550.00;810.81;
75.32;10.055;5550.80;810.93;
75.32;10.056;5551.50;811.03;
75.32;10.057;5552.30;811.15;
75.33;10.057;5553.10;811.26;
75.33;10.057;5553.40;811.31;
75.34;10.059;5554.70;811.50;
75.35;10.059;5554.70;811.50;
75.35;10.060;5555.30;811.59;
75.36;10.061;5556.60;811.78;
75.36;10.061;5556.20;811.72;
75.36;10.061;5556.80;811.80;
75.37;10.063;5558.00;811.98;
75.38;10.063;5558.40;812.04;
75.38;10.064;5558.70;812.08;
75.39;10.064;5559.50;812.20;
75.39;10.065;5559.70;812.23;
75.39;10.066;5559.40;812.18;
75.40;10.066;5560.50;812.34;
75.40;10.067;5561.00;812.42;
75.41;10.068;5561.80;812.53;
75.42;10.068;5563.10;812.72;
75.42;10.069;5563.40;812.77;
75.43;10.070;5563.90;812.84;
75.43;10.071;5564.10;812.87;
75.43;10.071;5564.60;812.94;
75.44;10.071;5565.00;813.00;
75.44;10.073;5566.00;813.15;
75.45;10.073;5566.30;813.19;
75.46;10.073;5566.50;813.22;
75.46;10.075;5567.40;813.35;
75.46;10.075;5567.10;813.31;
75.47;10.075;5567.70;813.40;
75.47;10.076;5569.00;813.59;
75.48;10.077;5568.70;813.54;
75.49;10.078;5569.40;813.65;
75.49;10.078;5570.10;813.75;
75.50;10.079;5569.00;813.59;
75.50;10.080;5569.90;813.72;
75.50;10.080;5571.20;813.91;
75.51;10.081;5571.60;813.97;
75.51;10.082;5573.00;814.17;
75.52;10.083;5573.80;814.29;
75.53;10.083;5573.60;814.26;
75.53;10.083;5574.30;814.36;
75.54;10.085;5575.40;814.52;
75.54;10.085;5575.70;814.57;
75.54;10.085;5575.80;814.58;
75.55;10.087;5576.50;814.68;
75.56;10.087;5576.20;814.64;
75.56;10.087;5577.60;814.84;
75.57;10.089;5578.40;814.96;
75.57;10.089;5578.50;814.97;
75.57;10.090;5579.10;815.06;
75.58;10.090;5578.50;814.97;
75.58;10.091;5579.20;815.08;
75.59;10.092;5580.20;815.22;
75.60;10.092;5581.30;815.38;
75.60;10.093;5582.20;815.52;
75.61;10.094;5581.90;815.47;
75.61;10.094;5581.70;815.44;
75.61;10.095;5581.40;815.40;
75.62;10.095;5582.10;815.50;
75.63;10.097;5582.50;815.56;
75.63;10.097;5583.00;815.63;
75.64;10.097;5583.90;815.76;
75.64;10.099;5583.90;815.76;
75.64;10.099;5585.50;816.00;
75.65;10.099;5586.30;816.11;
75.65;10.101;5586.60;816.16;
75.66;10.101;5587.70;816.32;
75.67;10.101;5587.60;816.30;
75.67;10.102;5588.30;816.41;
75.68;10.103;5589.00;816.51;
75.68;10.104;5589.10;816.52;
75.68;10.104;5589.30;816.55;
75.69;10.105;5589.40;816.57;
75.69;10.106;5589.10;816.52;
75.70;10.106;5589.50;816.58;
75.71;10.107;5590.80;816.77;
75.71;10.108;5591.40;816.86;
75.71;10.108;5592.90;817.08;
75.72;10.109;5593.80;817.21;
75.72;10.109;5594.20;817.27;
75.73;10.111;5594.40;817.30;
75.74;10.111;5593.80;817.21;
75.74;10.111;5594.20;817.27;
75.75;10.113;5594.90;817.37;
75.75;10.113;5595.40;817.44;
75.75;10.113;5596.20;817.56;
75.76;10.115;5596.80;817.65;
75.76;10.115;5597.10;817.69;
75.77;10.116;5597.40;817.74;
75.78;10.116;5597.30;817.72;
75.78;10.117;5597.60;817.76;
75.79;10.118;5597.80;817.79;
75.79;10.118;5599.20;818.00;
75.79;10.119;5600.90;818.25;
75.80;10.120;5600.40;818.17;
75.81;10.120;5600.70;818.22;
75.81;10.121;5600.80;818.23;
75.82;10.122;5601.10;818.28;
75.82;10.123;5602.30;818.45;
75.82;10.123;5603.40;818.61;
75.83;10.123;5604.00;818.70;
75.83;10.125;5603.50;818.63;
75.84;10.125;5604.50;818.77;
75.85;10.125;5604.60;818.79;
75.85;10.127;5603.90;818.69;
75.86;10.127;5604.80;818.82;
75.86;10.127;5605.10;818.86;
75.86;10.128;5605.60;818.93;
75.87;10.129;5607.50;819.21;
75.88;10.130;5608.00;819.28;
75.88;10.130;5608.60;819.37;
75.89;10.131;5609.30;819.47;
75.89;10.132;5609.60;819.52;
75.89;10.132;5610.00;819.58;
75.90;10.133;5610.90;819.71;
75.90;10.134;5611.60;819.81;
75.91;10.134;5611.60;819.81;
75.92;10.135;5612.20;819.90;
75.92;10.135;5612.00;819.87;
75.93;10.137;5612.50;819.94;
75.93;10.137;5613.90;820.15;
75.93;10.137;5614.50;820.23;
75.94;10.139;5614.50;820.23;
75.94;10.139;5614.10;820.18;
75.95;10.139;5613.10;820.03;
75.96;10.141;5613.70;820.12;
75.96;10.141;5614.80;820.28;
75.96;10.142;5614.80;820.28;
75.97;10.142;5616.70;820.56;
75.97;10.143;5617.20;820.63;
75.98;10.144;5617.00;820.60;
75.99;10.144;5618.70;820.85;
75.99;10.145;5618.90;820.88;
76.00;10.146;5619.40;820.95;
76.00;10.146;5620.50;821.11;
76.00;10.147;5620.40;821.10;
76.01;10.148;5620.90;821.17;
76.01;10.149;5621.70;821.29;
76.02;10.149;5623.00;821.48;
76.03;10.149;5623.80;821.59;
76.03;10.151;5623.90;821.61;
76.04;10.151;5623.70;821.58;
76.04;10.151;5622.90;821.46;
76.04;10.153;5623.20;821.50;
76.05;10.153;5624.10;821.64;
76.06;10.153;5625.10;821.78;
76.06;10.155;5625.60;821.86;
76.07;10.155;5625.70;821.87;
76.07;10.156;5625.60;821.86;
76.07;10.156;5625.90;821.90;
76.08;10.157;5627.00;822.06;
76.08;10.158;5627.60;822.15;
76.09;10.158;5628.10;822.22;
76.10;10.159;5628.30;822.25;
76.10;10.160;5627.60;822.15;
76.11;10.160;5628.00;822.21;
76.11;10.161;5629.10;822.37;
76.11;10.161;5629.60;822.44;
76.12;10.163;5631.00;822.64;
76.13;10.163;5631.80;822.76;
76.13;10.163;5632.70;822.89;
76.14;10.165;5633.40;822.99;
76.14;10.165;5633.70;823.04;
76.14;10.165;5633.70;823.04;
76.15;10.167;5633.50;823.01;
76.15;10.167;5633.90;823.07;
76.16;10.167;5635.20;823.26;
76.17;10.168;5636.20;823.40;
76.17;10.169;5637.00;823.52;
76.18;10.170;5637.50;823.59;
76.18;10.170;5637.30;823.56;
76.18;10.171;5638.10;823.68;
76.19;10.172;5638.40;823.73;
76.19;10.172;5638.60;823.75;
76.20;10.173;5638.50;823.74;
76.21;10.174;5638.50;823.74;
76.21;10.175;5638.40;823.73;
76.21;10.175;5638.70;823.77;
76.22;10.175;5639.10;823.83;
76.22;10.177;5639.80;823.93;
76.23;10.177;5640.20;823.99;
76.24;10.177;5640.30;824.00;
76.24;10.179;5641.10;824.12;
76.25;10.179;5641.20;824.13;
76.25;10.179;5642.20;824.28;
76.25;10.181;5644.10;824.56;
76.26;10.181;5644.80;824.66;
76.26;10.182;5645.30;824.73;
76.27;10.182;5645.30;824.73;
76.28;10.183;5645.20;824.72;
76.28;10.184;5645.60;824.78;
76.29;10.184;5645.90;824.82;
76.29;10.185;5646.60;824.92;
76.29;10.186;5646.80;824.95;
76.30;10.186;5647.40;825.04;
76.31;10.187;5647.30;825.03;
76.31;10.188;5647.20;825.01;
76.32;10.189;5647.40;825.04;
76.32;10.189;5647.00;824.98;
76.32;10.189;5648.40;825.19;
76.33;10.191;5648.80;825.24;
76.33;10.191;5650.00;825.42;
76.34;10.191;5651.30;825.61;
76.35;10.193;5650.90;825.55;
76.35;10.193;5652.10;825.73;
76.36;10.193;5651.00;825.57;
76.36;10.194;5651.40;825.62;
76.36;10.195;5651.90;825.70;
76.37;10.196;5651.90;825.70;
76.38;10.196;5653.10;825.87;
76.38;10.197;5653.10;825.87;
76.39;10.198;5653.50;825.93;
76.39;10.198;5654.00;826.00;
76.39;10.199;5654.00;826.00;
76.40;10.200;5655.00;826.15;
76.40;10.200;5655.30;826.19;
76.41;10.201;5654.90;826.14;
76.42;10.201;5656.10;826.31;
76.42;10.203;5655.80;826.27;
76.43;10.203;5656.60;826.38;
76.43;10.203;5657.10;826.46;
76.43;10.205;5656.70;826.40;
76.44;10.205;5657.50;826.52;
76.44;10.205;5658.20;826.62;
76.45;10.207;5658.90;826.72;
76.46;10.207;5659.70;826.84;
76.46;10.208;5659.80;826.85;
76.46;10.208;5660.20;826.91;
76.47;10.209;5660.90;827.01;
76.47;10.210;5660.80;827.00;
76.48;10.210;5661.70;827.13;
76.49;10.211;5661.60;827.11;
76.49;10.212;5661.00;827.03;
76.50;10.212;5661.70;827.13;
76.50;10.213;5661.90;827.16;
76.50;10.214;5661.80;827.14;
76.51;10.215;5662.80;827.29;
76.51;10.215;5664.10;827.48;
76.52;10.215;5664.80;827.58;
76.53;10.217;5665.70;827.71;
76.53;10.217;5666.80;827.87;
76.54;10.217;5666.40;827.82;
76.54;10.219;5666.30;827.80;
76.54;10.219;5667.10;827.92;
76.55;10.219;5666.60;827.85;
76.56;10.220;5667.20;827.93;
76.56;10.221;5668.10;828.06;
76.57;10.222;5669.00;828.20;
76.57;10.222;5669.50;828.27;
76.57;10.223;5669.60;828.28;
76.58;10.224;5669.50;828.27;
76.58;10.224;5669.10;828.21;
76.59;10.225;5670.20;828.37;
76.60;10.226;5671.50;828.56;
76.60;10.226;5672.20;828.66;
76.61;10.227;5672.80;828.75;
76.61;10.227;5672.80;828.75;
76.61;10.229;5672.60;828.72;
76.62;10.229;5672.90;828.77;
76.63;10.229;5673.10;828.79;
76.63;10.231;5673.20;828.81;
76.64;10.231;5674.30;828.97;
76.64;10.231;5674.80;829.04;
76.64;10.233;5675.60;829.16;
76.65;10.233;5676.20;829.25;
76.65;10.233;5676.50;829.29;
76.66;10.234;5675.90;829.20;
76.67;10.235;5675.90;829.20;
76.67;10.236;5675.70;829.17;
76.68;10.236;5675.90;829.20;
76.68;10.237;5676.60;829.31;
76.68;10.238;5677.10;829.38;
76.69;10.238;5678.10;829.53;
76.69;10.239;5678.80;829.63;
76.70;10.240;5679.50;829.73;
76.71;10.241;5680.30;829.85;
76.71;10.241;5680.50;829.88;
76.71;10.241;5680.60;829.89;
76.72;10.243;5681.10;829.96;
76.72;10.243;5680.80;829.92;
76.73;10.243;5681.50;830.02;
76.74;10.245;5682.00;830.09;
76.74;10.245;5682.60;830.18;
76.75;10.245;5684.00;830.39;
76.75;10.247;5683.80;830.36;
76.75;10.247;5683.70;830.34;
76.76;10.248;5684.50;830.46;
76.76;10.248;5684.50;830.46;
76.77;10.249;5684.70;830.49;
76.78;10.250;5685.40;830.59;
76.78;10.250;5685.50;830.61;
76.79;10.251;5685.50;830.61;
76.79;10.252;5686.90;830.81;
76.79;10.252;5686.90;830.81;
76.80;10.253;5687.40;830.88;
76.81;10.253;5687.90;830.96;
76.81;10.255;5688.20;831.00;
76.82;10.255;5688.50;831.04;
76.82;10.256;5688.80;831.09;
76.82;10.257;5689.10;831.13;
76.83;10.257;5689.40;831.18;
76.83;10.258;5690.20;831.29;
76.84;10.259;5690.40;831.32;
76.85;10.259;5691.10;831.42;
76.85;10.260;5691.50;831.48;
76.86;10.260;5692.60;831.64;
76.86;10.261;5692.70;831.66;
76.86;10.262;5692.50;831.63;
76.87;10.262;5692.30;831.60;
76.88;10.263;5691.90;831.54;
76.88;10.264;5692.30;831.60;
76.89;10.264;5693.30;831.75;
76.89;10.265;5694.10;831.86;
76.89;10.266;5694.40;831.91;
76.90;10.267;5695.00;831.99;
76.90;10.267;5695.10;832.01;
76.91;10.268;5695.50;832.07;
76.92;10.269;5695.60;832.08;
76.92;10.269;5696.10;832.15;
76.93;10.270;5696.00;832.14;
76.93;10.271;5696.60;832.23;
76.93;10.271;5697.50;832.36;
76.94;10.272;5697.80;832.40;
76.94;10.273;5698.40;832.49;
76.95;10.273;5698.70;832.53;
76.96;10.274;5698.40;832.49;
76.96;10.274;5698.50;832.51;
76.96;10.275;5698.80;832.55;
76.97;10.276;5699.10;832.59;
76.97;10.276;5700.30;832.77;
76.98;10.277;5701.20;832.90;
76.99;10.278;5701.60;832.96;
76.99;10.278;5702.00;833.02;
77.00;10.279;5702.20;833.05;
77.00;10.280;5702.50;833.09;
77.00;10.281;5702.40;833.08;
77.01;10.281;5702.20;833.05;
77.01;10.282;5702.20;833.05;
77.02;10.283;5701.80;832.99;
77.03;10.283;5702.30;833.06;
77.03;10.284;5702.20;833.05;
77.04;10.285;5701.40;832.93;
77.04;10.285;5701.00;832.87;
77.04;10.286;5700.70;832.83;
77.05;10.286;5700.80;832.84;
77.06;10.287;5701.90;833.00;
77.06;10.288;5701.90;833.00;
77.07;10.288;5702.10;833.03;
77.07;10.289;5701.50;832.94;
77.07;10.290;5701.30;832.91;
77.08;10.290;5701.60;832.96;
77.08;10.291;5701.70;832.97;
77.09;10.292;5702.30;833.06;
77.10;10.292;5702.30;833.06;
77.10;10.293;5702.00;833.02;
77.11;10.293;5702.40;833.08;
77.11;10.295;5703.60;833.25;
77.11;10.295;5703.50;833.24;
77.12;10.295;5704.20;833.34;
77.13;10.297;5704.10;833.32;
77.13;10.297;5704.40;833.37;
77.14;10.297;5705.30;833.50;
77.14;10.299;5704.90;833.44;
77.14;10.299;5706.10;833.62;
77.15;10.300;5705.80;833.57;
77.15;10.300;5706.30;833.65;
77.16;10.301;5706.50;833.67;
77.17;10.302;5705.90;833.59;
77.17;10.302;5706.20;833.63;
77.18;10.303;5706.10;833.62;
77.18;10.304;5706.40;833.66;
77.18;10.304;5705.80;833.57;
77.19;10.305;5705.50;833.53;
77.19;10.306;5706.60;833.69;
77.20;10.307;5707.40;833.81;
77.21;10.307;5708.60;833.98;
77.21;10.308;5708.70;834.00;
77.21;10.309;5708.50;833.97;
