
Zeit;Weg;Kraft;Biegespannung;
318.02;42.416;792.20;115.73;
318.02;42.416;792.40;115.76;
318.03;42.417;792.20;115.73;
318.04;42.417;792.00;115.70;
318.04;42.418;792.30;115.75;
318.05;42.418;792.30;115.75;
318.05;42.419;792.70;115.81;
318.05;42.420;793.40;115.91;
318.06;42.421;793.10;115.87;
318.07;42.422;792.60;115.79;
318.07;42.422;792.80;115.82;
318.08;42.423;792.90;115.84;
318.08;42.424;793.00;115.85;
318.08;42.424;794.20;116.03;
318.09;42.424;794.30;116.04;
318.10;42.425;794.40;116.06;
318.10;42.426;794.20;116.03;
318.11;42.426;793.20;115.88;
318.11;42.428;793.10;115.87;
318.11;42.428;793.20;115.88;
318.12;42.429;793.60;115.94;
318.13;42.430;794.00;116.00;
318.13;42.430;793.20;115.88;
318.14;42.431;792.10;115.72;
318.14;42.431;791.00;115.56;
318.14;42.432;790.60;115.50;
318.15;42.432;789.70;115.37;
318.15;42.433;788.60;115.21;
318.16;42.434;788.40;115.18;
318.17;42.435;787.30;115.02;
318.17;42.435;787.50;115.05;
318.17;42.436;788.30;115.16;
318.18;42.437;788.50;115.19;
318.18;42.438;788.80;115.24;
318.19;42.438;788.70;115.22;
318.20;42.438;789.40;115.33;
318.20;42.439;789.70;115.37;
318.20;42.440;789.90;115.40;
318.21;42.440;790.50;115.49;
318.21;42.442;789.40;115.33;
318.22;42.442;789.50;115.34;
318.23;42.443;789.70;115.37;
318.23;42.444;789.60;115.35;
318.23;42.444;790.20;115.44;
318.24;42.444;790.20;115.44;
318.24;42.445;790.00;115.41;
318.25;42.446;790.30;115.46;
318.26;42.446;790.20;115.44;
318.26;42.447;790.30;115.46;
318.27;42.448;790.60;115.50;
318.27;42.449;789.90;115.40;
318.27;42.450;789.80;115.38;
318.28;42.450;789.60;115.35;
318.29;42.451;789.80;115.38;
318.29;42.451;790.40;115.47;
318.30;42.452;790.10;115.43;
318.30;42.452;790.30;115.46;
318.30;42.453;790.30;115.46;
318.31;42.454;791.00;115.56;
318.32;42.454;792.10;115.72;
318.32;42.456;792.70;115.81;
318.33;42.456;792.50;115.78;
318.33;42.457;792.00;115.70;
318.33;42.458;791.90;115.69;
318.34;42.458;792.00;115.70;
318.35;42.458;792.90;115.84;
318.35;42.459;792.70;115.81;
318.36;42.460;792.30;115.75;
318.36;42.460;792.10;115.72;
318.36;42.461;791.50;115.63;
318.37;42.462;792.00;115.70;
318.38;42.463;792.80;115.82;
318.38;42.464;792.90;115.84;
318.39;42.464;792.90;115.84;
318.39;42.465;792.50;115.78;
318.39;42.465;792.20;115.73;
318.40;42.466;791.90;115.69;
318.40;42.466;792.90;115.84;
318.41;42.467;793.20;115.88;
318.42;42.468;793.00;115.85;
318.42;42.468;793.80;115.97;
318.42;42.470;793.80;115.97;
318.43;42.470;794.80;116.11;
318.43;42.471;795.50;116.22;
318.44;42.472;795.20;116.17;
318.45;42.472;795.00;116.14;
318.45;42.472;794.40;116.06;
318.45;42.473;794.50;116.07;
318.46;42.474;794.80;116.11;
318.46;42.474;794.30;116.04;
318.47;42.475;794.60;116.08;
318.48;42.476;793.90;115.98;
318.48;42.477;793.50;115.92;
318.48;42.478;793.40;115.91;
318.49;42.478;792.60;115.79;
318.49;42.479;793.20;115.88;
318.50;42.479;791.90;115.69;
318.51;42.480;791.30;115.60;
318.51;42.480;791.00;115.56;
318.52;42.481;789.80;115.38;
318.52;42.482;789.40;115.33;
318.52;42.482;789.00;115.27;
318.53;42.484;788.90;115.25;
318.54;42.484;788.90;115.25;
318.54;42.485;789.50;115.34;
318.55;42.486;789.80;115.38;
318.55;42.486;789.70;115.37;
318.55;42.486;789.80;115.38;
318.56;42.487;790.10;115.43;
318.57;42.488;790.20;115.44;
318.57;42.489;790.10;115.43;
318.58;42.489;790.50;115.49;
318.58;42.490;790.50;115.49;
318.58;42.491;790.90;115.54;
318.59;42.492;791.00;115.56;
318.60;42.492;790.70;115.51;
318.60;42.493;791.10;115.57;
318.61;42.493;791.10;115.57;
318.61;42.494;791.10;115.57;
318.61;42.495;791.30;115.60;
318.62;42.495;791.10;115.57;
318.63;42.496;791.00;115.56;
318.63;42.496;790.80;115.53;
318.64;42.498;790.70;115.51;
318.64;42.498;790.80;115.53;
318.64;42.499;791.00;115.56;
318.65;42.500;791.30;115.60;
318.65;42.500;791.60;115.65;
318.66;42.500;791.40;115.62;
318.67;42.501;792.00;115.70;
318.67;42.502;791.80;115.68;
318.67;42.502;790.90;115.54;
318.68;42.504;790.50;115.49;
318.68;42.504;790.30;115.46;
318.69;42.505;790.50;115.49;
318.70;42.506;791.10;115.57;
318.70;42.506;791.90;115.69;
318.70;42.507;791.40;115.62;
318.71;42.507;791.80;115.68;
318.71;42.508;791.50;115.63;
318.72;42.508;791.50;115.63;
318.73;42.509;791.40;115.62;
318.73;42.510;791.70;115.66;
318.73;42.511;792.30;115.75;
318.74;42.512;792.60;115.79;
318.74;42.512;793.00;115.85;
318.75;42.513;793.10;115.87;
318.76;42.514;792.70;115.81;
318.76;42.514;792.50;115.78;
318.77;42.514;793.00;115.85;
318.77;42.515;793.10;115.87;
318.77;42.516;793.10;115.87;
318.78;42.516;793.40;115.91;
318.79;42.518;793.30;115.89;
318.79;42.518;792.60;115.79;
318.80;42.519;793.50;115.92;
318.80;42.520;793.00;115.85;
318.80;42.520;792.40;115.76;
318.81;42.521;792.90;115.84;
318.82;42.521;792.80;115.82;
318.82;42.522;793.10;115.87;
318.83;42.522;793.40;115.91;
318.83;42.523;793.30;115.89;
318.83;42.524;792.40;115.76;
318.84;42.525;791.20;115.59;
318.85;42.526;791.10;115.57;
318.85;42.526;789.60;115.35;
318.86;42.527;788.80;115.24;
318.86;42.528;788.20;115.15;
318.86;42.528;787.40;115.03;
318.87;42.528;787.60;115.06;
318.88;42.529;787.40;115.03;
318.88;42.530;787.90;115.11;
318.89;42.530;788.70;115.22;
318.89;42.532;788.70;115.22;
318.89;42.532;789.10;115.28;
318.90;42.533;789.50;115.34;
318.90;42.534;788.60;115.21;
318.91;42.534;788.70;115.22;
318.92;42.535;789.10;115.28;
318.92;42.535;788.50;115.19;
318.92;42.536;788.40;115.18;
318.93;42.536;788.60;115.21;
318.93;42.537;788.20;115.15;
318.94;42.538;788.40;115.18;
318.95;42.539;788.40;115.18;
318.95;42.540;788.80;115.24;
318.95;42.540;789.40;115.33;
318.96;42.541;790.10;115.43;
318.96;42.542;789.90;115.40;
318.97;42.542;789.80;115.38;
318.98;42.543;789.70;115.37;
318.98;42.543;789.00;115.27;
318.98;42.544;789.30;115.31;
318.99;42.545;790.20;115.44;
318.99;42.546;790.40;115.47;
319.00;42.546;790.70;115.51;
319.01;42.547;791.10;115.57;
319.01;42.548;790.50;115.49;
319.02;42.548;790.10;115.43;
319.02;42.549;790.60;115.50;
319.02;42.549;791.00;115.56;
319.03;42.550;791.00;115.56;
319.04;42.551;791.40;115.62;
319.04;42.551;792.00;115.70;
319.05;42.552;791.40;115.62;
319.05;42.553;792.20;115.73;
319.05;42.554;792.90;115.84;
319.06;42.554;792.50;115.78;
319.07;42.555;793.60;115.94;
319.07;42.556;793.10;115.87;
319.08;42.556;792.40;115.76;
319.08;42.557;792.40;115.76;
319.08;42.557;791.90;115.69;
319.09;42.558;791.30;115.60;
319.10;42.559;791.80;115.68;
319.10;42.560;791.90;115.69;
319.11;42.560;792.10;115.72;
319.11;42.561;792.80;115.82;
319.11;42.562;793.20;115.88;
319.12;42.562;793.30;115.89;
319.13;42.563;793.70;115.95;
319.13;42.563;794.20;116.03;
319.14;42.564;793.90;115.98;
319.14;42.565;793.70;115.95;
319.14;42.565;793.70;115.95;
319.15;42.566;793.00;115.85;
319.15;42.567;793.10;115.87;
319.16;42.568;793.80;115.97;
319.17;42.568;793.80;115.97;
319.17;42.569;794.70;116.10;
319.17;42.569;794.70;116.10;
319.18;42.570;794.20;116.03;
319.18;42.571;793.30;115.89;
319.19;42.571;792.40;115.76;
319.20;42.572;791.20;115.59;
319.20;42.573;789.90;115.40;
319.20;42.574;789.00;115.27;
319.21;42.574;788.40;115.18;
319.21;42.575;788.40;115.18;
319.22;42.576;787.90;115.11;
319.23;42.576;788.20;115.15;
319.23;42.577;787.80;115.09;
319.23;42.577;787.80;115.09;
319.24;42.578;788.80;115.24;
319.24;42.579;788.90;115.25;
319.25;42.579;789.50;115.34;
319.26;42.580;789.20;115.30;
319.26;42.581;789.00;115.27;
319.27;42.582;788.50;115.19;
319.27;42.582;789.20;115.30;
319.27;42.583;789.90;115.40;
319.28;42.583;789.90;115.40;
319.29;42.584;790.60;115.50;
319.29;42.585;790.20;115.44;
319.30;42.585;789.90;115.40;
319.30;42.586;790.60;115.50;
319.30;42.587;790.30;115.46;
319.31;42.588;790.50;115.49;
319.32;42.588;790.60;115.50;
319.32;42.589;790.70;115.51;
319.33;42.590;790.80;115.53;
319.33;42.590;790.80;115.53;
319.33;42.591;790.80;115.53;
319.34;42.591;790.80;115.53;
319.35;42.592;791.50;115.63;
319.35;42.593;791.00;115.56;
319.36;42.593;791.60;115.65;
319.36;42.594;791.40;115.62;
319.36;42.595;791.20;115.59;
319.37;42.596;791.90;115.69;
319.38;42.596;791.50;115.63;
319.38;42.597;791.10;115.57;
319.39;42.597;790.40;115.47;
319.39;42.598;789.80;115.38;
319.39;42.599;790.10;115.43;
319.40;42.599;790.70;115.51;
319.40;42.600;791.70;115.66;
319.41;42.601;792.20;115.73;
319.42;42.602;792.30;115.75;
319.42;42.602;793.00;115.85;
319.42;42.603;792.90;115.84;
319.43;42.604;792.90;115.84;
319.43;42.604;793.20;115.88;
319.44;42.605;792.20;115.73;
319.45;42.605;791.40;115.62;
319.45;42.606;791.50;115.63;
319.45;42.606;791.40;115.62;
319.46;42.607;791.80;115.68;
319.46;42.608;792.60;115.79;
319.47;42.609;792.70;115.81;
319.48;42.610;792.80;115.82;
319.48;42.610;793.00;115.85;
319.48;42.611;792.80;115.82;
319.49;42.611;793.10;115.87;
319.49;42.612;792.90;115.84;
319.50;42.613;792.50;115.78;
319.51;42.613;792.40;115.76;
319.51;42.614;792.40;115.76;
319.52;42.615;792.70;115.81;
319.52;42.616;793.40;115.91;
319.52;42.616;793.20;115.88;
319.53;42.617;793.30;115.89;
319.54;42.618;793.10;115.87;
319.54;42.618;791.90;115.69;
319.55;42.618;791.10;115.57;
319.55;42.619;789.90;115.40;
319.55;42.620;788.20;115.15;
319.56;42.621;787.30;115.02;
319.57;42.621;787.10;114.99;
319.57;42.622;786.60;114.92;
319.58;42.623;786.20;114.86;
319.58;42.624;786.00;114.83;
319.58;42.624;786.10;114.84;
319.59;42.625;786.70;114.93;
319.60;42.625;787.20;115.00;
319.60;42.626;787.70;115.08;
319.61;42.626;787.60;115.06;
319.61;42.627;787.80;115.09;
319.61;42.628;787.50;115.05;
319.62;42.629;787.20;115.00;
319.63;42.630;787.50;115.05;
319.63;42.630;787.00;114.97;
319.64;42.631;787.50;115.05;
319.64;42.632;788.30;115.16;
319.64;42.632;788.70;115.22;
319.65;42.632;789.30;115.31;
319.65;42.633;789.90;115.40;
319.66;42.634;789.70;115.37;
319.67;42.634;789.80;115.38;
319.67;42.636;789.60;115.35;
319.67;42.636;789.50;115.34;
319.68;42.637;789.90;115.40;
319.68;42.638;789.80;115.38;
319.69;42.638;789.60;115.35;
319.70;42.639;789.60;115.35;
319.70;42.639;789.90;115.40;
319.70;42.640;790.10;115.43;
319.71;42.640;789.90;115.40;
319.71;42.641;789.80;115.38;
319.72;42.642;789.90;115.40;
319.73;42.643;790.50;115.49;
319.73;42.644;791.00;115.56;
319.73;42.644;791.10;115.57;
319.74;42.645;790.30;115.46;
319.74;42.646;789.60;115.35;
319.75;42.646;789.60;115.35;
319.76;42.646;789.80;115.38;
319.76;42.647;790.30;115.46;
319.77;42.648;790.70;115.51;
319.77;42.648;791.40;115.62;
319.77;42.649;791.00;115.56;
319.78;42.650;791.00;115.56;
319.79;42.651;791.00;115.56;
319.79;42.651;791.10;115.57;
319.80;42.652;791.60;115.65;
319.80;42.653;792.00;115.70;
319.80;42.653;791.80;115.68;
319.81;42.654;791.00;115.56;
319.82;42.654;790.50;115.49;
319.82;42.655;790.40;115.47;
319.83;42.656;790.70;115.51;
319.83;42.657;791.30;115.60;
319.83;42.657;791.90;115.69;
319.84;42.658;792.00;115.70;
319.85;42.659;792.80;115.82;
319.85;42.659;792.90;115.84;
319.86;42.660;793.40;115.91;
319.86;42.660;793.10;115.87;
319.86;42.661;792.80;115.82;
319.87;42.662;792.80;115.82;
319.88;42.662;792.50;115.78;
319.88;42.663;792.60;115.79;
319.89;42.664;792.30;115.75;
319.89;42.665;791.70;115.66;
319.89;42.665;790.30;115.46;
319.90;42.666;790.10;115.43;
319.90;42.667;789.50;115.34;
319.91;42.667;789.70;115.37;
319.92;42.668;790.30;115.46;
319.92;42.668;789.50;115.34;
319.92;42.669;789.00;115.27;
319.93;42.670;787.90;115.11;
319.93;42.671;787.70;115.08;
319.94;42.671;788.20;115.15;
319.95;42.672;789.20;115.30;
319.95;42.673;789.40;115.33;
319.95;42.673;789.60;115.35;
319.96;42.674;789.50;115.34;
319.96;42.674;788.60;115.21;
319.97;42.675;789.50;115.34;
319.98;42.676;788.80;115.24;
319.98;42.676;789.40;115.33;
319.98;42.677;789.70;115.37;
319.99;42.678;789.10;115.28;
319.99;42.679;789.10;115.28;
320.00;42.679;788.50;115.19;
320.01;42.680;788.60;115.21;
320.01;42.681;789.30;115.31;
320.02;42.681;789.80;115.38;
320.02;42.682;790.00;115.41;
320.02;42.682;790.00;115.41;
320.03;42.683;790.00;115.41;
320.04;42.684;789.70;115.37;
320.04;42.685;790.00;115.41;
320.05;42.685;790.50;115.49;
320.05;42.686;790.30;115.46;
320.05;42.687;790.60;115.50;
320.06;42.687;790.90;115.54;
320.07;42.688;790.70;115.51;
320.07;42.688;790.20;115.44;
320.08;42.689;790.70;115.51;
320.08;42.690;789.90;115.40;
320.08;42.690;789.80;115.38;
320.09;42.691;790.80;115.53;
320.10;42.692;790.90;115.54;
320.10;42.693;791.30;115.60;
320.11;42.693;790.70;115.51;
320.11;42.694;790.70;115.51;
320.11;42.694;791.30;115.60;
320.12;42.695;790.80;115.53;
320.13;42.696;791.10;115.57;
320.13;42.696;790.90;115.54;
320.14;42.697;790.00;115.41;
320.14;42.698;790.70;115.51;
320.14;42.699;791.50;115.63;
320.15;42.700;791.20;115.59;
320.15;42.700;791.90;115.69;
320.16;42.701;792.90;115.84;
320.17;42.701;793.10;115.87;
320.17;42.702;793.10;115.87;
320.17;42.702;793.50;115.92;
320.18;42.703;792.80;115.82;
320.18;42.704;792.20;115.73;
320.19;42.704;792.70;115.81;
320.20;42.705;792.20;115.73;
320.20;42.706;792.00;115.70;
320.20;42.707;792.00;115.70;
320.21;42.707;792.30;115.75;
320.21;42.708;791.70;115.66;
320.22;42.708;792.00;115.70;
320.23;42.709;792.30;115.75;
320.23;42.710;791.50;115.63;
320.23;42.710;791.60;115.65;
320.24;42.711;791.30;115.60;
320.24;42.712;790.30;115.46;
320.25;42.713;790.10;115.43;
320.26;42.713;788.40;115.18;
320.26;42.714;787.40;115.03;
320.27;42.715;786.30;114.87;
320.27;42.715;785.50;114.76;
320.27;42.716;786.50;114.90;
320.28;42.716;787.20;115.00;
320.29;42.717;788.40;115.18;
320.29;42.718;788.40;115.18;
320.30;42.718;788.30;115.16;
320.30;42.719;787.40;115.03;
320.30;42.720;786.80;114.95;
320.31;42.721;787.30;115.02;
320.32;42.721;786.70;114.93;
320.32;42.722;787.00;114.97;
320.33;42.722;786.80;114.95;
320.33;42.723;786.70;114.93;
320.33;42.724;786.70;114.93;
320.34;42.724;787.50;115.05;
320.35;42.725;788.00;115.12;
320.35;42.726;788.10;115.14;
320.36;42.727;789.10;115.28;
320.36;42.728;789.20;115.30;
320.36;42.728;789.70;115.37;
320.37;42.729;789.70;115.37;
320.38;42.729;789.50;115.34;
320.38;42.730;789.20;115.30;
320.39;42.730;789.40;115.33;
320.39;42.731;789.70;115.37;
320.39;42.732;790.50;115.49;
320.40;42.732;790.60;115.50;
320.40;42.734;790.60;115.50;
320.41;42.734;790.60;115.50;
320.42;42.735;790.30;115.46;
320.42;42.736;790.90;115.54;
320.42;42.736;791.40;115.62;
320.43;42.736;791.50;115.63;
320.43;42.737;791.50;115.63;
320.44;42.738;791.30;115.60;
320.45;42.738;791.90;115.69;
320.45;42.739;792.20;115.73;
320.45;42.740;792.50;115.78;
320.46;42.741;792.40;115.76;
320.46;42.742;791.50;115.63;
320.47;42.742;791.70;115.66;
320.48;42.743;791.70;115.66;
320.48;42.743;792.60;115.79;
320.48;42.744;792.10;115.72;
320.49;42.744;792.50;115.78;
320.49;42.745;792.90;115.84;
320.50;42.746;792.60;115.79;
320.51;42.746;793.70;115.95;
320.51;42.748;793.10;115.87;
320.52;42.748;793.50;115.92;
320.52;42.749;793.40;115.91;
320.52;42.750;792.60;115.79;
320.53;42.750;793.40;115.91;
320.54;42.750;793.00;115.85;
320.54;42.751;792.70;115.81;
320.55;42.752;792.80;115.82;
320.55;42.752;792.50;115.78;
320.55;42.753;792.10;115.72;
320.56;42.754;791.80;115.68;
320.57;42.755;791.40;115.62;
320.57;42.756;791.50;115.63;
320.58;42.756;791.30;115.60;
320.58;42.757;790.90;115.54;
320.58;42.757;790.10;115.43;
320.59;42.758;788.60;115.21;
320.60;42.758;787.80;115.09;
320.60;42.759;787.50;115.05;
320.61;42.760;787.20;115.00;
320.61;42.761;788.10;115.14;
320.61;42.762;788.30;115.16;
320.62;42.762;788.70;115.22;
320.63;42.763;789.10;115.28;
320.63;42.764;789.70;115.37;
320.64;42.764;789.90;115.40;
320.64;42.764;790.00;115.41;
320.64;42.765;789.80;115.38;
320.65;42.766;789.70;115.37;
320.65;42.766;789.90;115.40;
320.66;42.768;789.00;115.27;
320.67;42.768;790.10;115.43;
320.67;42.769;789.50;115.34;
320.67;42.769;789.70;115.37;
320.68;42.770;790.40;115.47;
320.68;42.771;790.50;115.49;
320.69;42.771;790.50;115.49;
320.70;42.772;790.20;115.44;
320.70;42.772;790.30;115.46;
320.70;42.773;789.40;115.33;
320.71;42.774;789.50;115.34;
320.71;42.775;790.00;115.41;
320.72;42.775;789.50;115.34;
320.73;42.776;790.20;115.44;
320.73;42.777;789.90;115.40;
320.73;42.778;790.00;115.41;
320.74;42.778;790.70;115.51;
320.74;42.778;790.60;115.50;
320.75;42.779;790.90;115.54;
320.76;42.780;791.00;115.56;
320.76;42.780;791.10;115.57;
320.77;42.781;791.10;115.57;
320.77;42.782;791.20;115.59;
320.77;42.783;792.00;115.70;
320.78;42.784;791.80;115.68;
320.79;42.784;791.70;115.66;
320.79;42.785;791.70;115.66;
320.80;42.785;790.70;115.51;
320.80;42.786;790.80;115.53;
320.80;42.786;791.20;115.59;
320.81;42.787;790.40;115.47;
320.82;42.788;790.00;115.41;
320.82;42.789;790.20;115.44;
320.83;42.790;789.90;115.40;
320.83;42.790;791.20;115.59;
320.83;42.791;792.50;115.78;
320.84;42.792;792.20;115.73;
320.85;42.792;792.80;115.82;
320.85;42.792;792.30;115.75;
320.86;42.793;790.90;115.54;
320.86;42.794;791.40;115.62;
320.86;42.794;791.30;115.60;
320.87;42.796;791.80;115.68;
320.88;42.796;792.90;115.84;
320.88;42.797;793.20;115.88;
320.89;42.798;792.90;115.84;
320.89;42.798;793.00;115.85;
320.89;42.799;792.10;115.72;
320.90;42.799;790.90;115.54;
320.90;42.800;789.60;115.35;
320.91;42.800;788.50;115.19;
320.92;42.801;787.30;115.02;
320.92;42.802;786.40;114.89;
320.92;42.803;786.80;114.95;
320.93;42.804;786.60;114.92;
320.93;42.804;786.90;114.96;
320.94;42.805;787.20;115.00;
320.95;42.806;787.20;115.00;
320.95;42.806;787.20;115.00;
320.95;42.806;787.60;115.06;
320.96;42.807;787.60;115.06;
320.96;42.808;787.60;115.06;
320.97;42.809;786.80;114.95;
320.98;42.810;787.10;114.99;
320.98;42.810;787.80;115.09;
320.98;42.811;787.50;115.05;
320.99;42.812;788.60;115.21;
320.99;42.812;788.30;115.16;
321.00;42.813;788.00;115.12;
321.01;42.813;788.70;115.22;
321.01;42.814;789.30;115.31;
321.02;42.815;789.40;115.33;
321.02;42.815;789.30;115.31;
321.02;42.816;789.00;115.27;
321.03;42.817;788.50;115.19;
321.04;42.818;788.90;115.25;
321.04;42.818;789.30;115.31;
321.05;42.819;789.50;115.34;
321.05;42.819;789.50;115.34;
321.05;42.820;789.00;115.27;
321.06;42.820;788.60;115.21;
321.07;42.821;789.40;115.33;
321.07;42.822;789.70;115.37;
321.08;42.822;790.50;115.49;
321.08;42.824;790.40;115.47;
321.08;42.824;789.50;115.34;
321.09;42.825;789.40;115.33;
321.10;42.826;789.40;115.33;
321.10;42.826;789.70;115.37;
321.11;42.827;790.00;115.41;
321.11;42.827;790.60;115.50;
321.11;42.828;790.00;115.41;
321.12;42.829;790.30;115.46;
321.13;42.829;790.80;115.53;
321.13;42.830;790.70;115.51;
321.14;42.831;791.40;115.62;
321.14;42.832;791.90;115.69;
321.14;42.832;792.20;115.73;
321.15;42.833;792.30;115.75;
321.15;42.833;791.70;115.66;
321.16;42.834;790.90;115.54;
321.17;42.834;791.10;115.57;
321.17;42.835;790.40;115.47;
321.17;42.836;791.10;115.57;
321.18;42.836;791.40;115.62;
321.18;42.838;790.80;115.53;
321.19;42.838;791.30;115.60;
321.20;42.839;790.90;115.54;
321.20;42.840;791.50;115.63;
321.20;42.840;792.20;115.73;
321.21;42.840;793.00;115.85;
321.21;42.841;793.70;115.95;
321.22;42.842;793.90;115.98;
321.23;42.842;793.90;115.98;
321.23;42.843;792.70;115.81;
321.23;42.844;791.90;115.69;
321.24;42.845;791.60;115.65;
321.24;42.846;791.30;115.60;
321.25;42.846;791.40;115.62;
321.26;42.847;791.00;115.56;
321.26;42.847;790.70;115.51;
321.27;42.848;789.60;115.35;
321.27;42.848;789.20;115.30;
321.27;42.849;788.70;115.22;
321.28;42.850;787.90;115.11;
321.29;42.850;787.70;115.08;
321.29;42.852;787.90;115.11;
321.30;42.852;787.30;115.02;
321.30;42.853;787.80;115.09;
321.30;42.854;788.30;115.16;
321.31;42.854;787.80;115.09;
321.32;42.854;788.40;115.18;
321.32;42.855;788.50;115.19;
321.33;42.856;787.80;115.09;
321.33;42.856;787.80;115.09;
321.33;42.857;788.60;115.21;
321.34;42.858;787.80;115.09;
321.35;42.859;788.70;115.22;
321.35;42.860;788.60;115.21;
321.36;42.860;787.50;115.05;
321.36;42.861;788.20;115.15;
321.36;42.861;788.40;115.18;
321.37;42.862;788.70;115.22;
321.38;42.862;789.40;115.33;
321.38;42.863;789.10;115.28;
321.39;42.864;788.80;115.24;
321.39;42.865;789.00;115.27;
321.39;42.866;789.20;115.30;
321.40;42.866;789.30;115.31;
321.40;42.867;789.40;115.33;
321.41;42.868;789.60;115.35;
321.42;42.868;790.00;115.41;
321.42;42.868;790.40;115.47;
321.42;42.869;790.00;115.41;
321.43;42.870;790.50;115.49;
321.43;42.871;790.70;115.51;
321.44;42.871;791.10;115.57;
321.45;42.872;791.70;115.66;
321.45;42.873;791.60;115.65;
321.45;42.874;791.40;115.62;
321.46;42.874;791.20;115.59;
321.46;42.875;791.90;115.69;
321.47;42.875;791.80;115.68;
321.48;42.876;792.00;115.70;
321.48;42.876;792.20;115.73;
321.48;42.877;792.00;115.70;
321.49;42.878;791.50;115.63;
321.49;42.879;790.80;115.53;
321.50;42.880;790.30;115.46;
321.51;42.880;790.40;115.47;
321.51;42.881;791.60;115.65;
321.52;42.882;791.70;115.66;
321.52;42.882;791.80;115.68;
321.52;42.882;791.50;115.63;
321.53;42.883;791.10;115.57;
321.54;42.884;791.10;115.57;
321.54;42.884;791.60;115.65;
321.55;42.886;791.30;115.60;
321.55;42.886;790.80;115.53;
321.55;42.887;791.30;115.60;
321.56;42.888;791.40;115.62;
321.57;42.888;792.30;115.75;
321.57;42.889;791.40;115.62;
321.58;42.889;790.10;115.43;
321.58;42.890;788.50;115.19;
321.58;42.890;785.90;114.81;
321.59;42.891;785.40;114.74;
321.60;42.892;785.00;114.68;
321.60;42.893;784.50;114.61;
321.61;42.894;785.30;114.73;
321.61;42.894;785.20;114.71;
321.61;42.895;785.20;114.71;
321.62;42.896;786.10;114.84;
321.63;42.896;785.60;114.77;
321.63;42.896;786.60;114.92;
321.64;42.897;786.60;114.92;
321.64;42.898;786.90;114.96;
321.64;42.898;787.70;115.08;
321.65;42.899;786.80;114.95;
321.65;42.900;787.30;115.02;
321.66;42.901;787.30;115.02;
321.67;42.901;787.60;115.06;
321.67;42.902;788.30;115.16;
321.67;42.903;788.60;115.21;
321.68;42.903;788.10;115.14;
321.68;42.904;787.90;115.11;
321.69;42.904;788.30;115.16;
321.70;42.905;788.30;115.16;
321.70;42.906;789.10;115.28;
321.70;42.907;789.30;115.31;
321.71;42.907;788.80;115.24;
321.71;42.908;788.90;115.25;
321.72;42.909;788.70;115.22;
321.73;42.909;788.30;115.16;
321.73;42.910;789.30;115.31;
321.73;42.910;789.70;115.37;
321.74;42.911;789.40;115.33;
321.74;42.912;789.90;115.40;
321.75;42.912;789.10;115.28;
321.76;42.913;789.30;115.31;
321.76;42.914;789.50;115.34;
321.77;42.915;789.60;115.35;
321.77;42.915;790.10;115.43;
321.77;42.916;789.50;115.34;
321.78;42.917;789.60;115.35;
321.79;42.917;789.80;115.38;
321.79;42.918;790.00;115.41;
321.80;42.918;790.40;115.47;
321.80;42.919;791.10;115.57;
321.80;42.920;791.20;115.59;
321.81;42.921;791.50;115.63;
321.82;42.921;791.50;115.63;
321.82;42.922;790.90;115.54;
321.83;42.923;790.80;115.53;
321.83;42.923;790.60;115.50;
321.83;42.924;790.50;115.49;
321.84;42.924;790.70;115.51;
321.85;42.925;791.40;115.62;
321.85;42.926;790.90;115.54;
321.86;42.926;791.40;115.62;
321.86;42.927;791.30;115.60;
321.86;42.928;791.40;115.62;
321.87;42.929;791.60;115.65;
321.88;42.930;791.70;115.66;
321.88;42.930;791.60;115.65;
321.89;42.931;791.30;115.60;
321.89;42.931;791.10;115.57;
321.89;42.932;791.40;115.62;
321.90;42.932;792.00;115.70;
321.90;42.933;792.40;115.76;
321.91;42.934;792.70;115.81;
321.92;42.935;792.20;115.73;
321.92;42.936;791.30;115.60;
321.92;42.936;789.80;115.38;
321.93;42.937;789.60;115.35;
321.93;42.938;789.10;115.28;
321.94;42.938;788.70;115.22;
321.95;42.938;788.70;115.22;
321.95;42.939;788.20;115.15;
321.95;42.940;787.80;115.09;
321.96;42.940;788.00;115.12;
321.96;42.942;788.20;115.15;
321.97;42.942;788.40;115.18;
321.98;42.943;788.60;115.21;
321.98;42.943;788.90;115.25;
321.98;42.944;788.60;115.21;
321.99;42.944;787.80;115.09;
321.99;42.945;787.20;115.00;
322.00;42.946;786.80;114.95;
322.01;42.946;787.20;115.00;
322.01;42.947;788.00;115.12;
322.02;42.948;788.20;115.15;
322.02;42.949;788.10;115.14;
322.02;42.950;788.10;115.14;
322.03;42.950;788.00;115.12;
322.04;42.951;788.20;115.15;
322.04;42.951;789.30;115.31;
322.05;42.952;789.90;115.40;
322.05;42.952;790.40;115.47;
322.05;42.953;790.40;115.47;
322.06;42.954;790.30;115.46;
322.07;42.954;790.80;115.53;
322.07;42.955;791.00;115.56;
322.08;42.956;791.60;115.65;
322.08;42.957;791.30;115.60;
322.08;42.957;790.40;115.47;
322.09;42.958;790.10;115.43;
322.10;42.958;789.60;115.35;
322.10;42.959;789.30;115.31;
322.11;42.960;789.40;115.33;
322.11;42.960;789.50;115.34;
322.11;42.961;790.00;115.41;
322.12;42.962;790.40;115.47;
322.13;42.963;790.50;115.49;
